ID,Headword,Language_ID,Part_Of_Speech,Description,URN,Source
urn-nabu-dict-wiktionary-sux-noun-304,𒇻𒉌,sux,noun,fattened sheep,urn:nabu:dict:wiktionary-sux:𒇻𒉌:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-305,𒇻𒌀,sux,noun,wild sheep,urn:nabu:dict:wiktionary-sux:𒇻𒌀:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-306,𒇼,sux,noun,"alternative form of 𒇿 (ad₆, adda /⁠adda⁠/)",urn:nabu:dict:wiktionary-sux:𒇼:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-307,𒇽,sux,noun,"man, person",urn:nabu:dict:wiktionary-sux:𒇽:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-308,𒇽𒀳,sux,noun,alternative form of 𒀳 (engar),urn:nabu:dict:wiktionary-sux:𒇽𒀳:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-309,𒇽𒃲,sux,noun,alternative form of 𒈗 (lugal),urn:nabu:dict:wiktionary-sux:𒇽𒃲:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-310,𒇽𒅇,sux,noun,ergative of 𒇽 (lu₂ /⁠lu⁠/),urn:nabu:dict:wiktionary-sux:𒇽𒅇:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-311,𒇽𒅗𒈠,sux,noun,witness,urn:nabu:dict:wiktionary-sux:𒇽𒅗𒈠:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-312,𒇽𒊕𒈗,sux,noun,a royal officer,urn:nabu:dict:wiktionary-sux:𒇽𒊕𒈗:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-313,𒇽𒍇,sux,noun,"men, people",urn:nabu:dict:wiktionary-sux:𒇽𒍇:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-314,𒇿,sux,noun,corpse,urn:nabu:dict:wiktionary-sux:𒇿:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-315,𒈂,sux,noun,captive,urn:nabu:dict:wiktionary-sux:𒈂:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-75,𒈂,sux,verb,to be oppressed,urn:nabu:dict:wiktionary-sux:𒈂:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-316,𒈌,sux,noun,quarrel,urn:nabu:dict:wiktionary-sux:𒈌:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-70,𒈓,sux,noun:1,war,urn:nabu:dict:wiktionary-sux:𒈓:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-53,𒈓,sux,noun:2,war,urn:nabu:dict:wiktionary-sux:𒈓:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-26,𒈓,sux,noun:3,alternative form of 𒀀𒁕𒎙 (a-da-min₃ /⁠adamin⁠/),urn:nabu:dict:wiktionary-sux:𒈓:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-317,𒈕,sux,noun,"alternative form of 𒇿 (ad₆, adda /⁠adda⁠/)",urn:nabu:dict:wiktionary-sux:𒈕:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-318,𒈗,sux,noun,king,urn:nabu:dict:wiktionary-sux:𒈗:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-319,𒈘,sux,noun,alternative form of 𒀀𒁕𒎙 (a-da-min₃ /⁠adamin⁠/),urn:nabu:dict:wiktionary-sux:𒈘:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-320,𒈙,sux,noun,Rare form of 𒀀𒁕𒎙 (a-da-min₃ /⁠adamin⁠/),urn:nabu:dict:wiktionary-sux:𒈙:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-71,𒈛,sux,noun:1,"secretary, civil servant",urn:nabu:dict:wiktionary-sux:𒈛:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-2-49,𒈛,sux,verb:2,"to clean, wash, refine",urn:nabu:dict:wiktionary-sux:𒈛:verb:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-72,𒈜,sux,noun:1,alternative form of 𒈜𒀀 (ka₅-a /⁠ka'a⁠/),urn:nabu:dict:wiktionary-sux:𒈜:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-54,𒈜,sux,noun:2,musician,urn:nabu:dict:wiktionary-sux:𒈜:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-27,𒈜,sux,noun:3,leg of an animal,urn:nabu:dict:wiktionary-sux:𒈜:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-adj-4-2,𒈜,sux,adj:4,false,urn:nabu:dict:wiktionary-sux:𒈜:adj:4,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-5-6,𒈜,sux,verb:5,to daze,urn:nabu:dict:wiktionary-sux:𒈜:verb:5,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-6-2,𒈜,sux,verb:6,an ax,urn:nabu:dict:wiktionary-sux:𒈜:verb:6,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-321,𒈜𒀀,sux,noun,fox,urn:nabu:dict:wiktionary-sux:𒈜𒀀:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-73,𒈝,sux,noun:1,excrement,urn:nabu:dict:wiktionary-sux:𒈝:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-1-24,𒈝,sux,verb:1,"to be fruitful, fertile, productive",urn:nabu:dict:wiktionary-sux:𒈝:verb:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-55,𒈝,sux,noun:2,alternative form of 𒂕 (egir),urn:nabu:dict:wiktionary-sux:𒈝:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-3-26,𒈝,sux,verb:3,to be lame,urn:nabu:dict:wiktionary-sux:𒈝:verb:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-322,𒈞,sux,noun,alternative form of 𒈝 (gum₂),urn:nabu:dict:wiktionary-sux:𒈞:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-74,𒈠,sux,noun:1,alternative form of 𒄑𒈠 (^(g̃eš)peš₃ /⁠peš⁠/),urn:nabu:dict:wiktionary-sux:𒈠:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-56,𒈠,sux,noun:2,"house, temple (only attested in Old Babylonian and later)",urn:nabu:dict:wiktionary-sux:𒈠:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-76,𒈠𒀠,sux,verb,"to be there, exist",urn:nabu:dict:wiktionary-sux:𒈠𒀠:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-323,𒈠𒁕,sux,noun,"land, country, district, territory",urn:nabu:dict:wiktionary-sux:𒈠𒁕:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-324,𒈠𒈬,sux,noun,alternative form of 𒈠𒊬 (ma-mu₂ /⁠mamud⁠/),urn:nabu:dict:wiktionary-sux:𒈠𒈬:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-325,𒈠𒈾,sux,noun,"mina, a Sumerian unit of weight, weighing about 500±40 grams.",urn:nabu:dict:wiktionary-sux:𒈠𒈾:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-326,𒈠𒊬,sux,noun,dream,urn:nabu:dict:wiktionary-sux:𒈠𒊬:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-327,𒈣,sux,noun,"boat, ship",urn:nabu:dict:wiktionary-sux:𒈣:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-328,𒈣𒁻,sux,noun,sailor,urn:nabu:dict:wiktionary-sux:𒈣𒁻:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-77,𒈤,sux,verb,"to be high, chief, senior, lofty, exalted, august",urn:nabu:dict:wiktionary-sux:𒈤:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-75,𒈥,sux,noun:1,"chariot, wagon",urn:nabu:dict:wiktionary-sux:𒈥:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-329,𒈥𒁍𒁕,sux,noun,"cart, wagon",urn:nabu:dict:wiktionary-sux:𒈥𒁍𒁕:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-name-41,𒈥𒄩𒅆𒆠,sux,name,Marhaši (a historical region near Elam),urn:nabu:dict:wiktionary-sux:𒈥𒄩𒅆𒆠:name,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-330,𒈥𒊓,sux,noun,shipyard,urn:nabu:dict:wiktionary-sux:𒈥𒊓:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-331,𒈥𒋽,sux,noun,"stormwind, mighty storm, hurricane, tempest, west wind",urn:nabu:dict:wiktionary-sux:𒈥𒋽:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-76,𒈦,sux,noun:1,alternative form of 𒈧 (maš₂ /⁠maš⁠/),urn:nabu:dict:wiktionary-sux:𒈦:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-57,𒈦,sux,noun:2,half,urn:nabu:dict:wiktionary-sux:𒈦:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-2-50,𒈦,sux,verb:2,to reach half way or the middle,urn:nabu:dict:wiktionary-sux:𒈦:verb:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-28,𒈦,sux,noun:3,half,urn:nabu:dict:wiktionary-sux:𒈦:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-77,𒈦𒄘𒃼,sux,noun:1,"only used in 𒀀𒇉𒈦𒄘𒃼 (^(id₂)idigna /⁠Idigna⁠/, “Tigris”)",urn:nabu:dict:wiktionary-sux:𒈦𒄘𒃼:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-2-51,𒈦𒄘𒃼,sux,verb:2,to be bright,urn:nabu:dict:wiktionary-sux:𒈦𒄘𒃼:verb:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-332,𒈦𒌋,sux,noun,"alternative form of 𒄇 (gidim, “ghost”)",urn:nabu:dict:wiktionary-sux:𒈦𒌋:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-333,𒈧,sux,noun,he-goat,urn:nabu:dict:wiktionary-sux:𒈧:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-1-25,𒈨,sux,verb:1,to be,urn:nabu:dict:wiktionary-sux:𒈨:verb:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-pron-2-4,𒈨,sux,pron:2,our (first-person plural possessive pronoun),urn:nabu:dict:wiktionary-sux:𒈨:pron:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-29,𒈨,sux,noun:3,"purification priest, magician",urn:nabu:dict:wiktionary-sux:𒈨:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-3-27,𒈨,sux,verb:3,"to be pure, clear",urn:nabu:dict:wiktionary-sux:𒈨:verb:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-pron-9,𒈨𒂊,sux,pron,I (first-person independent personal pronoun),urn:nabu:dict:wiktionary-sux:𒈨𒂊:pron,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-78,𒈨𒂗,sux,verb,"first/second-person singular of 𒈨 (me, “to be”)",urn:nabu:dict:wiktionary-sux:𒈨𒂗:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-79,𒈨𒂗𒉈𒂗,sux,verb,"first-person plural of 𒈨 (me, “to be”)",urn:nabu:dict:wiktionary-sux:𒈨𒂗𒉈𒂗:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-80,𒈨𒂗𒍢𒂗,sux,verb,"second-person plural of 𒈨 (me, “to be”)",urn:nabu:dict:wiktionary-sux:𒈨𒂗𒍢𒂗:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-name-42,𒈨𒈛𒄩𒆠,sux,name,Meluhha,urn:nabu:dict:wiktionary-sux:𒈨𒈛𒄩𒆠:name,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-334,𒈨𒍢,sux,noun,a drum,urn:nabu:dict:wiktionary-sux:𒈨𒍢:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-78,𒈩,sux,noun:1,alternative form of 𒁾 (kišib₃ /⁠kišib⁠/),urn:nabu:dict:wiktionary-sux:𒈩:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-58,𒈩,sux,noun:2,hero,urn:nabu:dict:wiktionary-sux:𒈩:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-30,𒈩,sux,noun:3,alternative form of 𒄑𒈩 (^(g̃eš)mes /⁠mes⁠/),urn:nabu:dict:wiktionary-sux:𒈩:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-335,𒈩𒇲,sux,noun,wrist,urn:nabu:dict:wiktionary-sux:𒈩𒇲:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-79,𒈪,sux,noun:1,night,urn:nabu:dict:wiktionary-sux:𒈪:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-2-52,𒈪,sux,verb:2,to be black,urn:nabu:dict:wiktionary-sux:𒈪:verb:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-336,𒈪𒉌𒄑,sux,noun,"G̃ipar, cloister (a specific building in the religious precinct)",urn:nabu:dict:wiktionary-sux:𒈪𒉌𒄑:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-num-2,𒈫,sux,num,"two, 2",urn:nabu:dict:wiktionary-sux:𒈫:num,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-80,𒈬,sux,noun:1,name,urn:nabu:dict:wiktionary-sux:𒈬:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-59,𒈬,sux,noun:2,year,urn:nabu:dict:wiktionary-sux:𒈬:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-31,𒈬,sux,noun:3,cook,urn:nabu:dict:wiktionary-sux:𒈬:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-4-12,𒈬,sux,noun:4,"tree, wood",urn:nabu:dict:wiktionary-sux:𒈬:noun:4,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-5-7,𒈬,sux,noun:5,"penis; man, male",urn:nabu:dict:wiktionary-sux:𒈬:noun:5,wiktionary-sux
urn-nabu-dict-wiktionary-sux-pron-6-3,𒈬,sux,pron:6,my (first-person possessive pronoun),urn:nabu:dict:wiktionary-sux:𒈬:pron:6,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-337,𒈬𒁍,sux,noun,dirt,urn:nabu:dict:wiktionary-sux:𒈬𒁍:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-81,𒈬𒁍,sux,verb,"to be dirty, unkempt",urn:nabu:dict:wiktionary-sux:𒈬𒁍:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-338,𒈬𒊬𒊏,sux,noun,inscription,urn:nabu:dict:wiktionary-sux:𒈬𒊬𒊏:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-339,𒈮,sux,noun,low-quality wool,urn:nabu:dict:wiktionary-sux:𒈮:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-340,𒈰,sux,noun,hair,urn:nabu:dict:wiktionary-sux:𒈰:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-341,𒈱,sux,noun,"back, backbone",urn:nabu:dict:wiktionary-sux:𒈱:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-81,𒈲,sux,noun:1,snake,urn:nabu:dict:wiktionary-sux:𒈲:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-60,𒈲,sux,noun:2,comb,urn:nabu:dict:wiktionary-sux:𒈲:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-342,𒈲𒍽,sux,noun,"""fierce snake"" (a mythical or literary serpent, later a symbol of Marduk)",urn:nabu:dict:wiktionary-sux:𒈲𒍽:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-82,𒈹,sux,noun:1,alternative form of 𒀭𒈹 (ᵈinana /⁠Inanak⁠/),urn:nabu:dict:wiktionary-sux:𒈹:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-61,𒈹,sux,noun:2,face,urn:nabu:dict:wiktionary-sux:𒈹:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-32,𒈹,sux,noun:3,crown,urn:nabu:dict:wiktionary-sux:𒈹:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-82,𒈻,sux,verb,to be cold,urn:nabu:dict:wiktionary-sux:𒈻:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-83,𒈽,sux,noun:1,pole (of a door),urn:nabu:dict:wiktionary-sux:𒈽:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-62,𒈽,sux,noun:2,"alternative form of 𒈹 (suḫ₁₀ /⁠suḫ⁠/, “crown”)",urn:nabu:dict:wiktionary-sux:𒈽:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-3-28,𒈽,sux,verb:3,"alternative form of 𒆪 (suḫ₅ /⁠suḫ⁠/, “to extract”)",urn:nabu:dict:wiktionary-sux:𒈽:verb:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-4-13,𒈽,sux,noun:4,alternative form of 𒈹 (muš₃ /⁠muš⁠/) 'face' or 'flat space',urn:nabu:dict:wiktionary-sux:𒈽:noun:4,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-343,𒈾,sux,noun,"alternative form of 𒎎 (na₄, “stone, boulder”)",urn:nabu:dict:wiktionary-sux:𒈾:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-344,𒈾𒆕𒀀,sux,noun,stele,urn:nabu:dict:wiktionary-sux:𒈾𒆕𒀀:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-345,𒈿,sux,noun,alternative form of 𒄑𒈿 (g̃eš-nud /⁠g̃ešnud⁠/),urn:nabu:dict:wiktionary-sux:𒈿:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-83,𒈿,sux,verb,to lie down,urn:nabu:dict:wiktionary-sux:𒈿:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-name-43,𒉀,sux,name,alternative form of 𒀭𒊺𒉀 (ᵈnisaba /⁠Nisabak⁠/),urn:nabu:dict:wiktionary-sux:𒉀:name,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-346,𒉀,sux,noun,"potash, soap",urn:nabu:dict:wiktionary-sux:𒉀:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-347,𒉃,sux,noun,alternative form of 𒊑𒄩𒁵 (dal-ḫa-mun /⁠dalḫamun⁠/),urn:nabu:dict:wiktionary-sux:𒉃:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-84,𒉄,sux,noun:1,alternative form of 𒁑 (bulug),urn:nabu:dict:wiktionary-sux:𒉄:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-1-26,𒉄,sux,verb:1,to sew,urn:nabu:dict:wiktionary-sux:𒉄:verb:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-63,𒉄,sux,noun:2,carpenter,urn:nabu:dict:wiktionary-sux:𒉄:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-348,𒉅,sux,noun,locust,urn:nabu:dict:wiktionary-sux:𒉅:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-85,𒉆,sux,noun:1,alternative form of 𒉅 (bur₅ /⁠bir⁠/),urn:nabu:dict:wiktionary-sux:𒉆:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-64,𒉆,sux,noun:2,"being, state (""that which is"")",urn:nabu:dict:wiktionary-sux:𒉆:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-prefix,𒉆-,sux,prefix,Prefix used to form abstract and collective nouns.,urn:nabu:dict:wiktionary-sux:𒉆-:prefix,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-349,𒉆𒀭𒂗𒆤,sux,noun,"Enlil-ship (The state of being Enlil, the chief god of the Sumerian pantheon)",urn:nabu:dict:wiktionary-sux:𒉆𒀭𒂗𒆤:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-350,𒉆𒀵,sux,noun,slavery,urn:nabu:dict:wiktionary-sux:𒉆𒀵:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-351,𒉆𒂗,sux,noun,priesthood,urn:nabu:dict:wiktionary-sux:𒉆𒂗:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-352,𒉆𒃲,sux,noun,greatness,urn:nabu:dict:wiktionary-sux:𒉆𒃲:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-353,𒉆𒄘,sux,noun,oppression,urn:nabu:dict:wiktionary-sux:𒉆𒄘:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-354,𒉆𒄭𒊓,sux,noun,"companionship, friendship",urn:nabu:dict:wiktionary-sux:𒉆𒄭𒊓:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-355,𒉆𒆪𒇷,sux,noun,friendship,urn:nabu:dict:wiktionary-sux:𒉆𒆪𒇷:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-356,𒉆𒇽𒍇,sux,noun,"humanity, humaneness",urn:nabu:dict:wiktionary-sux:𒉆𒇽𒍇:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-357,𒉆𒈗,sux,noun,kingship,urn:nabu:dict:wiktionary-sux:𒉆𒈗:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-358,𒉆𒈤,sux,noun,greatness,urn:nabu:dict:wiktionary-sux:𒉆𒈤:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-359,𒉆𒉈𒊒,sux,noun,oath,urn:nabu:dict:wiktionary-sux:𒉆𒉈𒊒:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-360,𒉆𒉺𒋼𒋛,sux,noun,"ensi-ship (the state of being an ensi, a kind of ruler and later governor)",urn:nabu:dict:wiktionary-sux:𒉆𒉺𒋼𒋛:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-361,𒉆𒋀,sux,noun,brotherhood,urn:nabu:dict:wiktionary-sux:𒉆𒋀:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-362,𒉆𒋖,sux,noun,"prayer, entreaty, supplication",urn:nabu:dict:wiktionary-sux:𒉆𒋖:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-363,𒉆𒋻,sux,noun,"fate, destiny",urn:nabu:dict:wiktionary-sux:𒉆𒋻:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-84,𒉆𒋻,sux,verb,"to determine fate, decide destiny",urn:nabu:dict:wiktionary-sux:𒉆𒋻:verb,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-364,𒉆𒋾,sux,noun,life,urn:nabu:dict:wiktionary-sux:𒉆𒋾:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-365,𒉇,sux,noun,alternative form of 𒌆,urn:nabu:dict:wiktionary-sux:𒉇:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-adj-1-4,𒉈,sux,adj:1,alternative form of 𒉋 (gibil),urn:nabu:dict:wiktionary-sux:𒉈:adj:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-65,𒉈,sux,noun:2,fire,urn:nabu:dict:wiktionary-sux:𒉈:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-3-33,𒉈,sux,noun:3,alternative form of 𒉈𒂗 (ne-en /⁠nēn⁠/),urn:nabu:dict:wiktionary-sux:𒉈:noun:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-4-12,𒉈,sux,verb:4,"to cook, heat",urn:nabu:dict:wiktionary-sux:𒉈:verb:4,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-5-7,𒉈,sux,verb:5,to be hot,urn:nabu:dict:wiktionary-sux:𒉈:verb:5,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-366,𒉈𒂊,sux,noun,alternative form of 𒉈𒂗 (ne-en /⁠nēn⁠/),urn:nabu:dict:wiktionary-sux:𒉈𒂊:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-367,𒉈𒂗,sux,noun,this,urn:nabu:dict:wiktionary-sux:𒉈𒂗:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-368,𒉈𒊒,sux,noun,evil,urn:nabu:dict:wiktionary-sux:𒉈𒊒:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-369,𒉉,sux,noun,"alternative spelling of 𒂗𒋼𒂗 (en-te-en /⁠enten⁠/, “winter”)",urn:nabu:dict:wiktionary-sux:𒉉:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-370,𒉊,sux,noun,"alternative spelling of 𒂍𒈨𒌍 (e₂-me-eš /⁠emeš⁠/, “summer”)",urn:nabu:dict:wiktionary-sux:𒉊:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-1-27,𒉋,sux,verb:1,"to burn, heat, scorch, be sour",urn:nabu:dict:wiktionary-sux:𒉋:verb:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-2-53,𒉋,sux,verb:2,"to be new, fresh",urn:nabu:dict:wiktionary-sux:𒉋:verb:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-371,𒉋𒂵,sux,noun,fresh fruit,urn:nabu:dict:wiktionary-sux:𒉋𒂵:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-86,𒉌,sux,noun:1,oil,urn:nabu:dict:wiktionary-sux:𒉌:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-66,𒉌,sux,noun:2,alternative form of 𒍜𒉌 (ᵘᶻᵘsuš₂ /⁠suš⁠/),urn:nabu:dict:wiktionary-sux:𒉌:noun:2,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-3-29,𒉌,sux,verb:3,to shine,urn:nabu:dict:wiktionary-sux:𒉌:verb:3,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-4-13,𒉌,sux,verb:4,to pass,urn:nabu:dict:wiktionary-sux:𒉌:verb:4,wiktionary-sux
urn-nabu-dict-wiktionary-sux-verb-5-8,𒉌,sux,verb:5,to be or make soft,urn:nabu:dict:wiktionary-sux:𒉌:verb:5,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-372,𒉌𒄑,sux,noun,"sesame oil, vegetable oil",urn:nabu:dict:wiktionary-sux:𒉌𒄑:noun,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-1-87,𒉎,sux,noun:1,"clay, mud",urn:nabu:dict:wiktionary-sux:𒉎:noun:1,wiktionary-sux
urn-nabu-dict-wiktionary-sux-noun-2-67,𒉎,sux,noun:2,wind,urn:nabu:dict:wiktionary-sux:𒉎:noun:2,wiktionary-sux
