ID,Headword,Language_ID,Part_Of_Speech,Description,URN,Source
urn-nabu-dict-wiktionary-akk-character-297,𒌚𒄞,akk,character,Sumerogram of Ayyārum (“the second month of the Babylonian calendar”),urn:nabu:dict:wiktionary-akk:𒌚𒄞:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-298,𒌚𒉈,akk,character,Sumerogram of Abum (“the fifth month of the Babylonian calendar”),urn:nabu:dict:wiktionary-akk:𒌚𒉈:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-299,𒌜,akk,character,Sumerogram of eṭemmum (“ghost”),urn:nabu:dict:wiktionary-akk:𒌜:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-300,𒌢,akk,character,Sumerogram of ṣuprum (“nail”),urn:nabu:dict:wiktionary-akk:𒌢:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-301,𒌤,akk,character,"Sumerogram of šasûm (“to shout, call”)",urn:nabu:dict:wiktionary-akk:𒌤:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-302,𒌦,akk,character,"Sumerogram of mātum (“country, land”)",urn:nabu:dict:wiktionary-akk:𒌦:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-303,𒌨,akk,character,Sumerogram of kalbum (“dog”),urn:nabu:dict:wiktionary-akk:𒌨:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-304,𒌨𒁇𒊏,akk,character,Sumerogram of barbarum (“wolf”),urn:nabu:dict:wiktionary-akk:𒌨𒁇𒊏:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-305,𒌨𒂠,akk,character,Sumerogram of kalbum (“dog”),urn:nabu:dict:wiktionary-akk:𒌨𒂠:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-306,𒌨𒈤,akk,character,Sumerogram of urmaḫḫum (“lion”),urn:nabu:dict:wiktionary-akk:𒌨𒈤:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-307,𒌨𒈨,akk,character,Sumerogram of sāsum (“moth”),urn:nabu:dict:wiktionary-akk:𒌨𒈨:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-308,𒌫,akk,character,"Sumerogram of išdum (“base, foundation”)",urn:nabu:dict:wiktionary-akk:𒌫:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-309,𒌵,akk,character,Sumerogram of Akkade (“Akkad”),urn:nabu:dict:wiktionary-akk:𒌵:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-310,𒌵𒆠,akk,character,Sumerogram of Akkade (“Akkad”),urn:nabu:dict:wiktionary-akk:𒌵𒆠:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-311,𒌷,akk,character,Sumerogram of ālum (“city”),urn:nabu:dict:wiktionary-akk:𒌷:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-name-35,𒌷𒀸𒋡𒇻𒈾𒆠,akk,name,Cuneiform spelling of Ašqaluna,urn:nabu:dict:wiktionary-akk:𒌷𒀸𒋡𒇻𒈾𒆠:name,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-312,𒍎,akk,character,Sumerogram of paššūrum (“table”),urn:nabu:dict:wiktionary-akk:𒍎:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-noun-30,𒍏𒄩𒍣𒅔,akk,noun,Cuneiform spelling of ḫaṣṣinnum,urn:nabu:dict:wiktionary-akk:𒍏𒄩𒍣𒅔:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-1-48,𒍑,akk,character:1,"Sumerogram of zikarum (“male, man”)",urn:nabu:dict:wiktionary-akk:𒍑:character:1,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-2-47,𒍑,akk,character:2,Sumerogram of išarum (“penis”),urn:nabu:dict:wiktionary-akk:𒍑:character:2,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-313,𒍑𒆪,akk,character,Sumerogram of kalûm (“lamentation priest”),urn:nabu:dict:wiktionary-akk:𒍑𒆪:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-314,𒍚,akk,character,Sumerogram of enzum (“she-goat”),urn:nabu:dict:wiktionary-akk:𒍚:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-315,𒍜,akk,character,Sumerogram of šīrum (“flesh”),urn:nabu:dict:wiktionary-akk:𒍜:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-noun-31,𒍝𒈠𒊒𒌝,akk,noun,Cuneiform spelling of zamārum,urn:nabu:dict:wiktionary-akk:𒍝𒈠𒊒𒌝:noun,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-316,𒍠,akk,character,Sumerogram of aḫum (“side”),urn:nabu:dict:wiktionary-akk:𒍠:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-1-49,𒍣,akk,character:1,Sumerogram of napištum (“throat; life”),urn:nabu:dict:wiktionary-akk:𒍣:character:1,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-2-48,𒍣,akk,character:2,"Sumerogram of nasāḫum (“to remove, take away”)",urn:nabu:dict:wiktionary-akk:𒍣:character:2,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-317,𒍩,akk,character,Sumerogram of kiššātum (“emmer”),urn:nabu:dict:wiktionary-akk:𒍩:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-318,𒍪,akk,character,Sumerogram of edûm (“to know”),urn:nabu:dict:wiktionary-akk:𒍪:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-1-50,𒍼,akk,character:1,Sumerogram of kibtum (“wheat”),urn:nabu:dict:wiktionary-akk:𒍼:character:1,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-2-49,𒍼,akk,character:2,Sumerogram of marṣum (“sick; troublesome”),urn:nabu:dict:wiktionary-akk:𒍼:character:2,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-319,𒎎,akk,character,Sumerogram of abnum (“stone”),urn:nabu:dict:wiktionary-akk:𒎎:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-320,𒎎𒋆𒁉𒍣𒁕,akk,character,Sumerogram of guḫlum (kohl),urn:nabu:dict:wiktionary-akk:𒎎𒋆𒁉𒍣𒁕:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-321,𒎏,akk,character,Sumerogram of aḫātum (“sister”),urn:nabu:dict:wiktionary-akk:𒎏:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-322,𒎙,akk,character,Akkadogram of šarratum (“queen”),urn:nabu:dict:wiktionary-akk:𒎙:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-323,𒐈,akk,character,Sumerogram of šalāšat (“three”),urn:nabu:dict:wiktionary-akk:𒐈:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-324,𒐉,akk,character,Sumerogram of erbet (“four”),urn:nabu:dict:wiktionary-akk:𒐉:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-325,𒐊,akk,character,Sumerogram of ḫamšat (“five”),urn:nabu:dict:wiktionary-akk:𒐊:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-326,𒐋,akk,character,Sumerogram of šeššet (“six”),urn:nabu:dict:wiktionary-akk:𒐋:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-327,𒐌,akk,character,Sumerogram of sebet (“seven”),urn:nabu:dict:wiktionary-akk:𒐌:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-328,𒐍,akk,character,Sumerogram of samānat (“eight”),urn:nabu:dict:wiktionary-akk:𒐍:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-329,𒐞,akk,character,Sumerogram of nēr,urn:nabu:dict:wiktionary-akk:𒐞:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-330,𒑆,akk,character,Sumerogram of tišīt (“nine”),urn:nabu:dict:wiktionary-akk:𒑆:character,wiktionary-akk
urn-nabu-dict-wiktionary-akk-character-331,𒑗,akk,character,Sumerogram of šalāšat pānū (“three panu”),urn:nabu:dict:wiktionary-akk:𒑗:character,wiktionary-akk
urn-nabu-dict-wiktionary-hit-e-zi-romanization,-ešzi,hit,romanization,Broad transcription of -𒌍𒍣,urn:nabu:dict:wiktionary-hit:-ešzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-iezzi-romanization,-iezzi,hit,romanization,Broad transcription of -𒄿𒄑𒍣,urn:nabu:dict:wiktionary-hit:-iezzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-nuzzi-romanization,-nuzzi,hit,romanization,Broad transcription of -𒉡𒊻𒍣,urn:nabu:dict:wiktionary-hit:-nuzzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-izzi-romanization,-āizzi,hit,romanization,Broad transcription of -𒀀𒀀𒄑𒍣,urn:nabu:dict:wiktionary-hit:-āizzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix,-𒀀𒀀𒄑𒍣,hit,suffix,Forms denominative verbs from nouns.,urn:nabu:dict:wiktionary-hit:-𒀀𒀀𒄑𒍣:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-2,-𒀀𒀀𒋻,hit,suffix,Forms action nouns from verbs stems,urn:nabu:dict:wiktionary-hit:-𒀀𒀀𒋻:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-3,-𒀀𒅖,hit,suffix,suffix forming action nouns from verbal roots,urn:nabu:dict:wiktionary-hit:-𒀀𒅖:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pron,-𒀜,hit,pron,third-person pronoun,urn:nabu:dict:wiktionary-hit:-𒀜:pron,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-4,-𒀠𒇷𒅖,hit,suffix,suffix forming nouns from nouns,urn:nabu:dict:wiktionary-hit:-𒀠𒇷𒅖:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-5,-𒀭𒍝,hit,suffix,suffix forming participles,urn:nabu:dict:wiktionary-hit:-𒀭𒍝:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pron-1,-𒀸,hit,pron:1,third-person pronoun,urn:nabu:dict:wiktionary-hit:-𒀸:pron:1,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-2-2,-𒀸,hit,suffix:2,forms action and result nouns from verbs,urn:nabu:dict:wiktionary-hit:-𒀸:suffix:2,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-6,-𒀸𒊭𒊏𒀸,hit,suffix,Forms feminine nouns from common stems.,urn:nabu:dict:wiktionary-hit:-𒀸𒊭𒊏𒀸:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-7,-𒀸𒋾𒅖,hit,suffix,suffix forming nouns to adjectival bases,urn:nabu:dict:wiktionary-hit:-𒀸𒋾𒅖:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-8,-𒂊𒄑𒍣,hit,suffix,Derives verbs from adjective stems meaning to become such adjective.,urn:nabu:dict:wiktionary-hit:-𒂊𒄑𒍣:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-9,-𒄴𒄭,hit,suffix,Forms factitive verbs from noun stems.,urn:nabu:dict:wiktionary-hit:-𒄴𒄭:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-10,-𒄿𒄑𒍣,hit,suffix,Forms denominative imperfective verbs.,urn:nabu:dict:wiktionary-hit:-𒄿𒄑𒍣:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-11,-𒅆𒆠𒄑𒍣,hit,suffix,suffix forming the imperfects of verbs,urn:nabu:dict:wiktionary-hit:-𒅆𒆠𒄑𒍣:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-conj,-𒆪,hit,conj,"and, now, even",urn:nabu:dict:wiktionary-hit:-𒆪:conj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-conj-2,-𒈠,hit,conj,"general contrastive conjunction, but",urn:nabu:dict:wiktionary-hit:-𒈠:conj,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pron-2,-𒈬,hit,pron,accusative/dative/locative singular of 𒌑𒊌 (ú-uk),urn:nabu:dict:wiktionary-hit:-𒈬:pron,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-12,-𒉡𒊻𒍣,hit,suffix,Used to form causative verbs from verbs or adjectives.,urn:nabu:dict:wiktionary-hit:-𒉡𒊻𒍣:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-13,-𒉿𒀭𒍝,hit,suffix,Forms possessive adjectives from nominal stems.,urn:nabu:dict:wiktionary-hit:-𒉿𒀭𒍝:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-14,-𒉿𒅈,hit,suffix,Forms action nouns from verbal stems.,urn:nabu:dict:wiktionary-hit:-𒉿𒅈:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-15,-𒊑𒅖,hit,suffix,suffix forming common or neuter gender nouns to verbal bases,urn:nabu:dict:wiktionary-hit:-𒊑𒅖:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-16,-𒊻𒍣𒅖,hit,suffix,suffix forming common and neuter-gender instrumental nouns,urn:nabu:dict:wiktionary-hit:-𒊻𒍣𒅖:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-17,-𒋻𒊏𒀸,hit,suffix,suffix forming agent nouns from verbs,urn:nabu:dict:wiktionary-hit:-𒋻𒊏𒀸:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-18,-𒌌𒇷𒅖,hit,suffix,suffix form neuter instrumental and result nouns from verbs,urn:nabu:dict:wiktionary-hit:-𒌌𒇷𒅖:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-19,-𒌍𒊬,hit,suffix,forms neuter action nouns and abstracts from verbs and adjectives,urn:nabu:dict:wiktionary-hit:-𒌍𒊬:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-suffix-20,-𒌍𒍣,hit,suffix,Used to form fientive verbs from adjective stems meaning to become such adjective.,urn:nabu:dict:wiktionary-hit:-𒌍𒍣:suffix,wiktionary-hit
urn-nabu-dict-wiktionary-hit-particle,-𒍝,hit,particle,reflexive particle,urn:nabu:dict:wiktionary-hit:-𒍝:particle,wiktionary-hit
urn-nabu-dict-wiktionary-hit-Tar-unta-romanization,Tarḫuntaš,hit,romanization,Broad transcription of 𒅎,urn:nabu:dict:wiktionary-hit:Tarḫuntaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adda-romanization,addaš,hit,romanization,Broad transcription of 𒀜𒁕𒀸,urn:nabu:dict:wiktionary-hit:addaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-agg-tar-romanization,aggātar,hit,romanization,Broad transcription of 𒀝𒂵𒀀𒋻,urn:nabu:dict:wiktionary-hit:aggātar:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-aku-romanization,akuš,hit,romanization,Broad transcription of 𒀀𒆪𒍑,urn:nabu:dict:wiktionary-hit:akuš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-alpa-romanization,alpaš,hit,romanization,Broad transcription of 𒀠𒉺𒀸,urn:nabu:dict:wiktionary-hit:alpaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-alpu-romanization,alpuš,hit,romanization,Broad transcription of 𒀠𒁍𒍑,urn:nabu:dict:wiktionary-hit:alpuš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-amiante-ar-romanization,amianteššar,hit,romanization,Broad transcription of 𒀀𒈪𒀭𒋼𒌍𒊬,urn:nabu:dict:wiktionary-hit:amianteššar:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ammiyante-ar-romanization,ammiyanteššar,hit,romanization,Broad transcription of 𒄠𒈪𒅀𒀭𒋼𒌍𒊬,urn:nabu:dict:wiktionary-hit:ammiyanteššar:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ammiyanz-romanization,ammiyanz,hit,romanization,Broad transcription of 𒄠𒈪𒅀𒀭𒍝,urn:nabu:dict:wiktionary-hit:ammiyanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ammuk-romanization,ammuk,hit,romanization,Broad transcription of 𒄠𒈬𒊌,urn:nabu:dict:wiktionary-hit:ammuk:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-anna-romanization,annaš,hit,romanization,Broad transcription of 𒀭𒈾𒀸,urn:nabu:dict:wiktionary-hit:annaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-arawa-romanization,arawaš,hit,romanization,Broad transcription of 𒀀𒊏𒌋𒉿𒀸,urn:nabu:dict:wiktionary-hit:arawaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-aruna-romanization,arunaš,hit,romanization,Broad transcription of 𒀀𒊒𒈾𒀸,urn:nabu:dict:wiktionary-hit:arunaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ar-izzi-romanization,arāizzi,hit,romanization,Broad transcription of 𒀀𒊏𒀀𒄑𒍣,urn:nabu:dict:wiktionary-hit:arāizzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-atta-romanization,attaš,hit,romanization,Broad transcription of 𒀜𒋫𒀸,urn:nabu:dict:wiktionary-hit:attaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-romanization,aīš,hit,romanization,Broad transcription of 𒀀𒄿𒅖,urn:nabu:dict:wiktionary-hit:aīš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-iwanz-romanization,ašiwanz,hit,romanization,Broad transcription of 𒀀𒅆𒉿𒀭𒍝,urn:nabu:dict:wiktionary-hit:ašiwanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-nz-a-romanization,ašānz(a),hit,romanization,Broad transcription of 𒀀𒊭𒀀𒀭𒍝,urn:nabu:dict:wiktionary-hit:ašānz(a):romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-war-romanization,ašāwar,hit,romanization,Broad transcription of 𒀀𒊭𒀀𒌋𒅈,urn:nabu:dict:wiktionary-hit:ašāwar:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-u-romanization,aššuš,hit,romanization,Broad transcription of 𒀸𒋗𒍑,urn:nabu:dict:wiktionary-hit:aššuš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ekan-romanization,ekan,hit,romanization,Broad transcription of 𒂊𒃷,urn:nabu:dict:wiktionary-hit:ekan:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ekuna-romanization,ekunaš,hit,romanization,Broad transcription of 𒂊𒆪𒈾𒀸,urn:nabu:dict:wiktionary-hit:ekunaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-id-lawe-zi-romanization,idālawešzi,hit,romanization,Broad transcription of 𒄿𒁕𒀀𒆷𒌑𒌍𒍣,urn:nabu:dict:wiktionary-hit:idālawešzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ig-izzi-romanization,igāizzi,hit,romanization,Broad transcription of 𒄿𒂵𒀀𒄑𒍣,urn:nabu:dict:wiktionary-hit:igāizzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ikune-zi-romanization,ikunešzi,hit,romanization,Broad transcription of 𒄿𒆪𒉈𒌍𒍣,urn:nabu:dict:wiktionary-hit:ikunešzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-i-anuwanz-romanization,išḫanuwanz,hit,romanization,Broad transcription of 𒅖𒄩𒉡𒉿𒀭𒍝,urn:nabu:dict:wiktionary-hit:išḫanuwanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-i-arwanz-romanization,išḫarwanz,hit,romanization,Broad transcription of 𒅖𒄯𒉿𒀭𒍝,urn:nabu:dict:wiktionary-hit:išḫarwanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-kattera-romanization,katteraš,hit,romanization,Broad transcription of 𒃰𒋼𒊏𒀸,urn:nabu:dict:wiktionary-hit:katteraš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ker-romanization,ker,hit,romanization,Broad transcription of 𒆠𒅕,urn:nabu:dict:wiktionary-hit:ker:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-kinun-romanization,kinun,hit,romanization,Broad transcription of 𒆠𒉡𒌦,urn:nabu:dict:wiktionary-hit:kinun:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ki-an-romanization,kiššan,hit,romanization,Broad transcription of 𒆠𒅖𒊭𒀭,urn:nabu:dict:wiktionary-hit:kiššan:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-kuwapi-romanization,kuwapi,hit,romanization,Broad transcription of 𒆪𒉿𒁉,urn:nabu:dict:wiktionary-hit:kuwapi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-mar-anz-romanization,maršanz,hit,romanization,Broad transcription of 𒈠𒅈𒊭𒀭𒍝,urn:nabu:dict:wiktionary-hit:maršanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-miya-uwanz-romanization,miyaḫuwanz,hit,romanization,Broad transcription of 𒈪𒅀𒄷𒉿𒀭𒍝,urn:nabu:dict:wiktionary-hit:miyaḫuwanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-nu-romanization,nu,hit,romanization,Broad transcription of 𒉡,urn:nabu:dict:wiktionary-hit:nu:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-papranz-romanization,papranz,hit,romanization,Broad transcription of 𒉺𒀊𒊏𒀭𒍝,urn:nabu:dict:wiktionary-hit:papranz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pata-romanization,pataš,hit,romanization,Broad transcription of 𒄊𒀸,urn:nabu:dict:wiktionary-hit:pataš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pa-ur-romanization,paḫḫur,hit,romanization,Broad transcription of 𒉺𒄴𒄯,urn:nabu:dict:wiktionary-hit:paḫḫur:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pa-uwar-romanization,paḫḫuwar,hit,romanization,Broad transcription of 𒉺𒀪𒄷𒉿𒅈,urn:nabu:dict:wiktionary-hit:paḫḫuwar:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-p-dan-romanization,pēdan,hit,romanization,Broad transcription of 𒁉𒂊𒁕𒀭,urn:nabu:dict:wiktionary-hit:pēdan:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-tuzzi-romanization,tuzziš,hit,romanization,Broad transcription of 𒌅𒊻𒍣𒅖,urn:nabu:dict:wiktionary-hit:tuzziš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-walkuwa-romanization,walkuwaš,hit,romanization,Broad transcription of 𒉿𒀠𒆪𒉿𒀸,urn:nabu:dict:wiktionary-hit:walkuwaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-w-romanization,wēš,hit,romanization,Broad transcription of 𒌑𒂊𒌍,urn:nabu:dict:wiktionary-hit:wēš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-yukan-romanization,yukan,hit,romanization,Broad transcription of 𒄿𒌑𒃷,urn:nabu:dict:wiktionary-hit:yukan:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-z-k-romanization,zīk,hit,romanization,Broad transcription of 𒍣𒄿𒅅,urn:nabu:dict:wiktionary-hit:zīk:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ra-romanization,āra,hit,romanization,Broad transcription of 𒀀𒀀𒊏,urn:nabu:dict:wiktionary-hit:āra:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-us-romanization,āššus,hit,romanization,Broad transcription of 𒀀𒀸𒋗𒍑,urn:nabu:dict:wiktionary-hit:āššus:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-pzi-romanization,ēpzi,hit,romanization,Broad transcription of 𒂊𒅁𒍣,urn:nabu:dict:wiktionary-hit:ēpzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-zi-romanization,ēšzi,hit,romanization,Broad transcription of 𒂊𒌍𒍣,urn:nabu:dict:wiktionary-hit:ēšzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ar-romanization,ēšḫar,hit,romanization,Broad transcription of 𒂊𒌍𒄯,urn:nabu:dict:wiktionary-hit:ēšḫar:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-arnuzzi-romanization,ēšḫarnuzzi,hit,romanization,Broad transcription of 𒂊𒌍𒄯𒉡𒊻𒍣,urn:nabu:dict:wiktionary-hit:ēšḫarnuzzi:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-kanz-romanization,ēšḫaškanz,hit,romanization,Broad transcription of 𒂊𒌍𒄩𒀸𒃷𒍝,urn:nabu:dict:wiktionary-hit:ēšḫaškanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-kuwan-noun,šākuwan,hit,noun,eye,urn:nabu:dict:wiktionary-hit:šākuwan:noun,wiktionary-hit
urn-nabu-dict-wiktionary-hit-romanization,šīūš,hit,romanization,Broad transcription of 𒅆𒄿𒌑𒍑,urn:nabu:dict:wiktionary-hit:šīūš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-k-romanization,ūk,hit,romanization,Broad transcription of 𒌑𒊌,urn:nabu:dict:wiktionary-hit:ūk:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-aluka-romanization,ḫalukaš,hit,romanization,Broad transcription of 𒄩𒇻𒅗𒀸,urn:nabu:dict:wiktionary-hit:ḫalukaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-artakka-romanization,ḫartakkaš,hit,romanization,Broad transcription of 𒄯𒁖𒂵𒀸,urn:nabu:dict:wiktionary-hit:ḫartakkaš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-u-romanization-2,ḫaššuš,hit,romanization,Broad transcription of 𒈗𒍑,urn:nabu:dict:wiktionary-hit:ḫaššuš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-a-u-ara-romanization,ḫaššuššaraš,hit,romanization,Broad transcription of 𒊩𒈗𒀸,urn:nabu:dict:wiktionary-hit:ḫaššuššaraš:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-inkan-romanization,ḫinkan,hit,romanization,Broad transcription of 𒄭𒅔𒃷,urn:nabu:dict:wiktionary-hit:ḫinkan:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-ui-uanz-romanization,ḫuišuanz,hit,romanization,Broad transcription of 𒄷𒅖𒉿𒀭𒍝,urn:nabu:dict:wiktionary-hit:ḫuišuanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-manz-romanization,ḫūmanz,hit,romanization,Broad transcription of 𒄷𒌋𒈠𒀭𒍝,urn:nabu:dict:wiktionary-hit:ḫūmanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-wanz-romanization,ḫūwanz,hit,romanization,Broad transcription of 𒄷𒌋𒉿𒀭𒍝,urn:nabu:dict:wiktionary-hit:ḫūwanz:romanization,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adv,𒀀𒀀𒊏,hit,adv,"right, proper",urn:nabu:dict:wiktionary-hit:𒀀𒀀𒊏:adv,wiktionary-hit
urn-nabu-dict-wiktionary-hit-adv-2,𒀀𒀊𒉺,hit,adv,behind,urn:nabu:dict:wiktionary-hit:𒀀𒀊𒉺:adv,wiktionary-hit
