ID,Codepoint,Glyph,Gardiner,UniK,Core,Description,Functions,Values,JSesh,Hieroglyphica,IFAO,Source
U142C2,U+142C2,𔋂,U-09-057,U024R,C,"A drill, with a half-circle handle, with a vertical line on top, with a forked drill-bit.",Phonemogram,wḏ,,,"398,12",unikemet
U142C3,U+142C3,𔋃,U-09-058,HJ U024I,,,,,U24I,U24I,"398,13",unikemet
U142C4,U+142C4,𔋄,U-09-059,HJ U024A,C,"A drill, with a half-circle handle, with a vertical line on top, with a curl towards the front on top of the handle, with a forked drill-bit.",Phonemogram,wbꜣ,U24A,U24A,"398,9",unikemet
U142C5,U+142C5,𔋅,U-09-060,U024O,C,"A drill, with a half-circle handle, with a vertical line on top, with a curl towards the front on top of the handle, with a forked drill-bit, with a horizontal line on top of the forked drill-bit.",Logogram (craftsman),ḥmw.w,,,,unikemet
U142C6,U+142C6,𔋆,U-09-061,U142,C,"A drill, with a conical handle on a horizontal line, with a outwards curl at either side of the handle, with a forked drill-bit.",Phonemogram,wb,,,,unikemet
U142C7,U+142C7,𔋇,U-09-064,HJ U024D,C,"A drill, with a half-circle handle, with a vertical line on top, with a curl towards the front on top of the handle, with a round drill-bit, with a horizontal line on top of the round drill-bit.",Logogram (to open),wbꜣ,U24D,U24D,,unikemet
U142C8,U+142C8,𔋈,U-09-068,U024H,C,"A drill, with a half-circle handle, with two lines on top, in a V shape, with a forked drill-bit.",Phonemogram,wb,U24h,U24G,"399,2",unikemet
U142C9,U+142C9,𔋉,U-09-071,HJ U074,C,"A drill, with a half-circle handle, with a feather (H6) on top, with a round drill-bit with a horizontal line on top of the circle, with a short vertical stroke next to the drill, connected to the handle.",Logogram (craftsman),ḥmw.w,U74,U74,"399,5",unikemet
U142CA,U+142CA,𔋊,U-09-075,U024S,C,"A drill, with a half-circle handle, with a forward angled stroke on top of the handle, with a forked drill-bit, with a horizontal line on top of the forked drill-bit.",Logogram (to open),wbꜣ,,,"399,9",unikemet
U142CB,U+142CB,𔋋,U-09-077,U025F,C,"A drill, with a round handle with a horizontal line on top, with a forward, upward line at the front of the circle, with a round drill-bit with a horizontal line over it. ",Logogram (craftsman),ḥmw.w,,,,unikemet
U142CC,U+142CC,𔋌,U-09-078,U025G,,,,,,U25,,unikemet
U142CD,U+142CD,𔋍,U-09-079,HJ U025A,C,"A stoneworker's drill weighted at the top with stones, lashed together with strings, with two right angled bends in the drill-bit.",Logogram (skilled),ḥmw.w,U25A,U25A,"399,10",unikemet
U142CE,U+142CE,𔋎,U-09-081,HJ U024C,C,"A stoneworker's drill, with a round handle with two ties at the top, in a V-shape, with two right angled bends in the drill-bit.",Logogram (craft),ḥmw.t,U24C,U24C,"398,10",unikemet
U142CF,U+142CF,𔋏,U-09-082,U024G,,,,,U24G,U24H,"399,12",unikemet
U142D0,U+142D0,𔋐,U-09-083,HJ U024B,C,"A drill, with a half-circle handle, with a forward angled loop and a backwards tick on top of the handle, with a round drill-bit, with a horizontal line above and below the drill-bit.",Logogram (craftsman),ḥmw.w,U24B,U24B,"399,13",unikemet
U142D1,U+142D1,𔋑,U-09-089,U026B,C,"A drill with a handle consisting of a horizontal line with a vertical line on top of each side, with a round drill-bit with a horizontal line over it. ",Logogram (to open),wbꜣ,,,,unikemet
U142D2,U+142D2,𔋒,U-09-092,HJ U075,,,,,U75,U75,"400,4",unikemet
U142D3,U+142D3,𔋓,U-09-097,U024T,C,"A drill, with a rectangular handle with a forward curving line on it, with a forked drill-bit with a horizontal line over it. ",Logogram (craftsman),ḥmw.w,,,"400,9",unikemet
U142D4,U+142D4,𔋔,U-09-098,U027D,C,"A drill, with a rectangular handle with a loop on it, with a round drill-bit with a horizontal line over it. ",Logogram (to open),wbꜣ,,,,unikemet
U142D5,U+142D5,𔋕,U-09-099,U027C,C,"A drill, with a rectangular handle with a loop on it, with a forked drill-bit, with a horizontal line on top of the forked drill-bit.",Logogram (to open),wbꜣ,,,,unikemet
U142D6,U+142D6,𔋖,U-09-105,U024Q,C,"A drill, with a handle consisting of a horizontal line with a curling line which curves from the back to the front on top of the horizontal line, with a forked drill-bit, with a horizontal line on top of the drill-bit.",Logogram (to open),wbꜣ,,,"400,14",unikemet
U142D7,U+142D7,𔋗,U-09-106,HJ U024N,C,"A drill, with a handle consisting of a horizontal line with a circle on top of the horizontal line, with a round drill-bit, with a horizontal line on top of the drill-bit.",Phonemogram,wb,U24N,U24N,,unikemet
U142D8,U+142D8,𔋘,U-11-003,HJ U030A,C,"A pottery kiln, with the bottom curving forwards.",Phonemogram,tꜣ,U30A,U30A,"402,2",unikemet
U142D9,U+142D9,𔋙,U-11-009,U030C,C,"A pottery kiln, with the bottom curving forwards, without the round lid on top.",Phonemogram,tꜣ,,,"402,10",unikemet
U142DA,U+142DA,𔋚,U-12-003,U032D,C,"A pestle, inside a mortar, with angular corners.",Phonemogram,mn,,,"403,2",unikemet
U142DB,U+142DB,𔋛,U-12-004,U032F,C,"A pestle, inside a square-bottomed mortar.",Phono-repeater,smn,U32A,U32A,"403,3",unikemet
U142DC,U+142DC,𔋜,U-12-006,HJ U032B,C,"A pestle with a handle/tick at the front, inside a round-bottomed mortar.",Phonemogram,smn,U32B,U32B,"403,5",unikemet
U142DD,U+142DD,𔋝,U-12-012,HJ U033A,C,A pestle with a vertical line over the bottom.,Phonemogram,t(ꞽ),U33A,U33A,"403,9",unikemet
U142DE,U+142DE,𔋞,U-13-002,HJ U034A,C,A spindle resembling a dagger with a pointed tip (T8A).,Phonemogram,ḫsf,U34A,U34A,"403,14",unikemet
U142DF,U+142DF,𔋟,U-15-007,U088A,C,"A razor, with a straight handle, orientated to the front.",Classifier shaving,ẖꜥḳ,,,,unikemet
U142E0,U+142E0,𔋠,U-15-009,U141,C,"Two razors, handles upwards, inside a pouch.",Logogram (to shave),ẖꜥḳ,,,,unikemet
U142E1,U+142E1,𔋡,U-15-010,HJ U089,,,,,U89,U89,"405,4",unikemet
U142E2,U+142E2,𔋢,U-16-001,HJ U038A,C,A simplified representation of a balance on a pole.,"Classifier balance, scale",mḫꜣ.t,U38A,U38A,"405,6",unikemet
U142E3,U+142E3,𔋣,U-16-003,HJ U038C,C,"A balance, with the pole resembling a column with a base, with a tenon at the top (O28B), with a plummet, resembling a heart (F34).",Logogram (balance (in mḫꜣ.t-tꜣ.wy)),mḫꜣ.t,U38C,U38C,,unikemet
U142E4,U+142E4,𔋤,U-16-008,HJ U091,C,"A balance, without a pole (or a handheld balance).","Classifier balance, scale",mḫꜣ.t,U91,U91,"405,12",unikemet
U142E5,U+142E5,𔋥,U-16-012,HJ U039A,C,"A pole of a balance, with the pole resembling a seat (Q1).","Logogram (to lift, to raise)",ṯsꞽ,U39A,U39A,"405,15",unikemet
U142E6,U+142E6,𔋦,U-16-014,HJ U039C,,,,,U39C,U39C,"406,3",unikemet
U142E7,U+142E7,𔋧,U-16-015,HJ U039P,,,,,U39P,U39P,,unikemet
U142E8,U+142E8,𔋨,U-16-016,HJ U039F,C,"The pole of a balance, with the pole resembling a seat (Q1), with a plummet resembling a heart (F34) hanging from the crossbeam.","Classifier lifting, carrying",wṯs,U39F,U39F,"406,4",unikemet
U142E9,U+142E9,𔋩,U-16-017,HJ U039O,C,"The pole of a balance, with the pole resembling a seat (Q1), with a plummet resembling a heart (F34) hanging from a forward, downward curving line.","Logogram (to lift, to carry)",wṯs,U39O,U39O,"406,6",unikemet
U142EA,U+142EA,𔋪,U-16-020,U039S,C,"The pole of a balance, resembling a column with a base, with a tenon at the top (O28B), with an upward angling crossbeam.","Logogram (to lift, to carry)",wṯs,,,"406,8",unikemet
U142EB,U+142EB,𔋫,U-16-021,HJ U039N,C,"The pole of a balance, resembling a column with a base, with a tenon at the top (O28B), with a plummet resembling a heart (F34) hanging from the crossbeam.","Logogram (to lift, to carry)",wṯs,U39N,U39N,"406,9",unikemet
U142EC,U+142EC,𔋬,U-16-025,HJ U039I,C,A schematic representation of the pole of a balance.,"Classifier lifting, carrying",ṯs,U39I,U39I,"406,12",unikemet
U142ED,U+142ED,𔋭,U-16-028,HJ U039B,,,,,U39B,U39B,"406,16",unikemet
U142EE,U+142EE,𔋮,U-16-029,HJ U039Q,C,"The pole of a balance, represented as a vertical line with a curved hook at the front.","Classifier to raise, to lift up",sṯsꞽ,U39Q,U39Q,,unikemet
U142EF,U+142EF,𔋯,U-16-031,HJ U039H,C,"A tool, represented as a vertical line with a horizontal line at the front, with a line with a plummet resembling a heart (F34) hanging from the horizontal line.",Classifier measuring tool?,ḫꜥ.y,U39h,U39H,,unikemet
U142F0,U+142F0,𔋰,U-16-032,U003F,C,"The pole of a balance, represented as a vertical line with a curved hook at the front, with a horizontal base.","Classifier lifting, carrying",wṯs,,,"407,1",unikemet
U142F1,U+142F1,𔋱,U-16-034,HJ U039E,C,"The pole of a balance, on a horizontal base, with a angled line on each side as support, with a line with a plummet resembling a heart (F34) hanging from the hook.","Classifier lifting, carrying",ṯs,U39E,U39E,"407,3",unikemet
U142F2,U+142F2,𔋲,U-16-036,HJ U039D,C,"The pole of a balance, with the crossbar resembling a feather (H6), written horizontally.",Phonemogram (ꞽn wṯs-ḥr),wṯs,U39D,U39D,"407,5",unikemet
U142F3,U+142F3,𔋳,U-16-038,HJ U094,C,"An astronomical instrument, with a line coming from the top of the rectangle, with a plummet at the end of the line, below the base of the object.","Classifier service, task",wnw.t,U94,U94,"407,6",unikemet
U142F4,U+142F4,𔋴,U-16-039,HJ U094A,C,An astronomical instrument without a line and plummet.,"Logogram (service, task)",wnw.t,U94A,U94A,,unikemet
U142F5,U+142F5,𔋵,U-16-042,HJ U095,,,,,U95,U95,"407,9",unikemet
U142F6,U+142F6,𔋶,U-16-043,HJ U096,C,"An astronomical instrument to measure the movements of the stars, consisting of a square block coming from a long horizontal base, with a vertical line going over the middle of the square block, descending below the block, with a plummet in the shape of a heart (F34) hanging below the base.","Logogram (service, task)",wnw.t,U96,U96,"407,10",unikemet
U142F7,U+142F7,𔋷,U-16-044,U096A,C,"An astronomical instrument to measure the movements of the stars, consisting of two vertical ovals at the front of a long horizontal base, with a plummet in the shape of a heart (F34) hanging below the base, connected to a vertical line between the two ovals, with an upward dot in the middle of the horizontal base.",Classifier astronomical instrument,mrḫ.t,,,"407,11",unikemet
U142F8,U+142F8,𔋸,U-16-045,U039T,C,"An astronomical instrument, resembling a façade of a shrine with a flat roof, with oblique sides, with a large doorway (O21B), on a long base, beside a sandy hill slope (N29), with a line coming from the top of the shrine, with a plummet at the end of the line, below the base of the shrine.","Logogram (service, task)",wnw.t,,,,unikemet
U142F9,U+142F9,𔋹,U-16-048,HJ U097,C,"A level, consisting of three beams in the shape of an A, with a vertical line with a plummet coming from the top corner.","Classifier length, width",sḫḫ,U97,U97,"407,14",unikemet
U142FA,U+142FA,𔋺,U-16-049,HJ U097A,C,"A level, consisting of two beams in a triangular formation, with a vertical line with a plummet coming from the top corner.",Phonemogram,sḫḫ,U97A,U97A,"407,15",unikemet
U142FB,U+142FB,𔋻,U-17-004,HJ U099A,C,"A tall potter's wheel, with a forward angling lump of clay on top of the wheel.","Classifier to shape, to create",nḥp,U99A,U99A,"408,4",unikemet
U142FC,U+142FC,𔋼,U-17-005,HJ U099B,C,"The head of a human man, seen in profile, with a short straight beard (D1), on top of a tall potter's wheel.",Logogram (life),ꜥnḫ,U99B,U99B,"408,5",unikemet
U142FD,U+142FD,𔋽,U-17-008,HJ U099C,C,"A tall potter's wheel, with a lump of clay on top of the wheel.",Classifier potter's wheel,nḥp,U99C,U99C,,unikemet
U142FE,U+142FE,𔋾,U-17-010,U099H,C,"A flat bottom jar without handles, with a broad rim, on top of a low potter's wheel.",Classifier potter,ḳd.w,,,,unikemet
U142FF,U+142FF,𔋿,U-17-011,U099E,C,"A potter's wheel, resembling a wickerwork basket (V30), on a small vertical rectangle, with a wide base (O9C).",Logogram (potter's wheel),nḥp,,,,unikemet
U14300,U+14300,𔌀,U-17-012,U143,C,A potter's wheel.,Classifier potter's wheel,nḥb,,,,unikemet
U14301,U+14301,𔌁,U-18-002,HJ AA023S,,,,,Aa23S,AA23S,,unikemet
U14302,U+14302,𔌂,U-18-006,HJ AA023C,,,,,Aa23C,AA23C,"408,11",unikemet
U14303,U+14303,𔌃,U-18-009,HJ AA023R,C,"A wine press, consisting of two rectangular forked poles, with a slightly curved line between the poles, on which a basket hangs, connected by three lines to the curved line.",Logogram (Chesemu (divinity)),šsmw,Aa23R,AA23R,"408,14",unikemet
U14304,U+14304,𔌄,U-18-010,HJ AA023D,C,"A wine press, consisting of two rectangular forked poles, with a horizontal line just below the forks, extending beyond the poles, with two vertical lines of 3 dots coming from the middle of the horizontal line.",Logogram (Chesemu (divinity)),šsmw,Aa23D,AA23D,"409,1",unikemet
U14305,U+14305,𔌅,U-18-011,AA023B,,,,,Aa23B,,"409,2",unikemet
U14306,U+14306,𔌆,U-18-016,HJ AA023J,C,"A wine press, resembling two masts of a ship with two prongs, connected by vertical lines (P6) on a base, with a wide cup (W10) between the two masts, on top of the base, with two horizontal lines connecting the inner prongs of the masts.",Logogram (Chesemu (divinity)),šsmw,Aa23J,AA23J,,unikemet
U14307,U+14307,𔌇,U-18-018,HJ AA023L,C,"A wine press, resembling two masts of a ship with two prongs, connected by vertical lines (P6) on a base, with a wide cup (W10) between the two masts, on top of the base, with a horizontal line connecting the inner prongs of the mast, with a loop of cord with the ends upwards (V6), written with the ties over the horizontal line.",Logogram (Chesemu (divinity)),šsmw,Aa23L,AA23L,"409,7",unikemet
U14308,U+14308,𔌈,U-18-020,AA023Y,C,"A wine press, with two forked poles, with two horizontal lines written over the middle of the shaft of the two poles, extending beyond the poles, with a wide cup (W10) written on top of the top horizontal line.",Logogram (Chesemu (divinity)),šsmw,,,"409,9",unikemet
U14309,U+14309,𔌉,U-18-021,HJ AA023K,,,,,Aa23K,AA23K,"409,10",unikemet
U1430A,U+1430A,𔌊,U-18-022,HJ AA023F,,,,,Aa23F,AA23F,,unikemet
U1430B,U+1430B,𔌋,U-18-025,HJ AA023P,C,"A wine press, resembling two masts of a ship with two prongs, connected by vertical lines (P6) on a base, with a line connecting the shafts of the poles, with a loop and tie at the far side.",Logogram (Chesemu (divinity)),šsmw,Aa23P,AA23P,"409,12",unikemet
U1430C,U+1430C,𔌌,U-18-026,HJ AA023O,,,,,Aa23O,AA23O,"409,13",unikemet
U1430D,U+1430D,𔌍,U-18-027,AA023Z,C,"A wine press, consisting of two rectangular forked poles, with two horizontal lines at the top of the two poles.",,,,,,unikemet
U1430E,U+1430E,𔌎,U-18-030,HJ AA023I,,,,,Aa23I,AA23I,,unikemet
U1430F,U+1430F,𔌏,U-18-035,HJ AA023M,C,"A warp, stretched between two forked poles with a short shaft below the fork.","Logogram (to press, to cling (to))",mḏd,Aa23M,AA23M,"478,9",unikemet
U14310,U+14310,𔌐,U-18-037,HJ AA024A,C,"A warp, stretched between two poles resembling wide cups (W10), with ties extending downwards at the back.","Classifier pressing, hitting",mḏd,Aa24A,AA24A,"478,11",unikemet
U14311,U+14311,𔌑,U-18-040,HJ AA024B,,,,,Aa24B,AA24B,"479,1",unikemet
U14312,U+14312,𔌒,U-18-043,HJ S132,C,"Two rectangular pieces of cloth, with fringes on the short sides, written vertically, with a loop around the two pieces of cloth.",Phonemogram,sš,S132,S132,"479,4",unikemet
U14313,U+14313,𔌓,U-19-001,HJ U101,C,A circular sieve.,Classifier gold dust,nḳr,U101,U101,"410,1",unikemet
U14314,U+14314,𔌔,U-19-004,HJ U103,C,A rectangular cage with netted sides.,Classifier cage,štb,U103,U103,,unikemet
U14315,U+14315,𔌕,U-19-005,HJ U093,C,A cauldron.,Classifier cauldron,ḏsf.w,U93,U93,,unikemet
U14316,U+14316,𔌖,U-21-005,HJ AA027C,,,,,Aa27C,AA27C,"479,14",unikemet
U14317,U+14317,𔌗,U-21-006,HJ AA027D,C,"A milling tool, with a long vertical stick under a horizontal oval with vertical lines at the short sides.",Phonemogram,nd,Aa27D,AA27D,"480,1",unikemet
U14318,U+14318,𔌘,U-21-014,HJ AA027E,C,"A milling tool, with a long vertical stick, under a half-circle, with vertical lines at the short sides.",Phonemogram,nḏ,Aa27E,AA27E,,unikemet
U14319,U+14319,𔌙,U-22-002,HJ U098,C,"A diamond shaped plummet of a balance with an backward and downward curving string / A diamond shaped brazier with a flame rising from it, flame angling towards the front.",Classifier flame,,U98,U98,,unikemet
U1431A,U+1431A,𔌚,U-22-003,HJ U109,C,A broom.,"Classifier sweeping, wiping",sk,U109,U109,,unikemet
U1431B,U+1431B,𔌛,U-22-005,HJ U105,C,A saw.,Classifier saw,tfꜣ,U105,U105,,unikemet
U1431C,U+1431C,𔌜,U-22-009,HJ U107,C,Upright of a ladder.,Classifier (upright of a ladder),mꜥꜣꜥ,U107,U107,,unikemet
U1431D,U+1431D,𔌝,U-22-020,AA029A,C,"An instrument used by bricklayers, with a triangular extension at the front.",Phonemogram,ḳd,,AA29,"480,10",unikemet
U1431E,U+1431E,𔌞,V-01-018,HJ V002B,,,,,V2B,V2B,"431,11",unikemet
U1431F,U+1431F,𔌟,V-01-023,HJ V043A,C,"Three coils of rope (V1), arranged horizontally, on top of a horizontal line.","Logogram (field, arable land)",ꜣḥ.t,V43A,V43A,,unikemet
