ID,Variant,Traditional,Variant_Codepoint,Traditional_Codepoint,Source
U-9CA4,鲤,鯉,U+9CA4,U+9BC9,unihan
U-9CA5,鲥,鰣,U+9CA5,U+9C23,unihan
U-9CA6,鲦,鰷,U+9CA6,U+9C37,unihan
U-9CA7,鲧,鯀,U+9CA7,U+9BC0,unihan
U-9CA8,鲨,鯊,U+9CA8,U+9BCA,unihan
U-9CA9,鲩,鯇,U+9CA9,U+9BC7,unihan
U-9CAA,鲪,鮶,U+9CAA,U+9BB6,unihan
U-9CAB,鲫,鯽,U+9CAB,U+9BFD,unihan
U-9CAC,鲬,鯒,U+9CAC,U+9BD2,unihan
U-9CAD,鲭,鯖,U+9CAD,U+9BD6,unihan
U-9CAE,鲮,鯪,U+9CAE,U+9BEA,unihan
U-9CAF,鲯,鯕,U+9CAF,U+9BD5,unihan
U-9CB0,鲰,鯫,U+9CB0,U+9BEB,unihan
U-9CB1,鲱,鯡,U+9CB1,U+9BE1,unihan
U-9CB2,鲲,鯤,U+9CB2,U+9BE4,unihan
U-9CB3,鲳,鯧,U+9CB3,U+9BE7,unihan
U-9CB4,鲴,鯝,U+9CB4,U+9BDD,unihan
U-9CB5,鲵,鯢,U+9CB5,U+9BE2,unihan
U-9CB6,鲶,鯰,U+9CB6,U+9BF0,unihan
U-9CB7,鲷,鯛,U+9CB7,U+9BDB,unihan
U-9CB8,鲸,鯨,U+9CB8,U+9BE8,unihan
U-9CB9,鲹,鰺,U+9CB9,U+9C3A,unihan
U-9CBA,鲺,鯴,U+9CBA,U+9BF4,unihan
U-9CBB,鲻,鯔,U+9CBB,U+9BD4,unihan
U-9CBC,鲼,鱝,U+9CBC,U+9C5D,unihan
U-9CBD,鲽,鰈,U+9CBD,U+9C08,unihan
U-9CBE,鲾,鰏,U+9CBE,U+9C0F,unihan
U-9CBF,鲿,鱨,U+9CBF,U+9C68,unihan
U-9CC0,鳀,鯷,U+9CC0,U+9BF7,unihan
U-9CC2,鳂,鰃,U+9CC2,U+9C03,unihan
U-9CC3,鳃,鰓,U+9CC3,U+9C13,unihan
U-9CC5,鳅,鰍,U+9CC5,U+9C0D,unihan
U-9CC6,鳆,鰒,U+9CC6,U+9C12,unihan
U-9CC7,鳇,鰉,U+9CC7,U+9C09,unihan
U-9CC8,鳈,鰁,U+9CC8,U+9C01,unihan
U-9CC9,鳉,鱂,U+9CC9,U+9C42,unihan
U-9CCA,鳊,鯿,U+9CCA,U+9BFF,unihan
U-9CCB,鳋,鰠,U+9CCB,U+9C20,unihan
U-9CCC,鳌,鰲,U+9CCC,U+9C32,unihan
U-9CCD,鳍,鰭,U+9CCD,U+9C2D,unihan
U-9CCE,鳎,鰨,U+9CCE,U+9C28,unihan
U-9CCF,鳏,鰥,U+9CCF,U+9C25,unihan
U-9CD0,鳐,鰩,U+9CD0,U+9C29,unihan
U-9CD1,鳑,鰟,U+9CD1,U+9C1F,unihan
U-9CD2,鳒,鰜,U+9CD2,U+9C1C,unihan
U-9CD3,鳓,鰳,U+9CD3,U+9C33,unihan
U-9CD4,鳔,鰾,U+9CD4,U+9C3E,unihan
U-9CD5,鳕,鱈,U+9CD5,U+9C48,unihan
U-9CD6,鳖,鱉,U+9CD6,U+9C49,unihan
U-9CD7,鳗,鰻,U+9CD7,U+9C3B,unihan
U-9CD8,鳘,鰵,U+9CD8,U+9C35,unihan
U-9CD9,鳙,鱅,U+9CD9,U+9C45,unihan
U-9CDA,鳚,䲁,U+9CDA,U+4C81,unihan
U-9CDB,鳛,鰼,U+9CDB,U+9C3C,unihan
U-9CDC,鳜,鱖,U+9CDC,U+9C56,unihan
U-9CDD,鳝,鱔,U+9CDD,U+9C54,unihan
U-9CDE,鳞,鱗,U+9CDE,U+9C57,unihan
U-9CDF,鳟,鱒,U+9CDF,U+9C52,unihan
U-9CE0,鳠,鱯,U+9CE0,U+9C6F,unihan
U-9CE1,鳡,鱤,U+9CE1,U+9C64,unihan
U-9CE2,鳢,鱧,U+9CE2,U+9C67,unihan
U-9CE3,鳣,鱣,U+9CE3,U+9C63,unihan
U-9CE4,鳤,䲘,U+9CE4,U+4C98,unihan
U-9E1F,鸟,鳥,U+9E1F,U+9CE5,unihan
U-9E20,鸠,鳩,U+9E20,U+9CE9,unihan
U-9E22,鸢,鳶,U+9E22,U+9CF6,unihan
U-9E23,鸣,鳴,U+9E23,U+9CF4,unihan
U-9E24,鸤,鳲,U+9E24,U+9CF2,unihan
U-9E25,鸥,鷗,U+9E25,U+9DD7,unihan
U-9E26,鸦,鴉,U+9E26,U+9D09,unihan
U-9E27,鸧,鶬,U+9E27,U+9DAC,unihan
U-9E28,鸨,鴇,U+9E28,U+9D07,unihan
U-9E29,鸩,鴆,U+9E29,U+9D06,unihan
U-9E2A,鸪,鴣,U+9E2A,U+9D23,unihan
U-9E2B,鸫,鶇,U+9E2B,U+9D87,unihan
U-9E2C,鸬,鸕,U+9E2C,U+9E15,unihan
U-9E2D,鸭,鴨,U+9E2D,U+9D28,unihan
U-9E2E,鸮,鴞,U+9E2E,U+9D1E,unihan
U-9E2F,鸯,鴦,U+9E2F,U+9D26,unihan
U-9E30,鸰,鴒,U+9E30,U+9D12,unihan
U-9E31,鸱,鴟,U+9E31,U+9D1F,unihan
U-9E32,鸲,鴝,U+9E32,U+9D1D,unihan
U-9E33,鸳,鴛,U+9E33,U+9D1B,unihan
U-9E34,鸴,鷽,U+9E34,U+9DFD,unihan
U-9E35,鸵,鴕,U+9E35,U+9D15,unihan
U-9E36,鸶,鷥,U+9E36,U+9DE5,unihan
U-9E37,鸷,鷙,U+9E37,U+9DD9,unihan
U-9E38,鸸,鴯,U+9E38,U+9D2F,unihan
U-9E39,鸹,鴰,U+9E39,U+9D30,unihan
U-9E3A,鸺,鵂,U+9E3A,U+9D42,unihan
U-9E3B,鸻,鴴,U+9E3B,U+9D34,unihan
U-9E3C,鸼,鵃,U+9E3C,U+9D43,unihan
U-9E3D,鸽,鴿,U+9E3D,U+9D3F,unihan
U-9E3E,鸾,鸞,U+9E3E,U+9E1E,unihan
U-9E3F,鸿,鴻,U+9E3F,U+9D3B,unihan
U-9E40,鹀,鵐,U+9E40,U+9D50,unihan
U-9E41,鹁,鵓,U+9E41,U+9D53,unihan
U-9E42,鹂,鸝,U+9E42,U+9E1D,unihan
U-9E43,鹃,鵑,U+9E43,U+9D51,unihan
U-9E44,鹄,鵠,U+9E44,U+9D60,unihan
U-9E45,鹅,鵝,U+9E45,U+9D5D,unihan
U-9E46,鹆,鵒,U+9E46,U+9D52,unihan
U-9E47,鹇,鷳,U+9E47,U+9DF3,unihan
U-9E48,鹈,鵜,U+9E48,U+9D5C,unihan
U-9E49,鹉,鵡,U+9E49,U+9D61,unihan
U-9E4A,鹊,鵲,U+9E4A,U+9D72,unihan
U-9E4B,鹋,鶓,U+9E4B,U+9D93,unihan
U-9E4C,鹌,鵪,U+9E4C,U+9D6A,unihan
U-9E4D,鹍,鵾,U+9E4D,U+9D7E,unihan
U-9E4E,鹎,鵯,U+9E4E,U+9D6F,unihan
U-9E4F,鹏,鵬,U+9E4F,U+9D6C,unihan
U-9E50,鹐,鵮,U+9E50,U+9D6E,unihan
U-9E51,鹑,鶉,U+9E51,U+9D89,unihan
U-9E52,鹒,鶊,U+9E52,U+9D8A,unihan
U-9E53,鹓,鵷,U+9E53,U+9D77,unihan
U-9E54,鹔,鷫,U+9E54,U+9DEB,unihan
U-9E55,鹕,鶘,U+9E55,U+9D98,unihan
U-9E56,鹖,鶡,U+9E56,U+9DA1,unihan
U-9E57,鹗,鶚,U+9E57,U+9D9A,unihan
U-9E58,鹘,鶻,U+9E58,U+9DBB,unihan
U-9E59,鹙,鶖,U+9E59,U+9D96,unihan
U-9E5A,鹚,鷀,U+9E5A,U+9DC0,unihan
U-9E5B,鹛,鶥,U+9E5B,U+9DA5,unihan
U-9E5C,鹜,鶩,U+9E5C,U+9DA9,unihan
U-9E5D,鹝,鷊,U+9E5D,U+9DCA,unihan
U-9E5E,鹞,鷂,U+9E5E,U+9DC2,unihan
U-9E5F,鹟,鶲,U+9E5F,U+9DB2,unihan
U-9E60,鹠,鶹,U+9E60,U+9DB9,unihan
U-9E61,鹡,鶺,U+9E61,U+9DBA,unihan
U-9E62,鹢,鷁,U+9E62,U+9DC1,unihan
U-9E63,鹣,鶼,U+9E63,U+9DBC,unihan
U-9E64,鹤,鶴,U+9E64,U+9DB4,unihan
U-9E65,鹥,鷖,U+9E65,U+9DD6,unihan
U-9E66,鹦,鸚,U+9E66,U+9E1A,unihan
U-9E67,鹧,鷓,U+9E67,U+9DD3,unihan
U-9E68,鹨,鷚,U+9E68,U+9DDA,unihan
U-9E69,鹩,鷯,U+9E69,U+9DEF,unihan
U-9E6A,鹪,鷦,U+9E6A,U+9DE6,unihan
U-9E6B,鹫,鷲,U+9E6B,U+9DF2,unihan
U-9E6C,鹬,鷸,U+9E6C,U+9DF8,unihan
U-9E6D,鹭,鷺,U+9E6D,U+9DFA,unihan
U-9E6E,鹮,䴉,U+9E6E,U+4D09,unihan
U-9E6F,鹯,鸇,U+9E6F,U+9E07,unihan
U-9E70,鹰,鷹,U+9E70,U+9DF9,unihan
U-9E71,鹱,鸌,U+9E71,U+9E0C,unihan
U-9E72,鹲,鸏,U+9E72,U+9E0F,unihan
U-9E73,鹳,鸛,U+9E73,U+9E1B,unihan
U-9E74,鹴,鸘,U+9E74,U+9E18,unihan
U-9E7E,鹾,鹺,U+9E7E,U+9E7A,unihan
U-9EB8,麸,麩,U+9EB8,U+9EA9,unihan
U-9EB9,麹,麴,U+9EB9,U+9EB4,unihan
U-9EC9,黉,黌,U+9EC9,U+9ECC,unihan
U-9ED2,黒,黑,U+9ED2,U+9ED1,unihan
U-9EE1,黡,黶,U+9EE1,U+9EF6,unihan
U-9EE9,黩,黷,U+9EE9,U+9EF7,unihan
U-9EEA,黪,黲,U+9EEA,U+9EF2,unihan
U-9F0B,鼋,黿,U+9F0B,U+9EFF,unihan
U-9F0C,鼌,鼂,U+9F0C,U+9F02,unihan
U-9F0D,鼍,鼉,U+9F0D,U+9F09,unihan
U-9F50,齐,齊,U+9F50,U+9F4A,unihan
U-9F51,齑,齏,U+9F51,U+9F4F,unihan
U-9F7F,齿,齒,U+9F7F,U+9F52,unihan
U-9F80,龀,齔,U+9F80,U+9F54,unihan
U-9F81,龁,齕,U+9F81,U+9F55,unihan
U-9F82,龂,齗,U+9F82,U+9F57,unihan
U-9F83,龃,齟,U+9F83,U+9F5F,unihan
U-9F84,龄,齡,U+9F84,U+9F61,unihan
U-9F85,龅,齙,U+9F85,U+9F59,unihan
U-9F86,龆,齠,U+9F86,U+9F60,unihan
U-9F87,龇,齜,U+9F87,U+9F5C,unihan
U-9F88,龈,齦,U+9F88,U+9F66,unihan
U-9F89,龉,齬,U+9F89,U+9F6C,unihan
U-9F8A,龊,齪,U+9F8A,U+9F6A,unihan
U-9F8B,龋,齲,U+9F8B,U+9F72,unihan
U-9F8C,龌,齷,U+9F8C,U+9F77,unihan
U-9F99,龙,龍,U+9F99,U+9F8D,unihan
U-9F9A,龚,龔,U+9F9A,U+9F94,unihan
U-9F9B,龛,龕,U+9F9B,U+9F95,unihan
U-9FCE,鿎,䃮,U+9FCE,U+40EE,unihan
U-9FCF,鿏,䥑,U+9FCF,U+4951,unihan
U-9FD2,鿒,鿓,U+9FD2,U+9FD3,unihan
U-9FD4,鿔,鎶,U+9FD4,U+93B6,unihan
U-9FD5,鿕,𱆥,U+9FD5,U+311A5,unihan
U-9FDF,鿟,鿠,U+9FDF,U+9FE0,unihan
U-9FF0,鿰,𬉧,U+9FF0,U+2C267,unihan
U-9FF2,鿲,𧰎,U+9FF2,U+27C0E,unihan
U-9FF4,鿴,鮗,U+9FF4,U+9B97,unihan
U-9FF5,鿵,𩷓,U+9FF5,U+29DD3,unihan
U-9FF6,鿶,𩷕,U+9FF6,U+29DD5,unihan
U-9FF7,鿷,𩹎,U+9FF7,U+29E4E,unihan
U-9FF8,鿸,鿳,U+9FF8,U+9FF3,unihan
U-9FF9,鿹,𬵨,U+9FF9,U+2CD68,unihan
U-9FFA,鿺,𪄳,U+9FFA,U+2A133,unihan
U-2003E,𠀾,𠁞,U+2003E,U+2005E,unihan
U-200B2,𠂲,𬓡,U+200B2,U+2C4E1,unihan
U-200D3,𠃓,昜,U+200D3,U+661C,unihan
U-201B2,𠆲,儣,U+201B2,U+5123,unihan
U-201BF,𠆿,𠌥,U+201BF,U+20325,unihan
U-201D0,𠇐,㒜,U+201D0,U+349C,unihan
U-201F9,𠇹,俓,U+201F9,U+4FD3,unihan
U-20242,𠉂,㒓,U+20242,U+3493,unihan
U-20257,𠉗,𠏢,U+20257,U+203E2,unihan
U-206B3,𠚳,𠠎,U+206B3,U+2080E,unihan
U-206C5,𠛅,剾,U+206C5,U+527E,unihan
U-206C6,𠛆,𠞆,U+206C6,U+20786,unihan
U-206FE,𠛾,𪟖,U+206FE,U+2A7D6,unihan
U-20860,𠡠,勑,U+20860,U+52D1,unihan
U-20B24,𠬤,睪,U+20B24,U+776A,unihan
U-20B9F,𠮟,叱,U+20B9F,U+53F1,unihan
U-20BDF,𠯟,哯,U+20BDF,U+54EF,unihan
U-20BE0,𠯠,噅,U+20BE0,U+5645,unihan
U-20C37,𠰷,嚧,U+20C37,U+56A7,unihan
U-20C5E,𠱞,囃,U+20C5E,U+56C3,unihan
U-20CA5,𠲥,𡅏,U+20CA5,U+2114F,unihan
U-20CDE,𠳞,𠶸,U+20CDE,U+20DB8,unihan
U-20D22,𠴢,𡄔,U+20D22,U+21114,unihan
U-20D78,𠵸,𡄣,U+20D78,U+21123,unihan
U-20D7E,𠵾,㗲,U+20D7E,U+35F2,unihan
U-2121B,𡈛,㘤,U+2121B,U+3624,unihan
U-2125F,𡉟,壯,U+2125F,U+58EF,unihan
U-21291,𡊑,壐,U+21291,U+58D0,unihan
U-212C0,𡋀,𡓾,U+212C0,U+214FE,unihan
U-212D7,𡋗,𡑭,U+212D7,U+2146D,unihan
U-212E4,𡋤,壗,U+212E4,U+58D7,unihan
U-213C6,𡏆,𡒶,U+213C6,U+214B6,unihan
U-21484,𡒄,壈,U+21484,U+58C8,unihan
U-21760,𡝠,㜷,U+21760,U+3737,unihan
U-2178B,𡞋,㜗,U+2178B,U+3717,unihan
U-217B1,𡞱,㜢,U+217B1,U+3722,unihan
U-2180C,𡠌,媲,U+2180C,U+5AB2,unihan
U-2181F,𡠟,孎,U+2181F,U+5B4E,unihan
U-21847,𡡇,𡣨,U+21847,U+218E8,unihan
U-21967,𡥧,孻,U+21967,U+5B7B,unihan
U-21B5C,𡭜,𡮉,U+21B5C,U+21B89,unihan
U-21B6C,𡭬,𡮣,U+21B6C,U+21BA3,unihan
U-21CC3,𡳃,𡳳,U+21CC3,U+21CF3,unihan
U-21CD2,𡳒,𦘧,U+21CD2,U+26627,unihan
U-21D5D,𡵝,嵸,U+21D5D,U+5D78,unihan
U-21DB4,𡶴,嵼,U+21DB4,U+5D7C,unihan
U-21E03,𡸃,𡽗,U+21E03,U+21F57,unihan
U-21E83,𡺃,嶈,U+21E83,U+5D88,unihan
U-21ED8,𡻘,𭗡,U+21ED8,U+2D5E1,unihan
U-22016,𢀖,巠,U+22016,U+5DE0,unihan
U-222C8,𢋈,㢝,U+222C8,U+389D,unihan
U-224C5,𢓅,𢕩,U+224C5,U+22569,unihan
U-225D3,𢗓,㦛,U+225D3,U+399B,unihan
U-225FF,𢗿,怽,U+225FF,U+603D,unihan
U-22619,𢘙,𢤱,U+22619,U+22931,unihan
U-2261D,𢘝,𢣚,U+2261D,U+228DA,unihan
U-2261E,𢘞,𢣭,U+2261E,U+228ED,unihan
U-22650,𢙐,憹,U+22650,U+61B9,unihan
U-22651,𢙑,𢠼,U+22651,U+2283C,unihan
U-22652,𢙒,憢,U+22652,U+61A2,unihan
U-22653,𢙓,懀,U+22653,U+61C0,unihan
U-226EF,𢛯,㦎,U+226EF,U+398E,unihan
U-227FC,𢟼,懜,U+227FC,U+61DC,unihan
U-229D0,𢧐,戰,U+229D0,U+6230,unihan
U-22A93,𢪓,擧,U+22A93,U+64E7,unihan
U-22A97,𢪗,𢷏,U+22A97,U+22DCF,unihan
U-22ACA,𢫊,𢷮,U+22ACA,U+22DEE,unihan
U-22AD8,𢫘,攎,U+22AD8,U+650E,unihan
U-22ADE,𢫞,𢶫,U+22ADE,U+22DAB,unihan
U-22AEC,𢫬,摋,U+22AEC,U+644B,unihan
U-22B0D,𢬍,擫,U+22B0D,U+64EB,unihan
U-22B0E,𢬎,𢫮,U+22B0E,U+22AEE,unihan
U-22B26,𢬦,𢹿,U+22B26,U+22E7F,unihan
U-22B4F,𢭏,擣,U+22B4F,U+64E3,unihan
U-22DA3,𢶣,㩹,U+22DA3,U+3A79,unihan
U-22F7E,𢽾,斅,U+22F7E,U+6585,unihan
U-230C1,𣃁,斸,U+230C1,U+65B8,unihan
U-23190,𣆐,曥,U+23190,U+66E5,unihan
U-23223,𣈣,𣋋,U+23223,U+232CB,unihan
U-2327C,𣉼,𣋞,U+2327C,U+232DE,unihan
U-23368,𣍨,𦢈,U+23368,U+26888,unihan
U-2336F,𣍯,腪,U+2336F,U+816A,unihan
U-23370,𣍰,脥,U+23370,U+8125,unihan
U-23391,𣎑,臗,U+23391,U+81D7,unihan
U-233E2,𣏢,槫,U+233E2,U+69EB,unihan
U-23415,𣐕,桱,U+23415,U+6871,unihan
U-23424,𣐤,欍,U+23424,U+6B0D,unihan
U-2345D,𣑝,檲,U+2345D,U+6AB2,unihan
U-23476,𣑶,𣠲,U+23476,U+23832,unihan
U-2348C,𣒌,楇,U+2348C,U+6947,unihan
U-23497,𣒗,㮝,U+23497,U+3B9D,unihan
U-234FF,𣓿,橯,U+234FF,U+6A6F,unihan
U-23572,𣕲,㮓,U+23572,U+3B93,unihan
U-235CA,𣗊,樠,U+235CA,U+6A20,unihan
U-235CB,𣗋,欓,U+235CB,U+6B13,unihan
U-23610,𣘐,㯤,U+23610,U+3BE4,unihan
U-23613,𣘓,𣞻,U+23613,U+237BB,unihan
U-23634,𣘴,檭,U+23634,U+6AAD,unihan
U-23637,𣘷,𣝕,U+23637,U+23755,unihan
U-2363E,𣘾,𬛕,U+2363E,U+2C6D5,unihan
U-23665,𣙥,㯼,U+23665,U+3BFC,unihan
U-2369A,𣚚,欘,U+2369A,U+6B18,unihan
U-2378E,𣞎,𣠩,U+2378E,U+23829,unihan
U-238A7,𣢧,䶾,U+238A7,U+4DBE,unihan
U-23A3C,𣨼,殢,U+23A3C,U+6BA2,unihan
U-23B64,𣭤,𣯴,U+23B64,U+23BF4,unihan
U-23BE3,𣯣,𣯩,U+23BE3,U+23BE9,unihan
U-23C5D,𣱝,氭,U+23C5D,U+6C2D,unihan
U-23C97,𣲗,湋,U+23C97,U+6E4B,unihan
U-23C98,𣲘,潕,U+23C98,U+6F55,unihan
U-23CC6,𣳆,㵗,U+23CC6,U+3D57,unihan
U-23D07,𣴇,𰝜,U+23D07,U+3075C,unihan
U-23DA9,𣶩,澅,U+23DA9,U+6F85,unihan
U-23DAB,𣶫,𣿉,U+23DAB,U+23FC9,unihan
U-23E23,𣸣,濆,U+23E23,U+6FC6,unihan
U-23EBC,𣺼,灙,U+23EBC,U+7059,unihan
U-23EBD,𣺽,𤁣,U+23EBD,U+24063,unihan
U-23F77,𣽷,瀃,U+23F77,U+7003,unihan
U-23F8D,𣾍,㶌,U+23F8D,U+3D8C,unihan
U-241A1,𤆡,熓,U+241A1,U+7193,unihan
U-241A2,𤆢,㷍,U+241A2,U+3DCD,unihan
U-241C3,𤇃,爄,U+241C3,U+7204,unihan
U-241C4,𤇄,熌,U+241C4,U+718C,unihan
U-241ED,𤇭,爖,U+241ED,U+7216,unihan
U-241FB,𤇻,𭶙,U+241FB,U+2DD99,unihan
U-24236,𤈶,熉,U+24236,U+7189,unihan
U-24237,𤈷,㷿,U+24237,U+3DFF,unihan
U-24280,𤊀,𤒎,U+24280,U+2448E,unihan
U-242CF,𤋏,熡,U+242CF,U+71A1,unihan
U-243BA,𤎺,𤓎,U+243BA,U+244CE,unihan
U-243BB,𤎻,𤑳,U+243BB,U+24473,unihan
U-2466F,𤙯,𤛮,U+2466F,U+246EE,unihan
U-24735,𤜵,𤡲,U+24735,U+24872,unihan
U-24762,𤝢,𤢟,U+24762,U+2489F,unihan
U-24783,𤞃,獩,U+24783,U+7369,unihan
U-247A4,𤞤,玁,U+247A4,U+7381,unihan
U-2480B,𤠋,㺏,U+2480B,U+3E8F,unihan
U-24980,𤦀,瓕,U+24980,U+74D5,unihan
U-24A7D,𤩽,瓛,U+24A7D,U+74DB,unihan
U-24CC4,𤳄,𤳸,U+24CC4,U+24CF8,unihan
U-24D8A,𤶊,癐,U+24D8A,U+7650,unihan
U-24DA7,𤶧,𤸫,U+24DA7,U+24E2B,unihan
U-24E7A,𤹺,𤻜,U+24E7A,U+24EDC,unihan
U-24ECA,𤻊,㿗,U+24ECA,U+3FD7,unihan
U-24F5C,𤽜,皌,U+24F5C,U+768C,unihan
U-24F6F,𤽯,㿧,U+24F6F,U+3FE7,unihan
U-24F80,𤾀,皟,U+24F80,U+769F,unihan
U-24FF2,𤿲,麬,U+24FF2,U+9EAC,unihan
U-25062,𥁢,䀉,U+25062,U+4009,unihan
U-25158,𥅘,𥌃,U+25158,U+25303,unihan
U-25174,𥅴,䀹,U+25174,U+4039,unihan
U-251A7,𥆧,瞤,U+251A7,U+77A4,unihan
U-251E2,𥇢,䁪,U+251E2,U+406A,unihan
U-2539D,𥎝,䂎,U+2539D,U+408E,unihan
U-2541F,𥐟,礒,U+2541F,U+7912,unihan
U-2542F,𥐯,𥖅,U+2542F,U+25585,unihan
U-25430,𥐰,𥕥,U+25430,U+25565,unihan
U-2543B,𥐻,碙,U+2543B,U+7899,unihan
U-25458,𥑘,砞,U+25458,U+781E,unihan
U-25564,𥕤,礚,U+25564,U+791A,unihan
U-2562F,𥘯,祙,U+2562F,U+7959,unihan
U-257A6,𥞦,𥞵,U+257A6,U+257B5,unihan
U-257C2,𥟂,䅘,U+257C2,U+4158,unihan
U-25874,𥡴,稽,U+25874,U+7A3D,unihan
U-259C2,𥧂,𥨐,U+259C2,U+25A10,unihan
U-25A7A,𥩺,𥪂,U+25A7A,U+25A82,unihan
U-25B00,𥬀,䉙,U+25B00,U+4259,unihan
U-25B08,𥬈,篵,U+25B08,U+7BF5,unihan
U-25B1E,𥬞,籋,U+25B1E,U+7C4B,unihan
U-25B20,𥬠,篘,U+25B20,U+7BD8,unihan
U-25B49,𥭉,𥵊,U+25B49,U+25D4A,unihan
U-25B8B,𥮋,𥸠,U+25B8B,U+25E20,unihan
U-25B9C,𥮜,䉲,U+25B9C,U+4272,unihan
U-25BBE,𥮾,篸,U+25BBE,U+7BF8,unihan
U-25C54,𥱔,𥵃,U+25C54,U+25D43,unihan
U-25D89,𥶉,籑,U+25D89,U+7C51,unihan
U-25E65,𥹥,𥼽,U+25E65,U+25F3D,unihan
U-25E85,𥺅,䊭,U+25E85,U+42AD,unihan
U-25E87,𥺇,𥽖,U+25E87,U+25F56,unihan
U-26208,𦈈,𥿊,U+26208,U+25FCA,unihan
U-26209,𦈉,緷,U+26209,U+7DF7,unihan
U-2620B,𦈋,綇,U+2620B,U+7D87,unihan
U-2620C,𦈌,綀,U+2620C,U+7D80,unihan
U-2620E,𦈎,繟,U+2620E,U+7E5F,unihan
U-2620F,𦈏,緍,U+2620F,U+7DCD,unihan
U-26210,𦈐,縺,U+26210,U+7E3A,unihan
U-26211,𦈑,緸,U+26211,U+7DF8,unihan
U-26212,𦈒,𦂅,U+26212,U+26085,unihan
U-26213,𦈓,䋿,U+26213,U+42FF,unihan
U-26214,𦈔,縎,U+26214,U+7E0E,unihan
U-26215,𦈕,緰,U+26215,U+7DF0,unihan
U-26216,𦈖,䌈,U+26216,U+4308,unihan
U-26217,𦈗,𦃄,U+26217,U+260C4,unihan
U-26218,𦈘,䌋,U+26218,U+430B,unihan
U-26219,𦈙,䌰,U+26219,U+4330,unihan
U-2621A,𦈚,縬,U+2621A,U+7E2C,unihan
U-2621B,𦈛,繓,U+2621B,U+7E53,unihan
U-2621C,𦈜,䌖,U+2621C,U+4316,unihan
U-2621D,𦈝,繏,U+2621D,U+7E4F,unihan
U-2621E,𦈞,䌟,U+2621E,U+431F,unihan
U-2621F,𦈟,䌝,U+2621F,U+431D,unihan
U-26220,𦈠,䌥,U+26220,U+4325,unihan
U-26221,𦈡,繻,U+26221,U+7E7B,unihan
U-26360,𦍠,䍽,U+26360,U+437D,unihan
U-266E8,𦛨,朥,U+266E8,U+6725,unihan
U-2677C,𦝼,膢,U+2677C,U+81A2,unihan
U-2678C,𦞌,𣎄,U+2678C,U+23384,unihan
U-267D7,𦟗,𦣎,U+267D7,U+268CE,unihan
U-26A29,𦨩,𦪽,U+26A29,U+26ABD,unihan
U-26B19,𦬙,𦿍,U+26B19,U+26FCD,unihan
U-26B6C,𦭬,𢄋,U+26B6C,U+2210B,unihan
U-26B9C,𦮜,𣂈,U+26B9C,U+23088,unihan
U-26C34,𦰴,䕳,U+26C34,U+4573,unihan
U-26D07,𦴇,𦾵,U+26D07,U+26FB5,unihan
U-26ED5,𦻕,蘟,U+26ED5,U+861F,unihan
U-26F16,𦼖,𥣻,U+26F16,U+258FB,unihan
U-27234,𧈴,𫋧,U+27234,U+2B2E7,unihan
U-2723F,𧈿,𬠐,U+2723F,U+2C810,unihan
U-27250,𧉐,𧕟,U+27250,U+2755F,unihan
U-2725E,𧉞,䗿,U+2725E,U+45FF,unihan
U-273D6,𧏖,蠙,U+273D6,U+8819,unihan
U-273D7,𧏗,蠀,U+273D7,U+8800,unihan
U-2744F,𧑏,蠾,U+2744F,U+883E,unihan
U-274AD,𧒭,𧔥,U+274AD,U+27525,unihan
U-27721,𧜡,𧞔,U+27721,U+27794,unihan
U-2772D,𧜭,䙱,U+2772D,U+4671,unihan
U-2775D,𧝝,襰,U+2775D,U+8970,unihan
U-27924,𧤤,觹,U+27924,U+89F9,unihan
U-27945,𧥅,觽,U+27945,U+89FD,unihan
U-27BAA,𧮪,詀,U+27BAA,U+8A40,unihan
U-27CD5,𧳕,𧳟,U+27CD5,U+27CDF,unihan
U-27E51,𧹑,䞈,U+27E51,U+4788,unihan
U-27E52,𧹒,買,U+27E52,U+8CB7,unihan
U-27E53,𧹓,𧶔,U+27E53,U+27D94,unihan
U-27E54,𧹔,賬,U+27E54,U+8CEC,unihan
U-27E55,𧹕,䝻,U+27E55,U+477B,unihan
U-27E56,𧹖,賟,U+27E56,U+8CDF,unihan
U-27E57,𧹗,贃,U+27E57,U+8D03,unihan
U-27EA3,𧺣,𧽵,U+27EA3,U+27F75,unihan
U-27FC8,𧿈,𨇁,U+27FC8,U+281C1,unihan
U-27FDB,𧿛,蹤,U+27FDB,U+8E64,unihan
U-28001,𨀁,躘,U+28001,U+8E98,unihan
U-28031,𨀱,𨄣,U+28031,U+28123,unihan
U-28074,𨁴,𨅍,U+28074,U+2814D,unihan
U-280BA,𨂺,𨈊,U+280BA,U+2820A,unihan
U-28104,𨄄,𨈌,U+28104,U+2820C,unihan
U-2815B,𨅛,䠱,U+2815B,U+4831,unihan
U-2816B,𨅫,𨇞,U+2816B,U+281DE,unihan
U-2816C,𨅬,躝,U+2816C,U+8E9D,unihan
U-28257,𨉗,軉,U+28257,U+8EC9,unihan
U-28405,𨐅,軗,U+28405,U+8ED7,unihan
U-28406,𨐆,𨊻,U+28406,U+282BB,unihan
U-28407,𨐇,𨏠,U+28407,U+283E0,unihan
U-28408,𨐈,輄,U+28408,U+8F04,unihan
U-28409,𨐉,𨎮,U+28409,U+283AE,unihan
