ID,URN,Passage_SHA256,Cantiga_ID,Line,Stanza,Number_Gap,Primary_Text
l-1-1,urn:nabu:cantigas:1:1,8ed9f5f1389f9192e3a4812d283fdce9d4c9596c40f6a5faa6aaf13015659e4d,c-1,1,1,,"Amor, des que m'a vós cheguei,"
l-1-2,urn:nabu:cantigas:1:2,62b587a167e6c3d7e3c59635e0c48220e4fb7224e4a350058aaff899234cd550,c-1,2,1,,"bem me posso de vós loar,"
l-1-3,urn:nabu:cantigas:1:3,b8047fc9d5f200e3ec5edcfbec1381e0c28bcd6f5b4f577742ca9be1201dc3fd,c-1,3,1,,"ca mui pouc'ant', a meu cuidar,"
l-1-4,urn:nabu:cantigas:1:4,5badc88c0dd8cd908b258320d8c7abd98ba9555a83e7f477dcb310ffa626e0f7,c-1,4,1,,valia; mais pois emmendei
l-1-5,urn:nabu:cantigas:1:5,77bda67f8773609e7e7bd18276e08a51657ae732cfa45d1c68d0688799c8acb2,c-1,5,2,,tam muit'em mim quanto m'ant'eu
l-1-6,urn:nabu:cantigas:1:6,0e6ec72c8e61e51c14a131716d40b3c97baade6732fb90383af044ba842f7bda,c-1,6,2,,"era de pobre coraçom,"
l-1-7,urn:nabu:cantigas:1:7,4f3392e9743b1598e17508efe880d9046918d39a917dfad284a2a7b071a067bb,c-1,7,2,,assi que nẽum bem entom
l-1-8,urn:nabu:cantigas:1:8,ce0de770f1758d4a6f2545d3be1acc35ea2c399ced7f7d462e631fd431b99a9c,c-1,8,2,,nom cuidava que era meu;
l-1-9,urn:nabu:cantigas:1:9,5d90d45e067f7ac0e0b6eca4cd0ef5641d1de543b75fd349c7531d2badd60b8c,c-1,9,3,,"e sol nom me preçavam rem,"
l-1-10,urn:nabu:cantigas:1:10,bf7cca9606db08c34d98ce2b1133dd724eb1ff316597d93680f674fd0cbc64b1,c-1,10,3,,ante me tinham tam em vil
l-1-11,urn:nabu:cantigas:1:11,20faf508d010d69813e107c4947cb855f912b8a1d61575f92510e39e8dfdbd4a,c-1,11,3,,"que, se de mi falavam mil,"
l-1-12,urn:nabu:cantigas:1:12,5d3ce613910a5610b7173691f26b058864c142b45fb2afc15e1b5f71411a3d07,c-1,12,3,,nunca deziam nẽum bem;
l-1-13,urn:nabu:cantigas:1:13,e629178d8fe7291a67bfa9660777a005c70e5fce4155b1d3c5ce83f8a79bb0d8,c-1,13,4,,"e des que m'eu a vós cheguei,"
l-1-14,urn:nabu:cantigas:1:14,18ccdf01276ea0233ee7e2c3c3e437d29ab08cda1501311ab5631f61368e590b,c-1,14,4,,"Amor, e tod'al fui quitar"
l-1-15,urn:nabu:cantigas:1:15,a03f67f54946b1ff8e54df66eab894ec1da2e4cb20c8ebda6cc5d2767d016184,c-1,15,4,,"senom de vos servir punhar,"
l-1-16,urn:nabu:cantigas:1:16,1fe61224d2e09475708427b70662450527f43096bfc96a8a78128092b21f8056,c-1,16,4,,log'eu des i em prez entrei
l-1-17,urn:nabu:cantigas:1:17,65459052c274df82eca101920fe20af1ab84ae8d13b325355fd3ef0490b6cab2,c-1,17,5,,- que mi ante d'haver era greu;
l-1-18,urn:nabu:cantigas:1:18,e75dc4727420d5274fffa32e3a61ce4b59a6566be73f44ce576162924da18636,c-1,18,5,,"e per vo-l'hei, e per al nom -"
l-1-19,urn:nabu:cantigas:1:19,6f9a87603545efa17b999b41621bf08529ac90eb2af523a4db14c99a4e6774b4,c-1,19,5,,"assi que, d'u os bõos som,"
l-1-20,urn:nabu:cantigas:1:20,158e005410748f92bbb30c5353b9c2ff712c4c378d5a67cb2b3ee62844aec311,c-1,20,5,,"mais loam meu prez ca o seu,"
l-1-21,urn:nabu:cantigas:1:21,be7a9be4dc28a4002dad39005c9938b467e2df382d6ce99fb23e4f41fa5f8eb5,c-1,21,6,,"Amor, pois [que] eu al nom hei,"
l-1-22,urn:nabu:cantigas:1:22,e1d1fea19a365269e55e9b9c103c07d618f98dd3e04811f91894e42e9c5fc896,c-1,22,6,,"nem haverei nulha sazom,"
l-1-23,urn:nabu:cantigas:1:23,66949b6625f83866520d78246a6f4e0b7a0582acd1cc8f0084b17a99c6ddb465,c-1,23,6,,"senom vós, o meu coraçom"
l-1-24,urn:nabu:cantigas:1:24,0d5218b696dc3448aa81ccd090304a8f20cabfe8a24734a31ae2d4fdbfbe2d23,c-1,24,6,,nom será senom da que sei:
l-1-25,urn:nabu:cantigas:1:25,387eb4a20702c831e6f6b5953185909189b9ce2efe527b4f9256e7a2df7cbed8,c-1,25,7,,"mui fremosa e de gram prez,"
l-1-26,urn:nabu:cantigas:1:26,aec2ace28a182ea5367d82c1dd00b615f5ac01100334bd0f102ddb074ae372e2,c-1,26,7,,"e que polo meu gram mal vi,"
l-1-27,urn:nabu:cantigas:1:27,f05675d9350b53c04cbf2891c8c30a90d434c4ac23027c29ce64c32e1173c8ad,c-1,27,7,,e de que sempre atendi
l-1-28,urn:nabu:cantigas:1:28,be3ddb604ddc1a5a8eb505fa877a205b38f08c99b9e1344960c6121c8dcdaf80,c-1,28,7,,"mal, ca bem nunca m'ela fez;"
l-1-29,urn:nabu:cantigas:1:29,52dc7e56ef78d724cd9da12dc054d30d1923d9a5949936f8c9b59b547ae25321,c-1,29,8,,"e por en vos rog'eu, Amor,"
l-1-30,urn:nabu:cantigas:1:30,dfae7e0b461446ce7ef26cbf5faba081008b8a6a569ff14edb5bf132099bde0e,c-1,30,8,,que me façades dela haver
l-1-31,urn:nabu:cantigas:1:31,474896994acfc09bd93504fe90423d86cefb9d011813d432fdb29104985c563e,c-1,31,8,,"algum bem, pois vó'lo poder"
l-1-32,urn:nabu:cantigas:1:32,fe4d3bf1e83c9a4142865dc72c5fa1391ffa642c955e5c372c759c4e10cc961b,c-1,32,8,,havedes. E mentr'eu já for
l-1-33,urn:nabu:cantigas:1:33,f44f1b284f917d38fb0535f66fe528d3a0b28059b16801a6e734e13a0abfea56,c-1,33,9,,"vivo, cuido vo-lo servir,"
l-1-34,urn:nabu:cantigas:1:34,c7973693e5687c9f1a0058b54eaba9222fa729d82fcd2565afffc0d8b92a6781,c-1,34,9,,"e ar direi, se Deus quiser,"
l-1-35,urn:nabu:cantigas:1:35,269f18f2e47c321a87d549cb518a36aeb3505665bea2c82c5a8da01d58c2151e,c-1,35,9,,"bem de vós, pois que me veer"
l-1-36,urn:nabu:cantigas:1:36,9d01e4f5b0830adf5b2acc7122f170775411dbbe5afaac0ac4a365d8526163aa,c-1,36,9,,"per vós, de que mi há de viir;"
l-1-37,urn:nabu:cantigas:1:37,03a81507528a15442892b0cde93a6f3aba01f7593cf7f7d4cf9b7bb8c62c4309,c-1,37,10,,"e se m'esto nom fazedes,"
l-1-38,urn:nabu:cantigas:1:38,9abbe54bbb69cc3e668d2926f78d90e378123f65e175a72ee0984ebc4b806fe6,c-1,38,10,,"que sei que será vosso bem,"
l-1-39,urn:nabu:cantigas:1:39,cf2fc8885cf9d73ee4cdd2d316eb1912ba3f0b619564264064fdd52bf0141065,c-1,39,10,,cofonda-vos por en quem tem
l-1-40,urn:nabu:cantigas:1:40,e13d3010b192226fade4d55559b9ad3e59c4c0feb9d14c007152fc3492849308,c-1,40,10,,em seu poder [...].
l-1-41,urn:nabu:cantigas:1:41,b116c33b71b8f3939f8f962d03453b9ac44316acca041020a4aa66c17607ce91,c-1,41,11,,Amen! Amen! Amen!
l-1-42,urn:nabu:cantigas:1:42,a02456c14968366aaa1c6f226769162512a28888c5fec2259e8e587728a40667,c-1,42,11,,Amen! Amen! Amen!
l-1-43,urn:nabu:cantigas:1:43,80dff5bdded2dff3fbdbcdd558a4d706d75f05d13a93121feae83723c57c1f46,c-1,43,11,,Amen! Amen! Amen!
l-2-1,urn:nabu:cantigas:2:1,0a004529739008f993f4673aa58001d1c83aa9c8797ece51d12c034c7950eef9,c-2,1,1,,"O Marot haja mal grado,"
l-2-2,urn:nabu:cantigas:2:2,47f5dcd29180ba6ccaf90aa83ab9b72c682cbbac8bad9296398d8fd8b93e4470,c-2,2,1,,porque nós aqui cantando
l-2-3,urn:nabu:cantigas:2:3,64eddc1ac377e31de1dcc647e89c643a6321a0b439cfe34af947a9f1b082198a,c-2,3,1,,"andamos tam segurado,"
l-2-4,urn:nabu:cantigas:2:4,96618adb3fcb4a844e487f7fe97e3bb569af0780b1a52cd052bd3a93e19ca30d,c-2,4,1,,a tam gram sabor andando!
l-2-5,urn:nabu:cantigas:2:5,bb6e52da378e2f68adf2c25b2feaa892931024e48e4489002a163da0d8d54f24,c-2,5,1,,"Mal grad'haja, que cantamos"
l-2-6,urn:nabu:cantigas:2:6,0b82522ff136b5923ce38ee99e48f87afddd410bc45aee2ea63651760ea67d49,c-2,6,1,,e que tam em paz dançamos!
l-2-7,urn:nabu:cantigas:2:7,e55c42d4f37292fd0420f81f8f3acca64b8a39241fe5dec6f7d6182ff45d218b,c-2,7,2,,"Mal grad'haja, pois cantando"
l-2-8,urn:nabu:cantigas:2:8,1459e7cf21137ff25211f8ed190bfdc8a53f28715f39a97fa42515ec952b1f36,c-2,8,2,,"nós aqui danças fazemos,"
l-2-9,urn:nabu:cantigas:2:9,466b29b77b4d62178c0b14f0482481049ddffee60d25b16e0e982189ef3ddd12,c-2,9,2,,"a tam gram sabor andando,"
l-2-10,urn:nabu:cantigas:2:10,ea6485b89574de6f3adb3a3afb72097e766235d364d1b217246ad87601af9c10,c-2,10,2,,que pouco lho gradecemos!
l-2-11,urn:nabu:cantigas:2:11,bfe7d58296e5ea48f52c7b1d49390a9c3bbf550b7ea3d228a266d0f2f7e5f390,c-2,11,2,,"Mal grad'haja, que cantamos"
l-2-12,urn:nabu:cantigas:2:12,156f331be15d9f9093e2c63ab51e146e511fd59e9bba053efaeef6cbe816bfa8,c-2,12,2,,e que tam em paz dançamos!
l-2-13,urn:nabu:cantigas:2:13,33cd162c01365dbd6efd03e6eaa4d4d7976c4cadc49bec40785ff6ce41e4b0dc,c-2,13,3,,"E venha-lhe má gaança,"
l-2-14,urn:nabu:cantigas:2:14,c3f698e41ac776f480e19c5c6bdb3686abacb9b0d6a2609f50a30c1bb97aae41,c-2,14,3,,porque nós tam seguradas
l-2-15,urn:nabu:cantigas:2:15,cf7d102e17934e0c04a604a8a0f53fd7e4839cf75e09904b95de0cb0eef543d1,c-2,15,3,,"andamos fazendo dança,"
l-2-16,urn:nabu:cantigas:2:16,f4057098d03188ccc26da5eca944cc77631d5eff2855abaef2a3712f0eedea76,c-2,16,3,,cantando nossas bailadas!
l-2-17,urn:nabu:cantigas:2:17,f648e09607c2fcdda356771f7293afc73c489c3884de989721ff0e3e79225df0,c-2,17,3,,"Mal grad'haja, que cantamos"
l-2-18,urn:nabu:cantigas:2:18,532c358c91e85fa9e870a7e53198fe8ec9afb37dee8653f9535144c1ecbaa377,c-2,18,3,,e que tam em paz dançamos!
l-3-1,urn:nabu:cantigas:3:1,7247e453003e5bc83a07c7d064fcd469b8d99b9eb1b894a9633440f3470ddb15,c-3,1,1,,"Mui gram temp'há, par Deus, que eu nom vi"
l-3-2,urn:nabu:cantigas:3:2,57ef8bf463e83bb4487860337e458b695ef1970750773725840ccc7678c5e7ba,c-3,2,1,,quem de beldade vence toda rem!
l-3-3,urn:nabu:cantigas:3:3,b5c0ed6e4329f52d5e85024484651ab80762be7c877bf6618b826ffa7e0c1746,c-3,3,1,,"E se xe m'ela queixasse por en,"
l-3-4,urn:nabu:cantigas:3:4,09754cda3a69cd8089fa842b76f94bae0577af2fb37ac3016d6984a2de61c106,c-3,4,1,,"gram dereit'é, ca eu o mereci."
l-3-5,urn:nabu:cantigas:3:5,216ca58927b92e99eabebcf9f09967eb833f6a5cdc853e000f5d2f5df71b2a04,c-3,5,1,,E bem me pode chamar desleal
l-3-6,urn:nabu:cantigas:3:6,de28d3b954364845dda6c75badcebc91fb48a42d9d850cb54553d737f106bf24,c-3,6,1,,"de querer eu, nem por bem nem por mal,"
l-3-7,urn:nabu:cantigas:3:7,49763571346397b1e834c2be238e35fd4074581d59148166b587dbdf7d62d112,c-3,7,1,,viver com'ora sem ela vivi.
l-3-8,urn:nabu:cantigas:3:8,f23a6d266e2abad87e7f70c06b338fce221f404a2cb339c1b6fe2c019ed1e858,c-3,8,2,,E pois que me de viver atrevi
l-3-9,urn:nabu:cantigas:3:9,86bbbb3a58217fe2a21ec6b056158264560eb6d045fa4f156f2189128d8bfb67,c-3,9,2,,"sen'a veer, em que fiz mui mal sem,"
l-3-10,urn:nabu:cantigas:3:10,666cd65c5b941577c5d661372daf515669299af5e3a7e93703f48eae4e10c78e,c-3,10,2,,"dereito faz, se me mal talam tem,"
l-3-11,urn:nabu:cantigas:3:11,07d855e230e8c6ce637694d723a80d322e56ba4741310aa93364af9c60f424bc,c-3,11,2,,por tal sandice qual eu cometi.
l-3-12,urn:nabu:cantigas:3:12,d21e027dc74f6e454bb4da6eeb42f43e7c02711d46b2504690a4ef29ec89e9e0,c-3,12,2,,"E com tal coit'e tam descomunal,"
l-3-13,urn:nabu:cantigas:3:13,48a650517928db938c52d44dc7e8a2bf00f2859c034fbf81d4be76a503aa4ef8,c-3,13,2,,"se me Deus ou sa mesura nom val,"
l-3-14,urn:nabu:cantigas:3:14,f69ac47e1afaa123b9409844e48eddac63424a2303b0167a5c32b94a173481b2,c-3,14,2,,defensom outra nom tenh'eu por mi.
l-3-15,urn:nabu:cantigas:3:15,e3ac0e98437235e9c1b9c0baaa18948376bc587b7baa0f7a67d0c6bb38a2c6b0,c-3,15,3,,Ca daquel dia em que m'eu parti
l-3-16,urn:nabu:cantigas:3:16,a67127422cfc3c3baf5a0dbf79ea11e3452b92aac2ac16a3489c30199aeab70f,c-3,16,3,,"da mia senhor e meu lum'e meu bem,"
l-3-17,urn:nabu:cantigas:3:17,24c01cd6fbb30b49824a885bc8a66167beb9df8560786deb6f6fa61621615753,c-3,17,3,,"porque o fiz, a morrer me convém,"
l-3-18,urn:nabu:cantigas:3:18,2903713f9716d65911787d98cf4cbf5ab12e21a6b318bb23cb4bbe72a1fe8e31,c-3,18,3,,"pois vivi tanto, sem tornar ali"
l-3-19,urn:nabu:cantigas:3:19,a6b4d5e3c3c7aeb7f04272a7d747b2affcf70cd8e08b1e97afdd3d618afeef10,c-3,19,3,,u ela é. Se por en sanha tal
l-3-20,urn:nabu:cantigas:3:20,843d4b674c262c7008a7a7b083582eb6642fa0deac5e5bbd8af56b85996aaaf2,c-3,20,3,,"filhou de mim, e me sa mercê fal,"
l-3-21,urn:nabu:cantigas:3:21,3185ee1e75b848762d0637d25ff370bcd9af91525b41a11a84cb9dcd0cc4a9cd,c-3,21,3,,"ai eu cativo!, e por que naci?"
l-4-1,urn:nabu:cantigas:4:1,34ca37f615fbfac1b584d71c048859d537b046eabfe48b5a85fdc33fddded018,c-4,1,1,,"Dom Amor, eu cant'e choro,"
l-4-2,urn:nabu:cantigas:4:2,bd7b1765e36b9cda698f1ec10fe0aab73e6cbba88bea0ca66a2875daecddc3ba,c-4,2,1,,e todo me vem dali:
l-4-3,urn:nabu:cantigas:4:3,3869ab5ddca430deee0b99891f6d88001f4c19be266bd78a4d1eb041f84e94a4,c-4,3,1,,da por que eu cant'e choro
l-4-4,urn:nabu:cantigas:4:4,3d5ac0a52a655d49efc54f6605f1289882b03dee649304190730e1d2b951f513,c-4,4,1,,e que por meu mal dia vi.
l-4-5,urn:nabu:cantigas:4:5,8e60405921f4ef2b31a4c0666065530761aac18c1ee3a1f7c26944904b92f379,c-4,5,2,,"E pero, se a eu oro,"
l-4-6,urn:nabu:cantigas:4:6,bde4c6c39e546fc1c198d36ac34f8ec2afdfa00a8016b9e5866a72c4a1ec8d5b,c-4,6,2,,"mui gram dereito faç' i,"
l-4-7,urn:nabu:cantigas:4:7,626b7a5ae6b9fcb26ee4e0671b139ff919535af9063ef1a442d96889fe3b841f,c-4,7,2,,ca ali u eu Deus oro
l-4-8,urn:nabu:cantigas:4:8,46e1f2fc31916affe52226015b39227d17ed849cfcd0faae13d578ea5b3dcfbc,c-4,8,2,,sempre lhe peç' e pedi:
l-4-9,urn:nabu:cantigas:4:9,e44e2d64f80a3b7483f7c5152d3e2a4e923dfcd3ac2cdb7f67cf05f53f27b213,c-4,9,3,,"[que] ela, pois eu demoro"
l-4-10,urn:nabu:cantigas:4:10,37a2c80766ada477d2c195be14824d34550ad35bc7529273695f84a2f6584742,c-4,10,3,,"em seu amor, por Deus, de mi"
l-4-11,urn:nabu:cantigas:4:11,7152b3d3c5a73bbec83c3ed772c32b6a18b1951c32f0c29eab4d7f677eeed8aa,c-4,11,3,,haja mercê - se demoro
l-4-12,urn:nabu:cantigas:4:12,7532e093c500e77993a8321528512001989bb2736237306aa2a746b3c58ee8eb,c-4,12,3,,"em tal coita, perder-m'-ei i."
l-5-1,urn:nabu:cantigas:5:1,83dd079e8d01033819a21a739b20603e30ac546cfe3b950d450e0edd6f3deff2,c-5,1,1,,Ledas sejamos hojemais!
l-5-2,urn:nabu:cantigas:5:2,0192174597c9c3ae93e0bf4f8f3c26297b6834f2e1a143c1ea619f3148397a42,c-5,2,1,,E dancemos! Pois nos chegou
l-5-3,urn:nabu:cantigas:5:3,d6ef8a508faa2137cb6ae15ca96e1becd825c04ba52a95ed2cc293ff06c561f3,c-5,3,1,,"e o Deus connosco juntou,"
l-5-4,urn:nabu:cantigas:5:4,56341163e0f592b3bea32b3f73e943703e96d431cf9b0c1efe21a09e5b3ee2e1,c-5,4,1,,cantemos-lhe aqueste lais!
l-5-5,urn:nabu:cantigas:5:5,70e561d6771e4ae084e0aa8b42b6960dc3dde089904f365a9952172eb84dae29,c-5,5,1,,Ca est'escudo é do melhor
l-5-6,urn:nabu:cantigas:5:6,1f80fff7f07d3b426d632ceae0a0a4e3dfa3522b3d4e00d0521908905ed1d7a1,c-5,6,1,,homem que fez Nostro Senhor!
l-5-7,urn:nabu:cantigas:5:7,89c4481a66f34c14a11462d419df1dfa0e32a3a95841675360ecd60658a7d054,c-5,7,2,,Com [e]st'escudo gram prazer
l-5-8,urn:nabu:cantigas:5:8,85cf8adcc43f4ade65956b3f5211fa23a73c16b02666c2db189f8a12b981a413,c-5,8,2,,hajamos! E cantemos bem!
l-5-9,urn:nabu:cantigas:5:9,dea7fb4b9d68c03bf7a12fc24ab017fcd90fc3424a844b77c7246aaf0700ba84,c-5,9,2,,"E dancemos a nosso sem,"
l-5-10,urn:nabu:cantigas:5:10,48ada2e7d59ffbf31dd3af21af90e68d615eb77fd41a810ae5107b118caf4b80,c-5,10,2,,pois lo havemos em poder!
l-5-11,urn:nabu:cantigas:5:11,7bbdd0b9ace319592b66f007d44ee7869a0b1f820e1e1e45313790421cc5e27b,c-5,11,2,,Ca est'escudo é do melhor
l-5-12,urn:nabu:cantigas:5:12,b58712625eb45e5ae71ddf1c1f62c32e9092aee8c2c6f83390bd69508a0aa172,c-5,12,2,,homem que fez Nostro Senhor!
l-5-13,urn:nabu:cantigas:5:13,c08df06ee83d39feb05031130f2b80b5ef5d6e876f0d0b443f01ce037fd03247,c-5,13,3,,"Oi nos devemos [a]legrar,"
l-5-14,urn:nabu:cantigas:5:14,6c2b5ccdef2f4e9fa84c321c9e0a3d59b6704705747ae77047621e1b3e4ca7b5,c-5,14,3,,"dest'escudo, que Deus aqui"
l-5-15,urn:nabu:cantigas:5:15,f9b7a015509c37bc34da422644f95673f12b727c401a3f7d5a5bc8a7aac528e3,c-5,15,3,,troux'e façamo-lo assi:
l-5-16,urn:nabu:cantigas:5:16,53ae8c316a127271c5330fe7938e9745256e24650c146d4aa7eab28c43dc177f,c-5,16,3,,puinhemos muit'eno honrar!
l-5-17,urn:nabu:cantigas:5:17,765ede3622a28bd3a483faa3106c12fa623c21407a4501ac35bfe18d1aa81ab4,c-5,17,3,,Ca est'escudo é do melhor
l-5-18,urn:nabu:cantigas:5:18,c561cc7adb7fedb191c0b971778f28676bf8e55b37a780dce15034f1e5b38c01,c-5,18,3,,homem que fez Nostro Senhor!
l-6-1,urn:nabu:cantigas:6:1,9929bbb364d58d748177cf7bac4b39a4979dcfee2a28eebbf9c10e186cd69ac6,c-6,1,1,,Pois mi nom val d'eu muit'amar
l-6-2,urn:nabu:cantigas:6:2,835eb5dd5a5b5d583eda2e210dda704a5c667d72ceb00b2768eb69220fc1e151,c-6,2,1,,"a mia senhor, nem a servir,"
l-6-3,urn:nabu:cantigas:6:3,bde1b1edd4e5f161455e49d466e63b1ccde878e2552a28d456cebed2ba349cfc,c-6,3,1,,nem quam apost'eu sei negar
l-6-4,urn:nabu:cantigas:6:4,419205d9298e866fdb9d99eaca3a124e006249b4467c5f3c7781b177034062cb,c-6,4,1,,"o amor que lh'hei a 'ncobrir,"
l-6-5,urn:nabu:cantigas:6:5,f271b75b7012988878030ed9b51183afb8a349305d498e9d26d90cc299439d08,c-6,5,1,,"e ela, que me faz perder"
l-6-6,urn:nabu:cantigas:6:6,195800493334c129fc0be6b89c11de95c47f012313ae0fec0f3089522e073401,c-6,6,1,,"[o sem, nom me quer i valer,]"
l-6-7,urn:nabu:cantigas:6:7,07ecd8f88a0b155b34f7710ba374bc8ed1eb80787e2a269b456488749fe1445d,c-6,7,1,,"já eu chus non'a negarei,"
l-6-8,urn:nabu:cantigas:6:8,3df62e6a2b46a920fe0ef5a68ba1d1afbadb9ca3b81205b13ca1c528c84a4d78,c-6,8,1,,vel saberám de quem tort'hei:
l-6-9,urn:nabu:cantigas:6:9,e4efd0c9418de7451f31bedd578d841216058919495c795c3f06516b55c9d007,c-6,9,2,,da que há melhor semelhar
l-6-10,urn:nabu:cantigas:6:10,c9ba15b1c707b32d5adcc04e4da787408ae66394ba04c919a13d3d2c50a5a9c3,c-6,10,2,,"de quantas no mund'home vir,"
l-6-11,urn:nabu:cantigas:6:11,7e6264b86ad5dc1ae7db9ca2550f7d3dcc8bf2c17f608abc0c44dc0eafea7000,c-6,11,2,,e mais [manso sabe falar]
l-6-12,urn:nabu:cantigas:6:12,1f3d2907526e0ea21c00e299f7637069ca756095b4aced0f0177b7147cc01f76,c-6,12,2,,das que home falar oir;
l-6-13,urn:nabu:cantigas:6:13,3ad6b58ce95e290dd489d1407b53439b03922c31f2ba2f21024f5d2ad32c2c43,c-6,13,2,,"nom vo-la hei chus a dizer,"
l-6-14,urn:nabu:cantigas:6:14,6bcddb172938379e708b05feaefa6f2014127026a1f33c437ac472705ebc9058,c-6,14,2,,[ca] quem quer x'a pod'entender;
l-6-15,urn:nabu:cantigas:6:15,fc3647f2c3b0d7e5b7d306d7d39758044055d38e084d51f72ae42ff449990040,c-6,15,2,,"já chus seu nome nom direi,"
l-6-16,urn:nabu:cantigas:6:16,447fb60d33c224e81d4bf02b51c10e4c2cf3152a8c530e13c07b979e7730b713,c-6,16,2,,ca a feito mi a nomeei!
l-6-17,urn:nabu:cantigas:6:17,01c1da715a845c55aa8de6d8688ffeb44507de953db8411eafb33cf9378d520d,c-6,17,3,,E quem bem quiser trastornar
l-6-18,urn:nabu:cantigas:6:18,6d890b6d37feb59cbeb086b827854b236b3e66e765bd0f40cc025dc063c0e1bd,c-6,18,3,,"per todo mund'e [in]querir,"
l-6-19,urn:nabu:cantigas:6:19,437ee0e6cbe27acbda823767311736d0d95f5a85203dbe08895e08f99dbbb277,c-6,19,3,,mui festinho xi a pod'achar;
l-6-20,urn:nabu:cantigas:6:20,4ab6993e990bdc81ec56bdc9cdff004a606badb32d5cb2ffe767f48e09749c70,c-6,20,3,,"ca, por vos home nom mentir,"
l-6-21,urn:nabu:cantigas:6:21,db96b3fc16f8b4d5077515a2478eb5216b42f917b9827609b1bcc6a7018904ef,c-6,21,3,,nom há ela tal parecer
l-6-22,urn:nabu:cantigas:6:22,7e444fb3faf6d2b4efafc4b30b75e56477facd9f39f6da5ff157579738b5e3c0,c-6,22,3,,com que s'assi possa asconder;
l-6-23,urn:nabu:cantigas:6:23,306b3c9b0622b55731a259c14f98cb12e9172389bd4d3fdf95253863a67d855b,c-6,23,3,,"per como a eu dessinei,"
l-6-24,urn:nabu:cantigas:6:24,20cccda129b9dca91713613bd6f3dab49a92d81d5912c941b8fb64a4d79c150f,c-6,24,3,,"achá-la-am, cousa que sei!"
l-6-25,urn:nabu:cantigas:6:25,c9f1e79570ba2b71c587a0ecfddf20c470e337010ae144dddd6607c13c91a977,c-6,25,4,,Os que me soíam coitar
l-6-26,urn:nabu:cantigas:6:26,1522175a2983d204097f8c222ee9c8e4dfe5f90711aad43364e75272c7e5c1c3,c-6,26,4,,foi-lhes mia senhor descobrir;
l-6-27,urn:nabu:cantigas:6:27,e2f6d8966dd9c0ae70bd79c98ccfa9606380fae43546032a98d4c3f287363d56,c-6,27,4,,"já mi ora leixarám folgar,"
l-6-28,urn:nabu:cantigas:6:28,9133cf4d7800ccc1c0bada21b5a9c4175b5c9c8b7fdd77e5c51ae9756813ac15,c-6,28,4,,ca lhis nom podia guarir;
l-6-29,urn:nabu:cantigas:6:29,fa83a9355d27218836ae368c5d5194468b7e57e18209ca2c8543d27234974847,c-6,29,4,,"ca bem lhe-la fiz conhocer,"
l-6-30,urn:nabu:cantigas:6:30,d842dbfb16d2a6e6a693ad08091e6c62c9f7a14853004f533e4ce0e8c970321f,c-6,30,4,,porque me nom quis bem fazer!
l-6-31,urn:nabu:cantigas:6:31,713ca0b1281871ce60c5047df5f662634b81f3637462c602ff02dd75570398e4,c-6,31,4,,"E tenho que bem me vinguei,"
l-6-32,urn:nabu:cantigas:6:32,ea9e059e04fac31c4f65f73c2dc369a23df31056fe569e1a72a5cbbea4a1bfc8,c-6,32,4,,pois la em concelh'avoguei!
l-7-1,urn:nabu:cantigas:7:1,6ecc2c3849915472e70d845852effaf357a57ea88e925a38b3d4e01b56b8412a,c-7,1,1,,"- Mia senhor, vim-vos rogar,"
l-7-2,urn:nabu:cantigas:7:2,1d546dbd97f126c5300b76c199f5981856f25d3c6713cf12888f68972848f5d8,c-7,2,1,,"por Deus, que ar pensedes"
l-7-3,urn:nabu:cantigas:7:3,ecd0a81bc6f067bcadd72a56a4fd1e0d08ee7b8291b3dc5540b2169a44ec9c83,c-7,3,1,,"de mi, que em gram vagar"
l-7-4,urn:nabu:cantigas:7:4,4674126090f8c0675e4460dad7e430b731b91aedde5513eee5714cddeb6acc9f,c-7,4,1,,trouxestes e tragedes.
l-7-5,urn:nabu:cantigas:7:5,50e62b5736df207f67722cadf7c99544f4dfba1c30b4ad0a3a894674fcd623e9,c-7,5,1,,E cuido-m'avergonhar!
l-7-6,urn:nabu:cantigas:7:6,75c7be8f4635cb983be295fbed7416ce22e517cca964dceff904db395537c84c,c-7,6,1,,"Se vos pr[o]uguer, devedes"
l-7-7,urn:nabu:cantigas:7:7,a0b345bc4a235fd4e90d47542cd54fdd177aca6c7c10461340f33540704d3494,c-7,7,1,,"hoj'a mia barva a honrar,"
l-7-8,urn:nabu:cantigas:7:8,7fe185d5159ae09928420de0ee09c92740b23d2ad64b7dfc682cb768ff561a45,c-7,8,1,,"que sempr'honrada sol andar,"
l-7-9,urn:nabu:cantigas:7:9,587278078494fd98f8171f0a550da0564732835e200ea32bc43564d76d4d6d5b,c-7,9,1,,e vós nom mi a viltedes!
l-7-10,urn:nabu:cantigas:7:10,ad48b3d547ae9bcd576e83af846a556df5f667531ccea70011a3baed0732bb88,c-7,10,2,,"- Cavaleiro, já viltar"
l-7-11,urn:nabu:cantigas:7:11,eee29ae9bbc39dad2e0ae1bdd13bf33cdb44fd7de4887bcb944dfab8c41d7506,c-7,11,2,,nunca m'[a] oiredes;
l-7-12,urn:nabu:cantigas:7:12,3cf50ad280d2bac9eaeed80627b9b375ee9ac43a8f09d29855a2f374188e6630,c-7,12,2,,mais leixemos ela estar;
