id	title	title_source	fclasses	start	end	lon	lat	matches
pleiades:207576	Zaton	pleiades	P	1	300	19.794576	43.00495	""
pleiades:216688	Abrittus	pleiades	P;S	71	400	26.5520943	43.5220461	""
pleiades:216691	Acidava	pleiades	S	105	270	24.264647	44.378096	""
pleiades:216692	Ad Putea	pleiades	S	71	270	24.630614	43.527591	""
pleiades:216693	Ad Radices	pleiades	S	151	300	24.6939	42.831151	""
pleiades:216694	Aegyssus	pleiades	S	80	350	28.806361	45.17978	""
pleiades:216700	Altinum	pleiades	S			27.692895999999998	44.1873315	""
pleiades:216707	Appiaria	pleiades	S	51	300	26.245621	43.987675	""
pleiades:216712	Arubium	pleiades	S	131	305	28.132517862291294	45.246218728966525	""
pleiades:216713	Arutela	pleiades	S	101	270	24.30017	45.2836885	""
pleiades:216719	Augustae	pleiades	S	1	330	23.84040488353151	43.73332210999116	""
pleiades:216722	Axiopolis	pleiades	S	1	400	28.019750133333332	44.32763029999999	https://www.trismegistos.org/place/29973
pleiades:216727	Barboşi	pleiades	S	51	300	27.989563678558675	45.40489098528261	""
pleiades:216731	Beroe/Augusta Traiana	pleiades	P	171	600	25.624862	42.425402500000004	https://www.trismegistos.org/place/15865
pleiades:216734	Bizone	pleiades	P	401	600	28.33814	43.4338945	""
pleiades:216741	Buridava Roman Fort and Vicus	pleiades	S;H	101	300	24.301361	45.0361175	""
pleiades:216744	Callatis	pleiades	P;H	-106	600	28.58275	43.817152	https://www.trismegistos.org/place/977
pleiades:216748	Capidava	pleiades	S	99	400	28.090321	44.493739	""
pleiades:216750	Carassura	pleiades	S	293	305	25.38427025	42.24056265	""
pleiades:216753	Carsium	pleiades	S	71	330	27.951979839062112	44.68176638632892	""
pleiades:216755	Castra Traiana	pleiades	S	107	275	24.37711	45.20912	""
pleiades:216770	Cius	pleiades	S;H	101	400	28.061880203939072	44.72305971113969	https://www.trismegistos.org/place/30006
pleiades:216775	Comidava	pleiades	S	151	270	25.441517027329294	45.61871967697261	""
pleiades:216788	Deultum	pleiades	P	154	249	27.280817253476215	42.38867191034098	https://www.trismegistos.org/place/15881
pleiades:216790	Dimum	pleiades	S	1	300	25.129414574990275	43.65081762732738	https://www.trismegistos.org/place/29821
pleiades:216791	Dinogetia	pleiades	S	101	518	28.138796096089006	45.37901238887718	""
pleiades:216792	Diocletianopolis	pleiades	P	61	310	24.704578554304607	42.501548571472206	""
pleiades:216793	Dionysopolis/Krounoi	pleiades	P	101	500	28.1629075	43.417781	""
pleiades:216795	Doriones	pleiades	S	151	250	24.73011	43.253581	""
pleiades:216800	Durostorum	pleiades	P	1	400	27.260103	44.119108	""
pleiades:216804	Emporium Piretensium	pleiades	P	101	300	25.170433	43.127711	""
pleiades:216822	Giridava	pleiades	S	209	300	24.798117	43.347753	""
pleiades:216823	Glava Panega	pleiades	S	71	300	24.150619	43.092008	""
pleiades:216839	Histria	pleiades	P;S	100	518	28.77512875	44.547787400000004	""
pleiades:216846	Iatrus	pleiades	S	71	350	25.5740725	43.6288905	https://www.trismegistos.org/place/29942
pleiades:216859	Kabyle	pleiades	P	71	300	26.4833349450105	42.55015366005231	https://www.trismegistos.org/place/15906
pleiades:216869	(L)Ibida	pleiades	S	1	300	28.602371333333334	44.85307066666667	""
pleiades:216878	Marcianopolis	pleiades	P	101	600	27.585033	43.22504	https://www.trismegistos.org/place/29830
pleiades:216880	Melta	pleiades	S	101	300	24.71724	43.134735	""
pleiades:216882	Mesembria	pleiades	P	101	400	27.7244435	42.659580000000005	""
pleiades:216895	Nicopolis ad Istrum	pleiades	P	1	600	25.611994276139953	43.217601709799624	https://www.trismegistos.org/place/16467
pleiades:216896	Nigrinianis/Candidiana	pleiades	S	222	238	26.848302	44.063431	https://www.trismegistos.org/place/29809
pleiades:216899	Novae	pleiades	S;P	1	600	25.393987621481415	43.61303438426897	""
pleiades:216900	Noviodunum	pleiades	P	1	400	28.491963703522337	45.27076613266192	https://www.trismegistos.org/place/30012
pleiades:216904	Odessus	pleiades	P	45	600	27.913472499999997	43.206160499999996	https://www.trismegistos.org/place/1485
pleiades:216907	Oescus	pleiades	P;S	1	600	24.466132935714775	43.71042023798954	""
pleiades:216908	Oescus (river)	pleiades	H	1	100	23.550952945225628	42.404412295278064	""
pleiades:216916	Palmatis	pleiades	S	151	400	27.593742383039736	43.82456364617557	https://www.trismegistos.org/place/29838
pleiades:216927	Philippopolis/Trimontium	pleiades	P	1	500	24.749474	42.145589	""
pleiades:216935	Pizus	pleiades	S	201	230	25.553778	42.18931	""
pleiades:216943	Praetorium	pleiades	S	138		24.303476792560893	45.4177599601573	""
pleiades:216965	Sacidava	pleiades	P;S	101	400	27.7905753	44.2046339	""
pleiades:216978	Securisca	pleiades	S	51	305	24.834372	43.702592	""
pleiades:216982	Sexaginta Prista	pleiades	S	1	400	25.945364	43.846503	https://www.trismegistos.org/place/29860
pleiades:216989	Sostra	pleiades	S	101	330	24.673527774999997	42.984976849999995	""
pleiades:216992	Storgosia	pleiades	S	1	500	24.624819000000002	43.395671	""
pleiades:216997	Sucidava	pleiades	S	101	500	27.541283	44.165519	""
pleiades:217003	Tegris	pleiades	S	238	244	26.082325	43.920738	""
pleiades:217016	Tomis	pleiades	P	1	700	28.6497375	44.172856499999995	https://www.trismegistos.org/place/11900
pleiades:217021	Transmarisca	pleiades	S;P	101	330	26.611029797192614	44.04824782655415	""
pleiades:217023	Trimammium	pleiades	S	151	300	25.831077	43.708048	""
pleiades:217025	Troesmis	pleiades	S;P	1	600	28.195146710929716	45.143218644200445	https://www.trismegistos.org/place/29965
pleiades:217027	Tropaeum Traiani (settlement)	pleiades	P	1	600	27.94398724665909	44.09207335206407	""
pleiades:217033	Utus	pleiades	S	31	300	24.728167	43.641651	""
pleiades:217038	Valeriana	pleiades	S	101	150	24.296408	43.660483	""
pleiades:217039	Variana	pleiades	S	31	300	24.000033	43.690853	""
pleiades:217043	Vicus Celeris	pleiades	P	101	300	28.735548	44.449148	""
pleiades:217044	Vicus Clement(...)	pleiades	P	151	300	28.458398	44.3666	""
pleiades:217048	Vicus Petrus	pleiades	P	201	400	28.605266	44.809832	""
pleiades:217049	Vicus Quintionis	pleiades	P	101	300	28.712282	44.569999	""
pleiades:217054	Vicus Trullensium	pleiades	P	101	300	24.014034	43.171847	""
pleiades:217056	Vicus *Ulmetensium	pleiades	P	1	600	28.34173142830467	44.54761219595498	https://www.trismegistos.org/place/30024
pleiades:221979	Amlaidina	pleiades	S	201	300			""
pleiades:222026	Burdipta/Burdenis	pleiades	S	101	300			""
pleiades:222226	Tzoides	pleiades	S	101	200			""
pleiades:222241	Vicus Secundini	pleiades	S	182				""
pleiades:223856813	Tell Leilan	pleiades	S;P	-2000	-1600	41.5067045899126	36.956709120316205	https://github.com/arvicco/nabu-places#cigs-SZE
pleiades:226617	Halmyris?	pleiades	P;S	101	400	29.19733655	45.0246931	""
pleiades:226697	Nikonion	pleiades	P	-325	-276	30.4585	46.174801	https://www.trismegistos.org/place/38296
pleiades:226748	Salsovia	pleiades	S	97	400	29.080318499999997	45.0766915	""
pleiades:226800	Tyras/Ophioussa	pleiades	P	151	230	30.350134	46.2007555	https://www.trismegistos.org/place/12806
pleiades:236321	Aeminium	pleiades	P			-8.427646	40.209545500000004	https://www.trismegistos.org/place/25782
pleiades:236334	Aquae Flaviae	pleiades	P	71	100	-7.4700074999999995	41.74035000000001	""
pleiades:236352	Asturica (Augusta)	pleiades	P	-30	150	-6.063532	42.458776	""
pleiades:236361	Avila/Obila?	pleiades	P	1	200	-4.700573	40.655816	""
pleiades:236377	Bracara Augusta	pleiades	P	1	395	-8.424973000000001	41.550875000000005	https://www.trismegistos.org/place/19954
pleiades:236405	Capera	pleiades	P;S	71	100	-6.101323636866034	40.16667499460966	""
pleiades:236419	Cauca	pleiades	P	1	200	-4.519114	41.218346	""
pleiades:236443	Conimbriga	pleiades	P;S	1	230	-8.493703715346376	40.09890345872793	""
pleiades:236465	(Flavium) Brigantium/Portus Magnus?	pleiades	P			-8.395968	43.371485	""
pleiades:236490	Intercatia	pleiades	P			-5.405021	41.98634	""
pleiades:236491	Iria Flavia	pleiades	P;H			-8.654768	42.746697	""
pleiades:236493	Iuliobriga	pleiades	P;S			-4.111012946978993	42.98712927449988	https://www.trismegistos.org/place/26741
pleiades:236505	Lancia/Lance	pleiades	P			-5.4308097	42.5297477	""
pleiades:236525	Lucus Augusti	pleiades	P	-27	230	-7.5570105000000005	43.0106145	""
pleiades:236534	Mantua	pleiades	P	1	100	-3.869146	40.486951	""
pleiades:236546	Mirobriga	pleiades	P	71	200	-6.52277	40.597188	""
pleiades:236592	Pallantia	pleiades	P			-4.12924	42.095283	""
pleiades:236598	Petavonium	pleiades	S	1	100	-5.9981701	42.0898132	""
pleiades:236599	Petra	pleiades	S	100	300	-5.5	40.5	""
pleiades:236601	Pintia	pleiades	S			-4.499698	41.777536	https://www.trismegistos.org/place/27012
pleiades:236642	Salmantica	pleiades	P	198	217	-5.663086	40.964964	""
pleiades:236658	Segovia	pleiades	P	1	300	-4.119338	40.949191	""
pleiades:236684	Titulcia	pleiades	S	1	130	-3.570531	40.136593	""
pleiades:236685	*Tongobriga	pleiades	P;S	151	200	-8.14740272846362	41.16165242819375	""
pleiades:236692	Tude/Castellum Tyde	pleiades	S			-8.6442975	42.0461805	""
pleiades:236698	Turris Augusti	pleiades	P			-8.72578165	42.67659585	""
pleiades:236716	Vicus Spacorum	pleiades	P;H			-8.712432	42.23135	""
pleiades:237391810	Ayanis	attested	S	-800	-600			""
pleiades:237391811	Šibaniba	pleiades	S;P	-1400	-612	43.347872499999994	36.4332805	https://github.com/arvicco/nabu-places#cigs-SHI
pleiades:237830124	Iri-sagrig	pleiades	P;S	-2340	-1600	45.3689	32.1529	https://github.com/arvicco/nabu-places#cigs-IRS
pleiades:240855	Alea	pleiades	S	276				""
pleiades:240921	Ebora	pleiades	S	1	300			""
pleiades:243310943	Vicus Nediensis	pleiades	P	101	250	8.88333	49.3464	https://www.trismegistos.org/place/27939
pleiades:246147	Aeso	pleiades	P	1	300	1.0440565	42.117837	""
pleiades:246154	Alba (river)	pleiades	H	51	200	2.514770073423679	42.08341716813815	""
pleiades:246155	Albiga	pleiades	P	-126		2.144499	43.928384	""
pleiades:246163	Andelos	pleiades	P;S			-1.8595076697343105	42.5996650173086	""
pleiades:246169	Caldes de Montbui	pleiades	H	14	300	2.1615643000000007	41.63447	""
pleiades:246171	Aquae Onesiorum	pleiades	H			0.591189	42.791204	https://www.trismegistos.org/place/22517
pleiades:246172	Aquae Siccae	pleiades	H			1.085752	43.216163	""
pleiades:246173	Aquae Terebellicae	pleiades	P;H	301	500	-1.0525105	43.709216	""
pleiades:246208	Augustobriga	pleiades	P	33	131	-1.984799	41.8314	""
pleiades:246212	Auso	pleiades	P	1	170	2.254313	41.930228	""
pleiades:246221	Baetulo (river)	pleiades	H	-71	500	2.2105208324463175	41.48571434153344	""
pleiades:246231	Belbèze	pleiades	S;P			1.026297	43.132552	""
pleiades:246232	Bele(g)ia/Veleia	pleiades	P;S			-2.7877254167493186	42.84226534893634	""
pleiades:246247	Bilbilis (Augusta)	pleiades	P	27	28	-1.603219	41.38201	""
pleiades:246321	Celsa/Col. Victrix Iulia Lepida	pleiades	P			-0.4339306904362913	41.372333177751266	https://www.trismegistos.org/place/26704
pleiades:246343	Col. Barcino	pleiades	P;S	-30	700	2.169911	41.387911	""
pleiades:246344	Col. Caesaraugusta	pleiades	P	1	50	-0.8772685	41.6541855	https://www.trismegistos.org/place/3370
pleiades:246347	Col. Narbo Martius	pleiades	P	-50	600	3.004203	43.1836165	""
pleiades:246348	Col. Ruscino	pleiades	S;P	-30	50	2.94516013801998	42.70858092127551	""
pleiades:246352	Complutum	pleiades	P;S	1	500	-3.3869512089543057	40.47317184030967	""
pleiades:246353	Condatomagus?	pleiades	S	54	150	3.088891	44.101721	""
pleiades:246354	Consoranni	pleiades	P			1.138354	43.00174	""
pleiades:246355	Contrebia (Belaisca)	pleiades	P	-87		-1.030536	41.509148	""
pleiades:246359	*Cortona	pleiades	P	-250	300	-2.433087	41.17257	""
pleiades:246360	Cosa	pleiades	S	-12	300	1.54443	44.160628	""
pleiades:246369	Dertosa/Hibera Iulia Ilercavonia	pleiades	P	1	700	0.520955	40.811004	""
pleiades:246377	Egara	pleiades	P	1	700	2.010425	41.560997	""
pleiades:246380	Elusa	pleiades	P	201	300	0.102529	43.861601	""
pleiades:246382	Emporiae	pleiades	P;H	-100	700	3.1145495	42.13342	""
pleiades:246384	Ercavica	pleiades	P	1	300	-2.6698636000000002	40.4317729	""
pleiades:246406	Gerunda	pleiades	P	1	450	2.826608	41.987346	""
pleiades:246413	Hebromagus/Eburomagus	pleiades	P			2.112346	43.242555	""
pleiades:246431	Ilerda	pleiades	P	-118	400	0.625938	41.6159535	""
pleiades:246433	Ill(ib)erris/Helena	pleiades	P			2.972194	42.599218	""
pleiades:246436	Iluro	pleiades	P	1	700	2.4478766	41.539521199999996	""
pleiades:246437	Iluro	pleiades	P	-30	500	-0.604491	43.193235	""
pleiades:246446	It(o)uris(s)a/Turissa	pleiades	P	371	430	-1.386239	42.970648	""
pleiades:246471	Llafranc	pleiades	P	301	500	3.19852635	41.89594365	""
pleiades:246477	Lugdunum Convenarum	pleiades	P	74	350	0.5722425	43.0270135	""
pleiades:246518	Nertobriga	pleiades	P	171	230	-1.3965489999999998	41.500549	""
pleiades:246523	Numantia	pleiades	P			-2.44433338523561	41.80938824199685	""
pleiades:246539	Osca/Urbs Victrix	pleiades	P			-0.40732599999999997	42.1394475	""
pleiades:246571	Portus Veneris	pleiades	S;H			3.107661	42.520631	""
pleiades:246600	St-Béat	pleiades	S	71	200	0.693047	42.914325	""
pleiades:246636	Segia	pleiades	P			-1.137115	42.129367	""
pleiades:246640	Segontia	pleiades	S	51	130	-1.191459	41.63349	""
pleiades:246679	Tarba	pleiades	P	101	200	0.074264	43.23314	""
pleiades:246688	Termes	pleiades	P;S	101	300	-3.1495050008635457	41.33010745336492	https://www.trismegistos.org/place/26982
pleiades:246694	Tolosa	pleiades	P	71	450	1.443246	43.604175	""
pleiades:246708	*Tritium Magallum	pleiades	P	43	276	-2.718971	42.401263	""
pleiades:246712	Turiaso	pleiades	P	1	200	-1.725329	41.902823	""
pleiades:246721	Uxama (Argaela)	pleiades	P	1	200	-3.0914705	41.5762674	""
pleiades:246729	Vareia?	pleiades	P	1	68	-2.406884	42.461895	""
pleiades:246748	Virovesca	pleiades	P			-3.32337	42.550298	https://www.trismegistos.org/place/26778
pleiades:249509021	Huzirina	pleiades	P;S	-911	-612	38.906303464789374	37.050148404418806	https://github.com/arvicco/nabu-places#cigs-HUZ
pleiades:25078867	Arslantepe (Melid)	pleiades	P;S	-911	-612	38.361202271437456	38.38205896901965	https://github.com/arvicco/nabu-places#cigs-MLD
pleiades:252224	Osicerda	pleiades	S					""
pleiades:255947	Abelterium	pleiades	S;P			-7.658632000000001	39.199690000000004	""
pleiades:255951	Ad Aras	pleiades	P	222	235	-4.9325335	37.6746159	""
pleiades:255958	Ad Sorores	pleiades	S;P			-6.2908476	39.2363894	""
pleiades:255969	Almadén de la Plata	pleiades	S			-6.079759	37.873439	""
pleiades:255970	Almendralejo	pleiades	P			-6.405811	38.689494	""
pleiades:255975	Ammaia	pleiades	P;S	49	200	-7.3801495	39.3812815	""
pleiades:255981	Arcos de la Frontera	pleiades	P	531	570	-5.812505	36.750651	""
pleiades:255982	Aritium	pleiades	P	275		-8.019101	39.4719185	""
pleiades:255990	Artigi	pleiades	P	1	200	-5.545601	38.722599	""
pleiades:255991	Arucci	pleiades	P	101	200	-6.981144392216727	37.95400290689702	""
pleiades:255992	Arunda	pleiades	P			-5.166408	36.74194	""
pleiades:255993	Arva	pleiades	P			-5.6064788	37.6227775	""
pleiades:255994	Asido	pleiades	P	1	100	-5.927867	36.467791	""
pleiades:255996	Astigi/Col. Augusta Firma	pleiades	P;S	-51	700	-5.079949	37.540932	""
pleiades:256002	Axati	pleiades	P	1	50	-5.526244	37.659304	""
pleiades:256004	Baedro	pleiades	P	-50	700	-5.14839	38.501008	""
pleiades:256006	Baelo (river)	pleiades	H	1	300	-5.5	36.5	""
pleiades:256017	Barbesula/Barbariana?	pleiades	P	131	170	-5.272343	36.296985	""
pleiades:256041	Cala	pleiades	S			-6.229622	37.906563	""
pleiades:256056	Carbula	pleiades	P	1	630	-5.019918	37.809644	""
pleiades:256057	Caris(s)a	pleiades	P	-100	100	-5.728857	36.875708	https://www.trismegistos.org/place/25986
pleiades:256058	Carmo	pleiades	P	-50	200	-5.6464685	37.4703045	https://www.trismegistos.org/place/26206
pleiades:256062	Carruca	pleiades	P	81	96	-5.231015	37.41149	""
pleiades:256063	Carteia/Calpe/Karpessos	pleiades	P	-45	300	-5.4093907813779305	36.18519147610856	https://www.trismegistos.org/place/26002
pleiades:256065	Carula	pleiades	P	151	230	-5.312382	37.224465	""
pleiades:256083	Castra Caecilia	pleiades	S			-6.350538202205623	39.49861870737989	https://www.trismegistos.org/place/40931
pleiades:256089	Celti?/Leptis?	pleiades	P	1	270	-5.346426	37.70729	""
pleiades:256091	Ceret	pleiades	P	101	200	-6.137337	36.686622	""
pleiades:256120	Collippo	pleiades	P	1	50	-8.79861515	39.67366665	""
pleiades:256124	Conobaria/Colobana	pleiades	P			-6.078318	36.919538	""
pleiades:256128	Corduba/Col. Patricia	pleiades	P	-130	800	-4.779171	37.884683	""
pleiades:256149	Detumo	pleiades	P	-30	700	-5.174338	37.773018	""
pleiades:256153	Eburobrittium	pleiades	P	1	50	-9.14076428468125	39.364112251477465	""
pleiades:256155	Emerita Augusta	pleiades	P	-30	630	-6.341032686481391	38.917656206964345	https://www.trismegistos.org/place/19894
pleiades:256157	Encinasola	pleiades	P			-6.872176	38.135188	""
pleiades:256177	Gadeira/Gades/Col. Augusta Gaditana	pleiades	P	1	600	-6.293120666666667	36.529277666666665	https://www.trismegistos.org/place/13580
pleiades:256193	(H)Asta/Col. Hasta Regia/Ligystine?	pleiades	P	1	100	-6.172572	36.788002	""
pleiades:256210	Hispalis/Col. Romula	pleiades	P	1	300	-5.996293	37.382668	""
pleiades:256220	*Igaeditania?	pleiades	P	601	700	-7.144916778996631	39.99628662632785	https://www.trismegistos.org/place/25770
pleiades:256224	Ilipula Minor	pleiades	P	71	200	-5.02982	37.129603	""
pleiades:256226	Ipagrum/Epagrum	pleiades	P	-30	700	-4.658227999999999	37.5178095	""
pleiades:256227	Iporca	pleiades	P			-5.639549	37.747647	""
pleiades:256228	Iptuci	pleiades	P	1	100	-5.555577	36.789695	https://www.trismegistos.org/place/25996
pleiades:256231	Italica	pleiades	P	-100	326	-6.043911570235585	37.44186015310173	https://www.trismegistos.org/place/26248
pleiades:256232	(I)Tucci	pleiades	P	-50	700	-6.363638	37.44811	""
pleiades:256234	(Iulia) Myrtilis	pleiades	P;R	131	200	-7.6629605000000005	37.6384385	""
pleiades:256236	Iulipa	pleiades	P	-30	200	-5.657006	38.649671	""
pleiades:256254	Laelia	pleiades	P			-6.165904	37.427015	""
pleiades:256261	Lauro/*Olaurum	pleiades	P	1	300	-4.827814	37.268682	""
pleiades:256275	Lucurgentum	pleiades	P			-5.45396365	37.12192925	""
pleiades:256292	Mellaria	pleiades	P	-50	700	-5.3399481	38.2945642	""
pleiades:256297	Metallum Vipascense	pleiades	P			-8.1663225	37.876779	""
pleiades:256298	Metellinum	pleiades	P	-100	100	-5.9568565	38.964574	""
pleiades:256310	Montilla	pleiades	P	1	700	-4.638241	37.589656	""
pleiades:256318	Munigua	pleiades	P	-27	14	-5.740966549934419	37.713293112007165	https://www.trismegistos.org/place/26254
pleiades:256322	Nabrissa	pleiades	P			-6.078402	36.919504	https://www.trismegistos.org/place/26227
pleiades:256326	Nescania	pleiades	P	71	300	-4.682723	36.931327	""
pleiades:256332	Obulcula	pleiades	P	-30	200	-5.348392	37.462227	""
pleiades:256334	Oducia	pleiades	P	1	400	-5.733109	37.609852	""
pleiades:256338	Olisipo	pleiades	P	1	600	-9.135507	38.707166	""
pleiades:256346	O(sso)noba	pleiades	P	1	230	-6.949713	37.257074	""
pleiades:256347	Ostippo	pleiades	P	-45	700	-4.878531	37.291478	https://www.trismegistos.org/place/26220
pleiades:256358	Pax Iulia/Pax Augusta/Col. Pacensis	pleiades	P	1	200	-7.865225	38.015604	""
pleiades:256397	Regina	pleiades	P	41	300	-5.953548	38.203228499999994	""
pleiades:256408	Sabora	pleiades	P	51	230	-5.024355	36.934635	""
pleiades:256411	Saepo	pleiades	P			-5.464318	36.579768	https://www.trismegistos.org/place/38512
pleiades:256417	Sal(pens)a	pleiades	P	41	650	-5.781536	37.181512	""
pleiades:256438	Scallabis/Praesidium Iulium	pleiades	P			-8.676469514851053	39.23400830304887	https://www.trismegistos.org/place/25936
pleiades:256444	Seria	pleiades	P			-6.771094	38.319329	""
pleiades:256449	Siarum	pleiades	P	-30	145	-5.751603	37.052397	""
pleiades:256451	Silves Roman Bridge	pleiades	R			-8.438355049999998	37.1867715	""
pleiades:256453	Singili(a) Barba	pleiades	P	-30	330	-4.63052115	37.032479	https://www.trismegistos.org/place/26611
pleiades:256456	Solia	pleiades	P	1	730	-4.679484	38.475076	https://www.trismegistos.org/place/26040
pleiades:256470	Tharsis	pleiades	P	1	100	-7.121426	37.5997	""
pleiades:256491	Turgalium	pleiades	P	1	250	-5.881494	39.458456	""
pleiades:256492	Turirecina/Regina	pleiades	P	1	700	-5.806689	36.67173	""
pleiades:256499	Ulia (Fidentia)	pleiades	P	-17	500	-4.698889	37.648657	""
pleiades:256500	Urgapa?	pleiades	P	51	230	-4.658062	37.20784	""
pleiades:256501	U(r)gia	pleiades	P	151	200	-5.82933	36.990065	""
pleiades:256503	Urso/Col. Genetiva Iulia	pleiades	P	-50	650	-5.099275	37.246621	""
pleiades:260553	Faventia/Vesci	pleiades	S	1	430			""
pleiades:260556	Gemella	pleiades	S	20				""
pleiades:260603	Meribriga/Merobriga	pleiades	S					""
pleiades:260630	Salar	pleiades	S	501	630			""
pleiades:260637	Serpa	pleiades	S	130	230			""
pleiades:265762	Abdera	pleiades	P			-3.022514	36.748068	""
pleiades:265763	Ab(ou)la/Al(a)ba	pleiades	P			-2.78011	37.141162	""
pleiades:265798	Antequera	pleiades	S	1	200	-4.562887	37.019379	""
pleiades:265799	Anticaria	pleiades	P	1	700	-4.562887	37.019374	https://www.trismegistos.org/place/26172
pleiades:265801	Aratispi	pleiades	P	1	200	-4.4411843	36.9384218	https://www.trismegistos.org/place/26435
pleiades:265805	Ascua/Osqua	pleiades	P	1	250	-4.540804	36.88614	""
pleiades:265808	Ategua	pleiades	P;S	-45	730	-4.5729074	37.7529048	""
pleiades:265810	Aurgi/Orongis	pleiades	P	1	330	-3.808119	37.791929	""
pleiades:265820	Baria	pleiades	P	1	100	-1.774899	37.245407	""
pleiades:265823	Basti	pleiades	P			-2.7325361	37.5120166	""
pleiades:265825	*Batora	pleiades	P	1	250	-4.050178	37.830877	""
pleiades:265826	Begastrum	pleiades	P			-1.79093	38.094532	""
pleiades:265834	Caesarobriga	pleiades	P	1	100	-4.8322731999999995	39.96008	https://www.trismegistos.org/place/26397
pleiades:265836	Calpurniana	pleiades	S	171	200	-4.318842	37.867376	""
pleiades:265839	Cantigi	pleiades	S;P	171	230	-3.86172769061049	38.02225849491363	""
pleiades:265846	Carcuvium?	pleiades	P	1	100	-4.063616	38.845822	""
pleiades:265849	Carthago Nova/Col. Urbs Iulia	pleiades	P	-130	600	-0.9879534999999999	37.602787	""
pleiades:265855	Castulo	pleiades	P;S	43	340	-3.623979511223336	38.0364706128824	https://www.trismegistos.org/place/26610
pleiades:265867	Cisimbrium	pleiades	P	1	500	-4.38714	37.385397	""
pleiades:265884	Ebusus (island)	pleiades	L	-200	800	1.4122187760720935	38.981527973876915	""
pleiades:265890	Elche de la Sierra	pleiades	P	1	100	-2.04839	38.447444	""
pleiades:265893	Epora	pleiades	P	-2	700	-4.381896	38.026033	""
pleiades:265899	Fortuna	pleiades	S	1	70	-1.143263	38.208848	""
pleiades:265919	Igabrum/Egabrum	pleiades	P	-30	700	-4.425943	37.474155	""
pleiades:265922	Ilici/Helike	pleiades	P;S	-100	400	-0.6953	38.2396	""
pleiades:265924	Iliturgi	pleiades	P	-51	700	-3.80883	37.968343	""
pleiades:265925	Iliturgicola	pleiades	P	1	700	-4.148005	37.511643	https://www.trismegistos.org/place/26037
pleiades:265929	Ilugo	pleiades	P			-3.206444	38.247458	""
pleiades:265930	Ilurco	pleiades	P	-50	584	-3.767231	37.267154	""
pleiades:265937	*Ipsca	pleiades	P	31	300	-4.39041	37.67242	""
pleiades:265939	Isturgi	pleiades	P	1	300	-3.983804	38.026896	https://www.trismegistos.org/place/26135
pleiades:265946	Laminium	pleiades	P	1	100	-3.053453	38.899451	""
pleiades:265949	Libisosa	pleiades	P			-2.3550131107944527	38.94189669114489	""
pleiades:265954	Lucentum	pleiades	P	-30	700	-0.43880346282677907	38.36461817318112	""
pleiades:265960	Mago	pleiades	P	71	250	4.2647291	39.8894325	""
pleiades:265970	Mentesa Bastia	pleiades	P	-30	326	-3.692715	37.741633	""
pleiades:265977	Murgi	pleiades	P;S	129	130	-2.812733	36.775074	https://www.trismegistos.org/place/25978
pleiades:265982	Obulco	pleiades	P	-30	600	-4.184754	37.870867	""
pleiades:265985	Onuba	pleiades	P	1	100	-4.496471	37.953182	""
pleiades:265990	Oretum	pleiades	P	-100	200	-3.7256823	38.7606439	""
pleiades:265994	Ossigi	pleiades	P	1	300	-3.560303	37.848915	""
pleiades:265998	Palma	pleiades	P	-27	300	2.649993	39.569443	""
pleiades:266019	Saetabis (river)	pleiades	H	-30	700	-0.4991468264077749	38.95478007640368	""
pleiades:266021	Saguntum/Arse	pleiades	P	-50	711	-0.2772475	39.678125	""
pleiades:266036	Segobriga	pleiades	P	-30	400	-2.81302	39.885321	https://www.trismegistos.org/place/27131
pleiades:266038	Sexi/Saxetanum	pleiades	P;H	171	200	-3.690755	36.734589	""
pleiades:266043	Sisapo	pleiades	P;S	1	200	-4.517914753634677	38.64598581787221	""
pleiades:266048	*Sosontigi	pleiades	P	1	250	-4.086746	37.591059	""
pleiades:266066	Toletum	pleiades	P	1	700	-4.024491	39.85668	https://www.trismegistos.org/place/14130
pleiades:266078	*Tutugi	pleiades	P	201	235	-2.551194	37.742896	""
pleiades:266081	Ucubi/Col. Claritas Iulia	pleiades	P	-30	630	-4.552369	37.682102	https://www.trismegistos.org/place/26032
pleiades:266093	Vergilia	pleiades	P			-3.538666	37.626929	""
pleiades:266095	El Villar	pleiades	S	1	200	-0.302075	39.590148	""
pleiades:268144622	Karakala	pleiades	S	-800	-700	43.8488	40.0487	https://github.com/arvicco/nabu-places#cigs-KKL
pleiades:270344	Martium Ucia/Ucia	pleiades	S	650				""
pleiades:270369	Salaria Bastetana/Salaria	pleiades	P	71	230			""
pleiades:270380	Ulissi/Ulisi/Odyssea	pleiades	S	1	250			""
pleiades:271058	Malacha/Malaca	pleiades	S					""
pleiades:275579	Ad Mercuri?	pleiades	S			-5.839493	35.508424	""
pleiades:275599	Banasa	pleiades	P;S	109	283	-6.115293843505939	34.601894731191074	https://www.trismegistos.org/place/15592
pleiades:275667	Lixus (river)	pleiades	H			-6.0705611165359805	35.1494770304181	""
pleiades:275733	Tamuda (river)	pleiades	H			-5.447888794669461	35.51931033642349	""
pleiades:275734	Thamusida	pleiades	S;P	1	200	-6.4903469029869845	34.334956386881906	https://www.trismegistos.org/place/15608
pleiades:275736	Tingi	pleiades	P;H	41	54	-5.8102335	35.787546	""
pleiades:275737	Tocolosida	pleiades	S			-5.581181799211416	34.0380963355639	https://www.trismegistos.org/place/15599
