id	title	title_source	fclasses	start	end	lon	lat	matches
geonames:2987475	Peyroles	attested	S					""
geonames:2987485	Peyrilles	attested	S					""
geonames:2987495	Peyriac-Minervois	attested	S					""
geonames:2987500	Peyrestortes	attested	S					""
geonames:2987691	Petit-Failly	attested	S					""
geonames:2987801	Pessan	attested	S					""
geonames:2987950	Pernand-Vergelesses	attested	S	1	200			""
geonames:2987979	Périgné	attested	S					""
geonames:2988186	Arelate, bei	attested	S					""
geonames:2988218	Péguilhan	attested	S					""
geonames:2988233	Pécy	attested	S					""
geonames:2988393	Passy	attested	S	74				""
geonames:2988609	Le Paradou	attested	S					""
geonames:2988742	Palavas-les-Flots	attested	S					""
geonames:2988743	Ruscino, bei	attested	S	1	400			""
geonames:2988980	Ourdon	attested	S	101	200			""
geonames:2989100	(Civitas Rauricorum)	attested	S	201	300			""
geonames:2989362	Arelate, bei	attested	S					""
geonames:2989478	Optevoz	attested	S					""
geonames:2989483	Oppedette	attested	S					""
geonames:2989541	Omont	attested	S					""
geonames:2989698	Ognon	attested	S					""
geonames:2989786	Obies	attested	S					""
geonames:2989809	(Civitas Tribocorum)	attested	S	71	130			""
geonames:2989816	(Civitas Tribocorum)	attested	S	31	200			""
geonames:2989837	Sanctuaire des Bolards	attested	S	1	100			""
geonames:2989992	Noueilles	attested	S					""
geonames:2990036	Notre-Dame-des-Millières	attested	S					""
geonames:2990111	(Civitas Lingonum)	attested	S	317	337			""
geonames:2990295	(Civitas Lingonum)	attested	S	1	200			""
geonames:2990412	(Civitas Tribocorum)	attested	S	1	250			""
geonames:2990487	Neuvy-en-Sullias	attested	S					""
geonames:2991046	Nages-et-Solorgues	attested	S					""
geonames:2991076	Muzy	attested	S					""
geonames:2991091	(Civitas Sequanorum)	attested	S	171	200			""
geonames:299137	Tire	attested	S					""
geonames:2991386	Moussan	attested	S					""
geonames:2991551	Mougins	attested	S					""
geonames:2991875	Morchain	attested	S					""
geonames:2992112	Montréal-les-Sources	attested	S					""
geonames:2992188	Montot	attested	S	273	274			""
geonames:2992255	Vienna, bei	attested	S					""
geonames:2992323	Montlauzun	attested	S					""
geonames:2992406	(Civitas Lingonum)	attested	S	101	200			""
geonames:2992565	Montgaillard-Lauragais	attested	S					""
geonames:2992574	Montfuron	attested	S	-30	30			""
geonames:2992631	Montfalcon	attested	S					""
geonames:2992693	Montenach	attested	S					""
geonames:2992706	Monteléger	attested	S					""
geonames:2992787	Montcy-Saint-Pierre	attested	S					""
geonames:2992887	Montbrison-sur-Lez	attested	S					""
geonames:2992957	Montazels	attested	S					""
geonames:2993013	Montarnaud	attested	S					""
geonames:2993120	Montagnole	attested	S					""
geonames:2993249	Monnet-la-Ville	attested	S	501	600			""
geonames:2993309	Monferran-Savès	attested	S					""
geonames:2993315	Monetier-Allemont	attested	S					""
geonames:2993458	Monaco	attested	S					""
geonames:2993476	(Civitas Tribocorum)	attested	S	131	200			""
geonames:2993562	Molac	attested	S					""
geonames:2993604	Moirans-en-Montagne	attested	S	1	300			""
geonames:2993670	(Civitas Rauricorum)	attested	S	204				""
geonames:2993763	Miradoux	attested	S					""
geonames:2993791	(Civitas Lingonum)	attested	S	1	300			""
geonames:2993856	(Civitas Lingonum)	attested	S	1	300			""
geonames:2993928	Migennes	attested	S	308	324			""
geonames:2993939	(Civitas Tribocorum)	attested	S	31	250			""
geonames:2994052	Meysse	attested	S					""
geonames:2994129	Meunet-Planches	attested	S					""
geonames:2994132	(Civitas Lingonum)	attested	S	101	300			""
geonames:2994252	(Civitas Lingonum)	attested	S	1	300			""
geonames:2994307	(Civitas Tribocorum)	attested	S	142				""
geonames:2994368	Merlas	attested	S					""
geonames:2994603	Ménerbes	attested	S	367				""
geonames:2994651	Metiosedum	attested	S					""
geonames:2995329	Marzan	attested	S	260	269			""
geonames:2995352	Martres-sur-Morge	attested	S					""
geonames:2995387	Maritima Avaticorum	attested	S	161	180			""
geonames:2995489	(Civitas Lingonum)	attested	S	1	300			""
geonames:2995750	Arelate, bei	attested	S					""
geonames:299577	Tavakli	attested	S					""
geonames:2995782	Marguerittes	attested	S					""
geonames:2996180	Manosque	attested	S					""
geonames:2996271	Mancey	attested	S					""
geonames:2996495	Malaucène	attested	S					""
geonames:2996747	(Civitas Lingonum)	attested	S	101	300			""
geonames:2996759	(Civitas Lingonum)	attested	S	1	300			""
geonames:2996823	Baeterrae, bei	attested	S	1	100			""
geonames:2996874	Mâcot-la-Plagne	attested	S	101	200			""
geonames:2996887	Mackwiller	attested	S	131	200			""
geonames:2997002	Lux	attested	S	1	100			""
geonames:2997113	Lunel-Viel	attested	S					""
geonames:2997248	Lucciana	attested	S	1	100			""
geonames:2997395	Lourdes	attested	S					""
geonames:2997726	Longevelle-sur-Doubs	attested	S	1	200			""
geonames:2997812	Lombez	attested	S					""
geonames:2997847	(Civitas Sequanorum)	attested	S	1	300			""
geonames:2998314	Limans	attested	S					""
geonames:2998330	L'Île-Rousse	attested	S	47	54			""
geonames:2998431	Liévin	attested	S					""
geonames:2998475	Liéoux	attested	S					""
geonames:2998545	Lhuis	attested	S					""
geonames:2999163	Le Tignet	attested	S					""
geonames:2999932	(Civitas Sequanorum)	attested	S	401	600			""
geonames:2999963	Les Pinthières	attested	S	351	400			""
geonames:3000047	Les Pennes-Mirabeau	attested	S					""
geonames:3000320	Lesménils	attested	S	249	251			""
geonames:3002271	Arelate, bei	attested	S	-100	14			""
geonames:3002520	Le Pouzin	attested	S					""
geonames:3002741	Montsalier	attested	S	101	200			""
geonames:3003496	(Civitas Nemetum)	attested	S	15	300			""
geonames:3004346	Lédignan	attested	S					""
geonames:3004438	Lecques	attested	S					""
geonames:3004702	Lechâtelet	attested	S	101	150			""
geonames:300473	(Civitas Lingonum)	attested	S	1	300			""
geonames:3004870	Forum Voconi	attested	S	31	70			""
geonames:3005081	Le Bourget-du-Lac	attested	S					""
geonames:3005382	Léaz	attested	S	151	250			""
geonames:3005564	Lavigny	attested	S	1	200			""
geonames:3005632	Lavérune	attested	S	301	500			""
geonames:3005948	(Civitas Nemetum)	attested	S	151	250			""
geonames:3006373	Lasséran	attested	S					""
geonames:3006704	La Roquebrussanne	attested	S					""
geonames:3006707	La Roque-Alric	attested	S	201	300			""
geonames:3007616	Lannes	attested	S	43				""
geonames:3008285	Lamargelle	attested	S	1	300			""
geonames:3008308	Arelate, bei	attested	S					""
geonames:3008754	La Haye-Malherbe	attested	S					""
geonames:300920	Nacolea	attested	S					""
geonames:3009481	La Ferté-sous-Jouarre	attested	S					""
geonames:3009769	La Croisille-sur-Briance	attested	S	101	150			""
geonames:3009871	La Coucourde	attested	S					""
geonames:3011221	La Bâtie-Divisin	attested	S	1	100			""
geonames:3011455	(Civitas Tribocorum)	attested	S	31	150			""
geonames:3011970	(Civitas Tribocorum)	attested	S	250	251			""
geonames:3011977	Kalhausen	attested	S					""
geonames:3012299	Jonchères	attested	S					""
geonames:3012341	Jeurre	attested	S	1	300			""
geonames:3012477	Jarnac	attested	S					""
geonames:3012600	(Civitas Lingonum)	attested	S	101	300			""
geonames:3012652	(Civitas Lingonum)	attested	S	1	300			""
geonames:3012742	Irigny	attested	S					""
geonames:3012777	(Civitas Tribocorum)	attested	S	1	300			""
geonames:3012937	Hyères	attested	S	101	500			""
geonames:3012975	Huos	attested	S					""
geonames:3013000	(Civitas Tribocorum?)	attested	S	31	300			""
geonames:3013424	Bellovacorum ager	attested	S					""
geonames:3013605	Hèches	attested	S					""
geonames:3013704	Hauteville-sur-Fier	attested	S					""
geonames:3013781	Hautefage-la-Tour	attested	S					""
geonames:3013872	(Civitas Tribocorum)	attested	S	31	300			""
geonames:3014078	(Civitas Tribocorum)	attested	S	1	300			""
geonames:3014167	(Civitas Tribocorum)	attested	S	1	300			""
geonames:3014340	Guéthary	attested	S					""
geonames:3014493	(Civitas Sequanorum)	attested	S	1	300			""
geonames:3014609	(Civitas Lingonum)	attested	S	151	300			""
geonames:3014698	Grésy-sur-Isère	attested	S					""
geonames:3014767	Gréasque	attested	S					""
geonames:3014854	Grassendorf	attested	S	101	300			""
geonames:3014856	Grasse	attested	S					""
geonames:3015571	Goult	attested	S					""
geonames:3015661	Gordes	attested	S					""
geonames:3015686	Gonfaron	attested	S	1	200			""
geonames:3015738	Golfech	attested	S	1	100			""
geonames:3015921	(Civitas Lingonum)	attested	S	1	200			""
geonames:3015953	Gironde	attested	S					""
geonames:3016039	(Civitas Lingonum)	attested	S	1	300			""
geonames:3016089	Gières	attested	S					""
geonames:3016143	Gex	attested	S					""
geonames:3016147	(Civitas Lingonum)	attested	S	1	300			""
geonames:3016192	(Civitas Tribocorum)	attested	S	31	373			""
geonames:3016298	Gensac-de-Boulogne	attested	S					""
geonames:3016390	Genainville	attested	S					""
geonames:3016395	Gemmelaincourt	attested	S					""
geonames:3016398	Gémenos	attested	S					""
geonames:3016590	(Civitas Tribocorum?)	attested	S	1	200			""
geonames:3016595	Garons	attested	S					""
geonames:3016635	Garéoult	attested	S					""
geonames:3016702	Vapincum	attested	S					""
geonames:3016826	Gailhan	attested	S					""
geonames:3017108	Fréterive	attested	S	101	230			""
geonames:3017237	Frémicourt	attested	S	201	300			""
geonames:3017327	Franquevielle	attested	S					""
geonames:3017423	Fragnes	attested	S					""
geonames:3017458	Fourvière	attested	S					""
geonames:3017995	Fontaines-sur-Marne	attested	S	1	300			""
geonames:3018308	(Civitas Lingonum)	attested	S	1	300			""
geonames:3018423	(Civitas Lingonum)	attested	S	301	600			""
geonames:3018449	Ad Vicensimum	attested	S	1	200			""
geonames:3018736	Fendeille	attested	S					""
geonames:3018737	(Civitas Lingonum)	attested	S	501	600			""
geonames:3019178	Eyzahut	attested	S					""
geonames:3019329	Eu	attested	S					""
geonames:3019345	(Civitas Lingonum)	attested	S	1	300			""
geonames:3019435	(Civitas Lingonum)	attested	S	51	200			""
geonames:3019474	Étain	attested	S					""
geonames:3019611	(Civitas Lingonum)	attested	S	101	300			""
geonames:3019632	(Civitas Lingonum)	attested	S	1	300			""
geonames:3019707	Esparros	attested	S					""
geonames:3019773	Escot	attested	S					""
geonames:3019817	(Civitas Tribocorum)	attested	S	171	250			""
geonames:3019887	(Civitas Tribocorum)	attested	S	14	300			""
geonames:3019958	(Civitas Sequanorum)	attested	S	1	300			""
geonames:3020133	Vasio Vocontiorum, bei	attested	S					""
geonames:3020141	Intaranum	attested	S	1	100			""
geonames:3020271	Elven	attested	S					""
geonames:3020324	Eguisheim	attested	S					""
geonames:3020436	Écoust-Saint-Mein	attested	S					""
geonames:3020490	(Civitas Tribocorum)	attested	S	101	300			""
geonames:3020510	(Civitas Lingonum)	attested	S	1	300			""
geonames:3020622	Durstel	attested	S	171	250			""
geonames:3020670	Duran	attested	S	1	300			""
geonames:3020736	(Civitas Tribocorum)	attested	S	1	50			""
geonames:3021134	Dompierre-sur-Authie	attested	S					""
geonames:3021226	Domazan	attested	S					""
geonames:3021263	(Civitas Sequanorum)	attested	S	1	300			""
geonames:3021336	Dions	attested	S					""
geonames:3021394	Dieulouard	attested	S					""
geonames:3021417	(Civitas Lingonum)	attested	S	1	300			""
geonames:3021524	Tarvenna - Gesoriacum, inter	attested	S	202	204			""
geonames:3021597	Donobriga?	attested	S	117	400			""
geonames:3021616	Demangevelle	attested	S	101	300			""
geonames:3021687	Dauphin	attested	S					""
geonames:3021838	(Civitas Lingonum)	attested	S	1	300			""
geonames:3021849	Dammartin-Marpain	attested	S	1	300			""
geonames:3021931	(Civitas Tribocorum)	attested	S	101	230			""
geonames:3022015	Curty	attested	S					""
geonames:3022164	Cucuron	attested	S					""
geonames:3022238	Cruas	attested	S					""
geonames:3022537	Vasio Vocontiorum, bei	attested	S	71	300			""
geonames:3022608	Creissels	attested	S					""
geonames:3022665	Cravanche	attested	S	201	300			""
geonames:3022811	(Civitas Lingonum)	attested	S	151	300			""
geonames:3023152	Courbehaye	attested	S					""
geonames:3023344	Arelate, bei	attested	S	1	100			""
geonames:3023370	(Civitas Lingonum)	attested	S	1	300			""
geonames:3023540	Corre	attested	S	1	300			""
geonames:3023576	Arelate, bei	attested	S					""
geonames:3023602	Baeterrae, bei	attested	S					""
geonames:3023712	(Civitas Lingonum)	attested	S	1	300			""
geonames:3023899	Conilhac-Corbières	attested	S					""
geonames:3024245	Colombières-sur-Orb	attested	S					""
geonames:3024284	(Civitas Lingonum)	attested	S	51	300			""
geonames:3024297	(Civitas Rauricorum)	attested	S	201	300			""
geonames:3024410	(Civitas Lingonum)	attested	S	171	300			""
geonames:3024479	Cocheren	attested	S					""
geonames:3024569	Clonas-sur-Varèze	attested	S					""
geonames:3024767	Clansayes	attested	S					""
geonames:3024771	Clans	attested	S	1	300			""
geonames:3024965	Cierzac	attested	S					""
geonames:3024967	Cierp-Gaud	attested	S					""
geonames:3024991	Chuzelles	attested	S	1	100			""
geonames:3024993	Chusclan	attested	S					""
geonames:3025068	(Civitas Lingonum)	attested	S	43				""
geonames:3025136	Chindrieux	attested	S					""
geonames:3025162	Vienna, bei	attested	S	285				""
geonames:3025438	(Civitas Lingonum)?	attested	S	201	300			""
geonames:3025604	Chémery-les-Deux	attested	S	69	200			""
geonames:3025656	Chazilly	attested	S					""
geonames:3025772	Chavagnes-en-Paillers	attested	S					""
geonames:3026046	(Civitas Lingonum)	attested	S	1	300			""
geonames:3026047	(Civitas Lingonum)	attested	S	1	300			""
geonames:3026054	Châtillon-sur-Colmont	attested	S	275				""
geonames:3026169	Chatelais	attested	S	401	600			""
geonames:3026188	Châteauvieux	attested	S	244	247			""
geonames:3026217	Châteauponsac	attested	S					""
geonames:3026232	Châteauneuf-du-Rhône	attested	S					""
geonames:3026804	Chaource	attested	S					""
geonames:3026978	Chanaz	attested	S					""
geonames:3026984	Chanaleilles	attested	S					""
geonames:3027055	Champoulet	attested	S	101	200			""
geonames:3027155	Champetières	attested	S					""
geonames:3027192	Champdivers	attested	S	101	250			""
geonames:3027496	(Civitas Lingonum)	attested	S	101	300			""
geonames:3027773	Cessey-sur-Tille	attested	S	51	100			""
geonames:3027936	Centrès	attested	S					""
geonames:3027950	Cenon	attested	S					""
geonames:3027969	Cemboing	attested	S	151	230			""
geonames:3028017	Baeterrae, bei	attested	S	-100	-51			""
geonames:3028029	Cébazan	attested	S	1	70			""
geonames:3028104	Cavillargues	attested	S					""
geonames:3028110	Caveirac	attested	S	245				""
geonames:3028336	Castelnau-Magnoac	attested	S					""
geonames:3028355	Castelnau-Barbarens	attested	S					""
geonames:3028431	Charsicis	attested	S					""
geonames:3028637	Carcès	attested	S					""
geonames:3029013	Camiac-et-Saint-Denis	attested	S					""
geonames:3029033	Camboulit	attested	S					""
geonames:3029069	Arausio, bei	attested	S					""
geonames:3029125	Callas	attested	S					""
geonames:3029131	Calignac	attested	S					""
geonames:3029140	Calenzana	attested	S					""
geonames:3029283	Cabriès	attested	S	506				""
geonames:3029374	Montmartre	attested	S					""
geonames:3029580	Bulgnéville	attested	S					""
geonames:3029697	Bubry	attested	S					""
geonames:3029958	Brochon	attested	S	151	230			""
geonames:3029995	Brioude	attested	S	550				""
geonames:3030001	Briord	attested	S					""
geonames:3030034	Brimont	attested	S					""
geonames:3030055	Briginno	attested	S	-27	120			""
geonames:3030457	(Civitas Lingonum)	attested	S	151	300			""
geonames:3030713	Bouxières-aux-Dames	attested	S					""
geonames:3030812	Boussereaucourt	attested	S	171	230			""
geonames:3030949	Bourg-S.-Maurice	attested	S	1	300			""
geonames:3030953	Bourg-Saint-Andéol	attested	S					""
geonames:3031256	Bouhy	attested	S					""
geonames:3031279	Bougey	attested	S	171	230			""
geonames:3031387	Bouc-Bel-Air	attested	S	-200	-171			""
geonames:3031572	Bordères-Louron	attested	S					""
geonames:3031801	Bonifacio	attested	S	22	25			""
geonames:3031868	Bollène	attested	S	161	180			""
geonames:3032257	(Civitas Lingonum)	attested	S	1	300			""
geonames:3032497	Bizanet	attested	S					""
geonames:3032549	(Civitas Tribocorum)	attested	S	1	300			""
geonames:3032634	Billière	attested	S					""
geonames:3032815	Biache-Saint-Vaast	attested	S					""
geonames:3032952	Beugnâtre	attested	S	101	200			""
geonames:3033059	Bessey-lès-Cîteaux	attested	S					""
geonames:3033224	Bersac	attested	S					""
geonames:3033241	Arelate, bei	attested	S					""
geonames:3033492	(Civitas Lingonum)	attested	S	1	300			""
geonames:3033845	(Civitas Lingonum)	attested	S	1	300			""
geonames:3034044	Vienna, bei	attested	S	501	600			""
geonames:3034135	Beaumotte-lès-Pin	attested	S	201	300			""
geonames:3034534	Baume-les-Messieurs	attested	S	1	300			""
geonames:3034781	Novioregum	attested	S					""
geonames:3034892	Barnave	attested	S					""
geonames:3034917	(Civitas Lingonum)	attested	S	101	300			""
geonames:3034967	Bard-le-Régulier	attested	S	151	250			""
geonames:3035088	Bapaume	attested	S					""
geonames:3035116	Banon	attested	S	501	700			""
geonames:3035267	Balaruc-le-Vieux	attested	S					""
geonames:3035311	Bairols	attested	S	1	100			""
geonames:3035656	(Civitas Tribocorum)	attested	S	171	300			""
geonames:3035828	(Civitas Lingonum)	attested	S	117	121			""
geonames:3036005	S.-Étienne-de-Tinée	attested	S	1	300			""
geonames:3036012	Auriol	attested	S					""
geonames:3036109	Aumes	attested	S	-30	14			""
geonames:3036281	Augusta Auscorum	attested	S					""
geonames:3036401	(Civitas Lingonum)	attested	S	1	300			""
geonames:3036534	Asque	attested	S					""
geonames:3036583	Ascros	attested	S	1	300			""
geonames:3036621	Arvieux-en-Queyras	attested	S	1	150			""
geonames:3036781	Arras-sur-Rhône	attested	S					""
geonames:3036822	Arpajon-sur-Cère	attested	S	401	600			""
geonames:3036957	Arinthod	attested	S	101	300			""
geonames:3037018	Argentomagus	attested	S					""
geonames:3037128	Ardiège	attested	S					""
geonames:3037206	Archettes	attested	S					""
geonames:3037229	(Civitas Lingonum)	attested	S	101	230			""
geonames:3037363	Apremont	attested	S	1	300			""
geonames:3037464	Anthéor	attested	S					""
geonames:3037598	Angoulême	attested	S					""
geonames:3037623	Anglefort	attested	S					""
geonames:3037705	Andon	attested	S	151	213			""
geonames:3037711	(Civitas Lingonum)	attested	S	31	300			""
geonames:3037726	Andernos-les-Bains	attested	S					""
geonames:3037735	(Civitas Lingonum)	attested	S	1	300			""
geonames:3037855	Amfroipret	attested	S					""
geonames:3037891	Ambres	attested	S					""
geonames:3038086	Allones	attested	S					""
geonames:3038155	Allemagne	attested	S	101	200			""
geonames:3038217	Alex	attested	S					""
geonames:3038266	La Bâthie	attested	S	101	200			""
geonames:3038473	Aiguilles	attested	S	51	100			""
geonames:3038589	Agonès	attested	S					""
geonames:3038596	Agnin	attested	S					""
geonames:3038628	Ageville	attested	S	97				""
geonames:3042287	S. Peter Port	attested	S	201	300			""
geonames:3042929	Veszprém	attested	S	1	300			""
geonames:3042945	Vérteskethely	attested	S	141				""
geonames:3043095	Várpalota	attested	S	101	235			""
geonames:3043154	Várgesztes	attested	S	101	300			""
geonames:3043254	Vág	attested	S	213	217			""
geonames:3044082	Tatabánya	attested	S	101	300			""
geonames:3044119	Tarján	attested	S	161	470			""
geonames:3044163	Táp?	attested	S	51	250			""
geonames:3044190	Tajó	attested	S	154	161			""
geonames:3044455	Szil	attested	S	171	300			""
geonames:3044542	Nagyszentpál-Puszta	attested	S	151	250			""
geonames:3044590	Szentlászló	attested	S	301	400			""
geonames:3044691	Szentbékkálla	attested	S	101	400			""
geonames:3044760	Szekszárd	attested	S	71	330			""
geonames:3044968	Szákszend	attested	S	171	300			""
geonames:3045017	Szabadszállás	attested	S	401	500			""
geonames:3045212	Somogyvár	attested	S	1	300			""
geonames:3045251	Szomor	attested	S	1	300			""
geonames:3045332	Siófok?	attested	S	101	150			""
geonames:3045364	Siklós	attested	S	171	300			""
geonames:3045542	Sárisáp	attested	S	1	300			""
geonames:3045558	Sáregres	attested	S	101	300			""
geonames:3045878	Répcevis	attested	S	1	37			""
geonames:3045917	Regöly	attested	S	148				""
geonames:3045935	Ravazd	attested	S	101	230			""
geonames:3045991	Rajka - Bezenye, zwischen	attested	S	284	375			""
geonames:3046044	Rábaszentmihály	attested	S	171	250			""
geonames:3046073	Pusztavám	attested	S	401	500			""
geonames:3046230	Pomáz	attested	S	71	305			""
geonames:3046349	Piliscsév	attested	S	101	310			""
geonames:3046488	Pér, bei	attested	S	115				""
geonames:3046693	Pannonhalma	attested	S	101	300			""
geonames:3046709	Paloznak	attested	S	101	250			""
geonames:3046853	Osli	attested	S	1	300			""
geonames:3046855	Öskü	attested	S	101	300			""
geonames:3046856	Ősi?	attested	S	201	250			""
geonames:3046864	Örvényes	attested	S	101	300			""
geonames:3047123	Ordacsehi	attested	S	1	200			""
geonames:3047201	Őcsény	attested	S	131	170			""
geonames:3047364	Neszmély	attested	S	101	300			""
geonames:3047443	Naszály	attested	S	201	300			""
geonames:3047478	Nagyvázsony	attested	S	1	300			""
geonames:3047679	Nagykanizsa	attested	S					""
geonames:3047724	Nagyharsány	attested	S	201	250			""
geonames:3047804	Contra Florentiam, aus?	attested	S	194				""
geonames:3047927	Mór	attested	S	171	300			""
geonames:3047942	Monor	attested	S					""
geonames:3047967	Mohács	attested	S	240				""
geonames:3047986	Mogyoród	attested	S	101	300			""
geonames:3048576	Magyarszék	attested	S	201	250			""
geonames:3048707	Lovászpatona	attested	S	151	200			""
geonames:3048852	Lengyeltóti?	attested	S	101	200			""
geonames:3048888	Lébény	attested	S	171	300			""
geonames:3048895	Leányfalu	attested	S	1	300			""
geonames:3048899	Lázi	attested	S	201	300			""
geonames:3049120	Külsővat	attested	S	171	300			""
geonames:3049539	Kölked	attested	S	101	300			""
geonames:3049816	Kisoroszi	attested	S	151	250			""
geonames:3049855	Kislippó	attested	S	1	300			""
geonames:3049878	Kiskunlacháza	attested	S	51	150			""
geonames:3049930	Kisigmánd	attested	S	101	300			""
geonames:3050088	Kisbér	attested	S					""
geonames:3050136	Királyszentistván	attested	S	151	200			""
geonames:3050625	Kapospula	attested	S	201	300			""
geonames:3050736	Solt	attested	S	1	300			""
geonames:3050784	Kádárta	attested	S	101	300			""
geonames:3050890	Ács	attested	S	206				""
geonames:3050907	Jászberény	attested	S	1	300			""
geonames:3050927	Jánossomorja	attested	S	201	300			""
geonames:3051120	Bakonycsernye	attested	S	206				""
geonames:3051122	Várpalota	attested	S	71	230			""
geonames:3051514	Héreg	attested	S	101	200			""
geonames:3051610	Hédérvár	attested	S	51	130			""
geonames:3051657	Harta	attested	S	249				""
geonames:3051980	Györköny	attested	S	151	300			""
geonames:3052062	Gyermely	attested	S	101	230			""
geonames:3052077	Gyékényes, bei	attested	S	258				""
geonames:3052171	Görcsöny	attested	S	1	300			""
geonames:3052483	Báta	attested	S	236	238			""
geonames:3052640	Fertőrákos?	attested	S	1	300			""
geonames:3052796	Felsőnyáregyháza	attested	S	101	250			""
geonames:3052844	Dalmand	attested	S	51	150			""
geonames:3053132	Fadd	attested	S	235				""
geonames:3053281	Érd	attested	S	51	198			""
geonames:3053432	Dunavecse	attested	S	51	350			""
geonames:3053434	Dunavarsány	attested	S	101	300			""
geonames:3053467	(Dunántúl)	attested	S	149	222			""
geonames:3053476	Dunakeszi	attested	S	101	400			""
geonames:3053489	Dunaföldvár	attested	S	131	250			""
geonames:305349	Colbasa	attested	S					""
geonames:3053490	Contra Florentiam?	attested	S	200	201			""
geonames:3053497	Dunaalmás	attested	S	242	268			""
geonames:3053590	Dombóvár	attested	S	71	250			""
geonames:3053676	Ugod	attested	S	71	150			""
geonames:3053863	Csurgó	attested	S	1	300			""
geonames:3053938	Csopak	attested	S	1	300			""
geonames:3054144	Csetény	attested	S	200				""
geonames:3054164	Cserszegtomaj	attested	S	101	200			""
geonames:3054359	Császár	attested	S	101	300			""
geonames:3054809	Bonyhád	attested	S	71	200			""
geonames:3054811	Bőny	attested	S	222	235			""
geonames:3054853	Bölcske	attested	S	71	400			""
geonames:3054863	Bokod	attested	S	1	300			""
geonames:3054903	Bogád	attested	S	331	370			""
geonames:3054910	Bodrog	attested	S	71	200			""
geonames:3055024	Bikács	attested	S	101	150			""
geonames:3055288	Bátmonostor	attested	S	1	300			""
geonames:3055298	Bátaszék	attested	S	171	300			""
geonames:3055399	Bán	attested	S	1	300			""
geonames:3055414	Annamatia	attested	S	1	300			""
geonames:3055524	Balatonszőlős	attested	S	151	300			""
geonames:3055566	Balatonfüred	attested	S	151	250			""
geonames:3055590	Balatonalmádi	attested	S	131	170			""
geonames:3055619	Bakonyszücs	attested	S	1	300			""
geonames:3055644	Bakonycsernye	attested	S	101	200			""
geonames:3055671	Bajót	attested	S	131	300			""
geonames:3055674	Bajna	attested	S	201	300			""
geonames:3055770	Bábonymegyer	attested	S	1	300			""
geonames:3055806	Attala	attested	S	150	300			""
geonames:3056104	Alsónyék	attested	S	236				""
geonames:3056357	Ajka	attested	S	71	250			""
geonames:3056437	Ács	attested	S	101	300			""
geonames:3056757	Virt	attested	S	201	300			""
geonames:3057140	Laugaricio	attested	S	179	180			""
geonames:3058413	Okoličná na Ostrove	attested	S	1	300			""
geonames:305879	Küçüknefes	attested	S	197	198			""
geonames:3060713	Chotín	attested	S	131	200			""
geonames:3061071	Bíňa	attested	S	205	208			""
geonames:3061197	Balvany	attested	S	101	300			""
geonames:306446	Körpeli	attested	S	272	275			""
geonames:3070193	Mušov	attested	S	151	200			""
geonames:307037	Kizlarsuyu	attested	S	286	305			""
geonames:3077172	Bratislava	attested	S	201	300			""
geonames:307725	(Civitas Tribocorum)	attested	S	31	250			""
geonames:307731	Kiravdan	attested	S					""
geonames:3104394	Yunquera de Henares	attested	S					""
geonames:3104435	Yecla de Yeltes	attested	S	1	200			""
geonames:3104444	Yanguas	attested	S					""
geonames:3104455	Wamba	attested	S					""
geonames:3104464	Voces	attested	S					""
geonames:3104466	Vizmanos	attested	S					""
geonames:3104615	Vilouchada	attested	S					""
geonames:3104793	Villasumil	attested	S					""
geonames:3104838	Villasbuenas de Gata	attested	S					""
geonames:3104849	Villasabariego	attested	S					""
geonames:3105039	Villar del Río	attested	S					""
geonames:3105054	Villar del Buey	attested	S					""
geonames:3105055	Villar de la Yegua	attested	S	101	200			""
geonames:3105149	Villaquejida	attested	S					""
geonames:3105184	Vilanova i la Geltrú	attested	S	51	200			""
geonames:3105269	Villanueva de Argaño	attested	S	58				""
geonames:3105272	Vilanova d'Alcolea	attested	S	213	214			""
geonames:3105367	Villamiel	attested	S	1	100			""
geonames:3105396	Villamayor de los Montes	attested	S					""
geonames:3105437	Mantua Carpetanorum	attested	S					""
geonames:3105481	Villalís	attested	S	175				""
geonames:3105494	Villalcampo	attested	S					""
geonames:3105527	Villalazán	attested	S					""
geonames:3105548	Villahoz	attested	S	1	200			""
geonames:3105573	Villagarcía de la Vega	attested	S	1	100			""
geonames:3105679	Villadecanes	attested	S	224				""
geonames:3105748	Villablino	attested	S					""
geonames:3106086	Verin	attested	S					""
geonames:3106396	Valverde del Fresno	attested	S	101	300			""
geonames:3106461	Valpalmas	attested	S					""
geonames:3106464	Valoria de Aguilar	attested	S	323				""
geonames:3106478	Valmartino	attested	S	69	96			""
geonames:3106492	Valls	attested	S					""
geonames:3106574	Valle de Santullán	attested	S					""
geonames:3106718	Valencia de Don Juan	attested	S					""
geonames:3106755	Valdevacas	attested	S					""
geonames:3106991	Ipolcobulcula, bei	attested	S	71	200			""
geonames:3107019	Colonia Clunia Sulpicia, bei	attested	S					""
geonames:3107269	Undués de Lerda	attested	S	312	337			""
geonames:3107275	Uncastillo	attested	S	1	300			""
geonames:3107306	Ullastrell	attested	S	301	400			""
geonames:3107317	Ujo	attested	S					""
geonames:3107355	Ubierna	attested	S					""
geonames:3107545	Trébago	attested	S	51	100			""
geonames:3107615	Traguntía	attested	S	5	230			""
