ID,Language_ID,Lemma,Present,Past,Future,Imperative,Analysis_Source,Comment,Source
v-3e7da73a3de5-PH,xct,སྒྲིལ,སྒྲིལ,བསྒྲིལ,བསྒྲིལ,སྒྲིལ,PH,,tvd
v-3e7da73a3de5-KN,xct,སྒྲིལ,སྒྲིལ,བསྒྲིལ,བསྒྲིལ,སྒྲིལ,KN,,tvd
v-87094d0c1885-TDC,xct,སྒྲུག,སྒྲུག,བསྒྲུགས,བསྒྲུག,སྒྲུགས,TDC,,tvd
v-87094d0c1885-GT,xct,སྒྲུག,སྒྲུག,བསྒྲུགས,བསྒྲུག,སྒྲུགས,GT,,tvd
v-87094d0c1885-KN,xct,སྒྲུག,སྒྲུག,བསྒྲུགས,བསྒྲུག,སྒྲུགས,KN,,tvd
v-2fb73f36201a-TDC,xct,སྒྲུང,སྒྲུང,བསྒྲུངས,བསྒྲུང,སྒྲུངས,TDC,,tvd
v-2fb73f36201a-GT,xct,སྒྲུང,སྒྲུང,བསྒྲུངས,བསྒྲུང,སྒྲུངས,GT,,tvd
v-072886fa0598-GT,xct,སྒྲུན,སྒྲུན,བསྒྲུན༼ད༽,བསྒྲུན,སྒྲུན༼ད༽,GT,,tvd
v-3e5904164db9-TDC,xct,སྒྲུན,སྒྲུན,བསྒྲུན,བསྒྲུན,སྒྲུན,TDC,,tvd
v-3e5904164db9-KN,xct,སྒྲུན,སྒྲུན,བསྒྲུན,བསྒྲུན,སྒྲུན,KN,,tvd
v-713817f0c633-TDC,xct,སྒྲུབ,སྒྲུབ,བསྒྲུབས,བསྒྲུབ,སྒྲུབས,TDC,,tvd
v-713817f0c633-PH,xct,སྒྲུབ,སྒྲུབ,བསྒྲུབས,བསྒྲུབ,སྒྲུབས,PH,,tvd
v-713817f0c633-GT,xct,སྒྲུབ,སྒྲུབ,བསྒྲུབས,བསྒྲུབ,སྒྲུབས,GT,,tvd
v-713817f0c633-KN,xct,སྒྲུབ,སྒྲུབ,བསྒྲུབས,བསྒྲུབ,སྒྲུབས,KN,,tvd
v-d97c66a1cfe4-TDC,xct,སྒྲེ,སྒྲེ,བསྒྲེས,བསྒྲེ,སྒྲེས,TDC,,tvd
v-d97c66a1cfe4-GT,xct,སྒྲེ,སྒྲེ,བསྒྲེས,བསྒྲེ,སྒྲེས,GT,,tvd
v-d97c66a1cfe4-KN,xct,སྒྲེ,སྒྲེ,བསྒྲེས,བསྒྲེ,སྒྲེས,KN,,tvd
v-71076a99c7f5-KN,xct,སྒྲེག,སྒྲེག,སྒྲེག,སྒྲེག,,KN,,tvd
v-2248efbf05e9-TDC,xct,སྒྲེང,སྒྲེང,བསྒྲེངས,བསྒྲེང,སྒྲེངས,TDC,,tvd
v-2248efbf05e9-PH,xct,སྒྲེང,སྒྲེང,བསྒྲེངས,བསྒྲེང,སྒྲེངས,PH,,tvd
v-2248efbf05e9-GT,xct,སྒྲེང,སྒྲེང,བསྒྲེངས,བསྒྲེང,སྒྲེངས,GT,,tvd
v-2248efbf05e9-KN,xct,སྒྲེང,སྒྲེང,བསྒྲེངས,བསྒྲེང,སྒྲེངས,KN,,tvd
v-b85eaa332c08-TDC,xct,སྒྲོག,སྒྲོག,བསྒྲགས,བསྒྲག,སྒྲོགས,TDC,,tvd
v-b85eaa332c08-GT,xct,སྒྲོག,སྒྲོག,བསྒྲགས,བསྒྲག,སྒྲོགས,GT,,tvd
v-b85eaa332c08-KN,xct,སྒྲོག,སྒྲོག,བསྒྲགས,བསྒྲག,སྒྲོགས,KN,,tvd
v-cd91ae0fb685-TDC,xct,སྒྲོག,སྒྲོག,བསྒྲོགས,བསྒྲོག,སྒྲོགས,TDC,,tvd
v-cd91ae0fb685-GT,xct,སྒྲོག,སྒྲོག,བསྒྲོགས,བསྒྲོག,སྒྲོགས,GT,,tvd
v-4a6e56f40fe7-PH,xct,སྒྲོགས,སྒྲོགས,བསྒྲོགས,བསྒྲོག,སྒྲོགས,PH,,tvd
v-d57329e08891-TDC,xct,སྒྲོང,སྒྲོང,བསྒྲངས,བསྒྲང,སྒྲོངས,TDC,,tvd
v-d57329e08891-KN,xct,སྒྲོང,སྒྲོང,བསྒྲངས,བསྒྲང,སྒྲོངས,KN,,tvd
v-2fa9e37303df-TDC,xct,སྒྲོད,སྒྲོད,བསྒྲོད,བསྒྲོད,སྒྲོད,TDC,,tvd
v-61bb1b7a2409-GT,xct,སྒྲོན,སྒྲོན,བསྒྲོན༼ད༽,བསྒྲོན,སྒྲོན༼ད༽,GT,,tvd
v-f669fca81fd1-TDC,xct,སྒྲོན,སྒྲོན,བསྒྲོན,བསྒྲོན,སྒྲོན,TDC,,tvd
v-f669fca81fd1-KN,xct,སྒྲོན,སྒྲོན,བསྒྲོན,བསྒྲོན,སྒྲོན,KN,,tvd
v-d144d0de216c-GT,xct,སྒྲོལ,སྒྲོལ,བསྒྲལ༼ད༽,བསྒྲལ,སྒྲོལ༼ད༽,GT,,tvd
v-aa3edfa08a7f-TDC,xct,སྒྲོལ,སྒྲོལ,བསྒྲལ,བསྒྲལ,སྒྲོལ,TDC,,tvd
v-aa3edfa08a7f-PH,xct,སྒྲོལ,སྒྲོལ,བསྒྲལ,བསྒྲལ,སྒྲོལ,PH,,tvd
v-aa3edfa08a7f-KN,xct,སྒྲོལ,སྒྲོལ,བསྒྲལ,བསྒྲལ,སྒྲོལ,KN,,tvd
v-41266c5c9e3e-TDC,xct,བརྒྱལ,བརྒྱལ,བརྒྱལ,བརྒྱལ,,TDC,,tvd
v-41266c5c9e3e-KN,xct,བརྒྱལ,བརྒྱལ,བརྒྱལ,བརྒྱལ,,KN,,tvd
v-b501e892f479-TDC,xct,བརྒྱུད,བརྒྱུད,བརྒྱུད,བརྒྱུད,,TDC,,tvd
v-174f780ea303-KN,xct,བརྒྱུད,བརྒྱུད,བརྒྱུད,བརྒྱུད,བརྒྱུད,KN,,tvd
v-8cf958e20862-TDC,xct,བསྒྱིངས,བསྒྱིངས,བསྒྱིངས,བསྒྱིངས,,TDC,,tvd
v-5cecfaad68b1-TDC,xct,བསྒྲད,བསྒྲད,བསྒྲད,བསྒྲད,བསྒྲོད,TDC,,tvd
v-886c91b238b6-GT,xct,ངར,ངར,ངར༼ད༽,ངར,ངར༼ད༽,GT,,tvd
v-5a708ae99cc0-TDC,xct,ངར,ངར,ངར,ངར,,TDC,,tvd
v-0807e63d721a-GT,xct,ངལ,ངལ,ངལ༼ད༽,ངལ,ངལ༼ད༽,GT,,tvd
v-437f5332ad6b-TDC,xct,ངལ,ངལ,ངལ,ངལ,,TDC,,tvd
v-437f5332ad6b-KN,xct,ངལ,ངལ,ངལ,ངལ,,KN,,tvd
v-da6bfeef8614-PH,xct,ངལ,ངལ,ངལ,ངལ,ངལ,PH,,tvd
v-1abf984251ad-KN,xct,ངུ,ངུ,ངལ,ངུ,,KN,,tvd
v-e967a7464fd8-TDC,xct,ངུ,ངུ,ངུས,ངུ,ངུས,TDC,,tvd
v-e967a7464fd8-GT,xct,ངུ,ངུ,ངུས,ངུ,ངུས,GT,,tvd
v-ba549fb26431-TDC,xct,ངུར,ངུར,ངུར,ངུར,,TDC,,tvd
v-eb5c04e70bd7-TDC,xct,ངེར,ངེར,ངེར,ངེར,,TDC,,tvd
v-aa5644222acc-TDC,xct,ངེས,ངེས,ངེས,ངེས,,TDC,,tvd
v-f2837af89874-PH,xct,ངེས,ངེས,ངེས,ངེས,ངེས,PH,,tvd
v-f2837af89874-GT,xct,ངེས,ངེས,ངེས,ངེས,ངེས,GT,,tvd
v-f2837af89874-KN,xct,ངེས,ངེས,ངེས,ངེས,ངེས,KN,,tvd
v-669d6a06cf8f-TDC,xct,ངོམ,ངོམ,ངོམས,ངོམ,ངོམས,TDC,,tvd
v-669d6a06cf8f-PH,xct,ངོམ,ངོམ,ངོམས,ངོམ,ངོམས,PH,,tvd
v-669d6a06cf8f-GT,xct,ངོམ,ངོམ,ངོམས,ངོམ,ངོམས,GT,,tvd
v-669d6a06cf8f-KN,xct,ངོམ,ངོམ,ངོམས,ངོམ,ངོམས,KN,,tvd
v-63b21c7f1b51-TDC,xct,ངོམས,ངོམས,ངོམས,ངོམས,,TDC,,tvd
v-a04650e46a79-GT,xct,དངང,དངང,དངངས,དངང,དངངས,GT,,tvd
v-2bb62e9f2f72-TDC,xct,དངངས,དངངས,དངངས,དངངས,,TDC,,tvd
v-2bb62e9f2f72-KN,xct,དངངས,དངངས,དངངས,དངངས,,KN,,tvd
v-73960a935480-GT,xct,དངར,དངར,དངར༼ད༽,དངར,དངར༼ད༽,GT,,tvd
v-324aef248434-TDC,xct,དངར,དངར,དངར,དངར,,TDC,,tvd
v-f8775222bc6f-KN,xct,དངར,དངར,དངར,དངར,དངར,KN,,tvd
v-be4a8184057d-TDC,xct,མངག,མངག,མངགས,མངག,མངོགས,TDC,,tvd
v-be4a8184057d-GT,xct,མངག,མངག,མངགས,མངག,མངོགས,GT,,tvd
v-be4a8184057d-KN,xct,མངག,མངག,མངགས,མངག,མངོགས,KN,,tvd
v-03bf6368bca9-PH,xct,མངའ,མངའ,མངའ,མངའ,,PH,,tvd
v-058662861643-GT,xct,མངའ,མངའ,མངའ,མངའ,མངའ,GT,,tvd
v-c01a2143c453-GT,xct,མངོན,མངོན,མངོན༼ད༽,མངོན,མངོན༼ད༽,GT,,tvd
v-c5d735a30b49-TDC,xct,མངོན,མངོན,མངོན,མངོན,,TDC,,tvd
v-2a7c0d4cb837-PH,xct,མངོན,མངོན,མངོན,མངོན,མངོན,PH,,tvd
v-2a7c0d4cb837-KN,xct,མངོན,མངོན,མངོན,མངོན,མངོན,KN,,tvd
v-0b1ec27ff068-GT,xct,རྔ,རྔ,བརྔས,བརྔ,རྔས,GT,,tvd
v-f7f9ba3270a9-TDC,xct,རྔ,རྔ,བརྔས,བརྔ,རྔོས,TDC,,tvd
v-f7f9ba3270a9-PH,xct,རྔ,རྔ,བརྔས,བརྔ,རྔོས,PH,,tvd
v-f7f9ba3270a9-KN,xct,རྔ,རྔ,བརྔས,བརྔ,རྔོས,KN,,tvd
v-b64f1046125b-GT,xct,རྔག,རྔག,བརྔབས,བརྔབ,རྔབས,GT,,tvd
v-01e369e7e33a-GT,xct,རྔན,རྔན,བརྔན༼ད༽,བརྔན,རྔན༼ད༽,GT,,tvd
v-d00b53a6aca1-TDC,xct,རྔན,རྔན,བརྔན,བརྔན,རྔོན,TDC,,tvd
v-d00b53a6aca1-KN,xct,རྔན,རྔན,བརྔན,བརྔན,རྔོན,KN,,tvd
v-4a979a2fe57c-TDC,xct,རྔབ,རྔབ,བརྔབས,བརྔབ,,TDC,,tvd
v-96677989658f-TDC,xct,རྔམ,རྔམ,བརྔམས,བརྔམ,,TDC,,tvd
v-dbea964a4c02-PH,xct,རྔམ,རྔམ,བརྔམས,བརྔམ,རྔམས,PH,,tvd
v-dbea964a4c02-GT,xct,རྔམ,རྔམ,བརྔམས,བརྔམ,རྔམས,GT,,tvd
v-606d720a4416-TDC,xct,རྔུབ,རྔུབ,བརྔུབས,བརྔུབ,རྔུབས,TDC,,tvd
v-606d720a4416-GT,xct,རྔུབ,རྔུབ,བརྔུབས,བརྔུབ,རྔུབས,GT,,tvd
v-606d720a4416-KN,xct,རྔུབ,རྔུབ,བརྔུབས,བརྔུབ,རྔུབས,KN,,tvd
v-9dea146cc0c3-GT,xct,རྔུལ,རྔུལ,རྔུལ༼ད༽,རྔུལ,རྔུལ༼ད༽,GT,,tvd
v-d6047d2a9b56-TDC,xct,རྔུལ,རྔུལ,རྔུལ,རྔུལ,,TDC,,tvd
v-d6047d2a9b56-KN,xct,རྔུལ,རྔུལ,རྔུལ,རྔུལ,,KN,,tvd
v-a3862591a78d-GT,xct,རྔུལ,རྔུལ,བརྔུལ༼ད༽,བརྔུལ,རྔུལ༼ད༽,GT,,tvd
v-427b9a3e2948-TDC,xct,རྔོ,རྔོ,བརྔོས,བརྔོ,རྔོས,TDC,,tvd
v-427b9a3e2948-GT,xct,རྔོ,རྔོ,བརྔོས,བརྔོ,རྔོས,GT,,tvd
v-427b9a3e2948-KN,xct,རྔོ,རྔོ,བརྔོས,བརྔོ,རྔོས,KN,,tvd
v-1d709aed8d8e-TDC,xct,རྔོད,རྔོད,བརྔོད,བརྔོད,རྔོད,TDC,,tvd
v-1d709aed8d8e-GT,xct,རྔོད,རྔོད,བརྔོད,བརྔོད,རྔོད,GT,,tvd
v-b542ea56fac9-TDC,xct,རྔོད,རྔོད,བརྔོས,བརྔོད,རྔོས,TDC,,tvd
v-8a7c35dfb4c8-GT,xct,རྔོན,རྔོན,བརྔོན༼ད༽,བརྔོན,རྔོན༼ད༽,GT,,tvd
v-6d025b2708cd-TDC,xct,རྔོན,རྔོན,བརྔོན,བརྔོན,རྔོན,TDC,,tvd
v-6d025b2708cd-KN,xct,རྔོན,རྔོན,བརྔོན,བརྔོན,རྔོན,KN,,tvd
v-f99f15c17b84-GT,xct,སྔང,སྔང,སྔངས,སྔང,སྔངས,GT,,tvd
v-8680f842a39b-PH,xct,སྔལ,སྔལ,བསྔལ,བསྔལ,སྔལ,PH,,tvd
v-d75d29e43b60-GT,xct,སྔས,སྔས,བསྔས,བསྔས,སྔས,GT,,tvd
v-64a5b9972d8e-TDC,xct,སྔོ,སྔོ,བསྔོས,བསྔོ,,TDC,,tvd
v-e72b5eb09b7d-TDC,xct,སྔོ,སྔོ,བསྔོས,བསྔོ,སྔོས,TDC,,tvd
v-e72b5eb09b7d-PH,xct,སྔོ,སྔོ,བསྔོས,བསྔོ,སྔོས,PH,,tvd
v-e72b5eb09b7d-GT,xct,སྔོ,སྔོ,བསྔོས,བསྔོ,སྔོས,GT,,tvd
v-e72b5eb09b7d-KN,xct,སྔོ,སྔོ,བསྔོས,བསྔོ,སྔོས,KN,,tvd
v-bb80669884eb-TDC,xct,སྔོག,སྔོག,བསྔོགས,བསྔོག,སྔོགས,TDC,,tvd
v-bb80669884eb-GT,xct,སྔོག,སྔོག,བསྔོགས,བསྔོག,སྔོགས,GT,,tvd
v-bb80669884eb-KN,xct,སྔོག,སྔོག,བསྔོགས,བསྔོག,སྔོགས,KN,,tvd
v-8ee39b43e729-TDC,xct,བསྔགས,བསྔགས,བསྔགས,བསྔགས,བསྔགས,TDC,,tvd
v-8ee39b43e729-PH,xct,བསྔགས,བསྔགས,བསྔགས,བསྔགས,བསྔགས,PH,,tvd
v-8ee39b43e729-GT,xct,བསྔགས,བསྔགས,བསྔགས,བསྔགས,བསྔགས,GT,,tvd
v-8ee39b43e729-KN,xct,བསྔགས,བསྔགས,བསྔགས,བསྔགས,བསྔགས,KN,,tvd
v-e55fdeaded00-TDC,xct,གཅི,གཅི,གཅིས,གཅི,གཅིས,TDC,,tvd
v-e55fdeaded00-KN,xct,གཅི,གཅི,གཅིས,གཅི,གཅིས,KN,,tvd
v-1832877ef64c-GT,xct,གཅི,གཅི,གཅིས༼བཅིས༽,གཅི༼བཅི༽,གཅི༼གཅིས༽,GT,,tvd
v-5bddc514788f-TDC,xct,གཅིར,གཅིར,གཅིར,གཅིར,གཅིར,TDC,,tvd
v-8ecba5b16045-TDC,xct,གཅུ,གཅུ,གཅུས,གཅུ,གཅུས,TDC,,tvd
v-8ecba5b16045-KN,xct,གཅུ,གཅུ,གཅུས,གཅུ,གཅུས,KN,,tvd
v-398bdd8b07af-GT,xct,གཅུད,གཅུད,གཅུས,གཅུ,འཆུས,GT,,tvd
v-9e6d465f8dfa-KN,xct,གཅུར,གཅུར,གཅུར,གཅུར,ཆུར,KN,,tvd
v-9ede6eeada6d-TDC,xct,གཅུར,གཅུར,བཅུར,བཅུར,ཆུར,TDC,,tvd
v-f0c95644e643-GT,xct,གཅེམ,གཅེམ,བཅེམས,བཅེམ,གཅེམས,GT,,tvd
v-fd8c5dcee071-GT,xct,གཅེར,གཅེར,བཅར༼ད༽,བཅར,གཅེར༼ད༽,GT,,tvd
v-bab90d2f30b5-TDC,xct,གཅེས,གཅེས,གཅེས,གཅེས,,TDC,,tvd
v-bab90d2f30b5-PH,xct,གཅེས,གཅེས,གཅེས,གཅེས,,PH,,tvd
v-ef033d5edb1e-TDC,xct,གཅེས,གཅེས,གཅེས,གཅེས,གཅེས,TDC,,tvd
v-ef033d5edb1e-PH,xct,གཅེས,གཅེས,གཅེས,གཅེས,གཅེས,PH,,tvd
v-ef033d5edb1e-GT,xct,གཅེས,གཅེས,གཅེས,གཅེས,གཅེས,GT,,tvd
v-ef033d5edb1e-KN,xct,གཅེས,གཅེས,གཅེས,གཅེས,གཅེས,KN,,tvd
v-7c6acbc30a92-TDC,xct,གཅོག,གཅོག,བཅག,གཅག,ཆོག,TDC,,tvd
v-7c6acbc30a92-PH,xct,གཅོག,གཅོག,བཅག,གཅག,ཆོག,PH,,tvd
v-9f59d4e9decf-GT,xct,གཅོག,གཅོག,བཅག,གཅག,ཆོགས,GT,,tvd
v-9f59d4e9decf-KN,xct,གཅོག,གཅོག,བཅག,གཅག,ཆོགས,KN,,tvd
v-3687fd746a4a-TDC,xct,གཅོད,གཅོད,བཅད,གཅད,ཆོད,TDC,,tvd
v-3687fd746a4a-PH,xct,གཅོད,གཅོད,བཅད,གཅད,ཆོད,PH,,tvd
v-3687fd746a4a-GT,xct,གཅོད,གཅོད,བཅད,གཅད,ཆོད,GT,,tvd
v-3687fd746a4a-KN,xct,གཅོད,གཅོད,བཅད,གཅད,ཆོད,KN,,tvd
v-91d390432769-KN,xct,གཅོམ,གཅོམ,གཅོམས,གཅོམ,ཅོམས,KN,,tvd
v-6951936f4b83-GT,xct,གཅོམ,གཅོམ,བཅམ,གཅམ,གཅོམས,GT,,tvd
v-3d43c5d282fa-TDC,xct,གཅོམ,གཅོམ,བཅམས,བཅམ,གཅོམས,TDC,,tvd
v-93b7cc5f0a26-GT,xct,གཅོར,གཅོར,བཅར,གཅར,གཅོར༼ད༽,GT,,tvd
v-0ed4497b2e2e-TDC,xct,གཅོར,གཅོར,བཅར,གཅར,གཅོར,TDC,,tvd
v-0ed4497b2e2e-KN,xct,གཅོར,གཅོར,བཅར,གཅར,གཅོར,KN,,tvd
v-e0c7e7ecbe42-TDC,xct,གཅོལ,གཅོལ,གཅོལ,གཅོལ,གཅོལ,TDC,,tvd
v-3e5ccd41f884-KN,xct,བཅིར,བཅིར,བཅིར,བཅིར,བཅིར,KN,,tvd
v-1201b3c2a3ce-TDC,xct,བཅེམ,བཅེམ,བཅེམས,བཅེམ,བཅེམས,TDC,,tvd
v-1201b3c2a3ce-KN,xct,བཅེམ,བཅེམ,བཅེམས,བཅེམ,བཅེམས,KN,,tvd
v-f227cda9fa9a-TDC,xct,བཅེར,བཅེར,བཅེར,བཅེར,,TDC,,tvd
v-c76d3485dea0-TDC,xct,ལྕིགས,ལྕིགས,ལྕིགས,ལྕིགས,,TDC,,tvd
v-e13c9fc16413-TDC,xct,ལྕེབ,ལྕེབ,ལྕེབས,ལྕེབ,ལྕེབས,TDC,,tvd
v-e13c9fc16413-KN,xct,ལྕེབ,ལྕེབ,ལྕེབས,ལྕེབ,ལྕེབས,KN,,tvd
v-9762393a8494-TDC,xct,ལྕོགས,ལྕོགས,ལྕོགས,ལྕོགས,,TDC,,tvd
v-66770504c37d-GT,xct,ལྕོགས,ལྕོགས,ལྕོགས,ལྕོགས,ལྕོགས,GT,,tvd
v-15ce81207e42-GT,xct,ཆ,ཆ,ཆས,ཆ,ཆས,GT,,tvd
v-ffd107fd005b-TDC,xct,ཆག,ཆག,ཆག,ཆག,,TDC,,tvd
v-ffd107fd005b-PH,xct,ཆག,ཆག,ཆག,ཆག,,PH,,tvd
v-bb65431fddcd-TDC,xct,ཆགས,ཆགས,ཆགས,ཆགས,,TDC,,tvd
v-bb65431fddcd-KN,xct,ཆགས,ཆགས,ཆགས,ཆགས,,KN,,tvd
v-b0c16a690f7f-PH,xct,ཆགས,ཆགས,ཆགས,ཆགས,ཆགས,PH,,tvd
v-b0c16a690f7f-GT,xct,ཆགས,ཆགས,ཆགས,ཆགས,ཆགས,GT,,tvd
v-652babc62a63-TDC,xct,ཆས,ཆས,ཆས,ཆས,,TDC,,tvd
v-652babc62a63-PH,xct,ཆས,ཆས,ཆས,ཆས,,PH,,tvd
v-c5dcd397af3e-KN,xct,ཆས,ཆས,ཆས,ཆས,ཆས,KN,,tvd
v-820559f5b796-PH,xct,ཆུག,ཆུག,ཆུགས,ཆུག,ཆུགས,PH,,tvd
v-820559f5b796-GT,xct,ཆུག,ཆུག,ཆུགས,ཆུག,ཆུགས,GT,,tvd
v-b4324668a3a6-TDC,xct,ཆུད,ཆུད,ཆུད,ཆུད,,TDC,,tvd
v-b4324668a3a6-PH,xct,ཆུད,ཆུད,ཆུད,ཆུད,,PH,,tvd
v-a9003f334eec-TDC,xct,ཆུབ,ཆུབ,ཆུབ,ཆུབ,,TDC,,tvd
v-eaf48c712b47-TDC,xct,ཆུམ,ཆུམ,,,,TDC,,tvd
v-83e19ffb7026-TDC,xct,ཆེས,ཆེས,ཆེས,ཆེས,,TDC,,tvd
v-6274e67ba140-TDC,xct,ཆོག,ཆོག,ཆོག,ཆོག,,TDC,,tvd
v-fac2ea55378f-PH,xct,ཆོག,ཆོག,ཆོག,ཆོག,ཆོག,PH,,tvd
v-fac2ea55378f-GT,xct,ཆོག,ཆོག,ཆོག,ཆོག,ཆོག,GT,,tvd
v-91a860ea8948-PH,xct,ཆོད,ཆོད,ཆོད,ཆོད,ཆོད,PH,,tvd
v-91a860ea8948-GT,xct,ཆོད,ཆོད,ཆོད,ཆོད,ཆོད,GT,,tvd
v-af45fcc2ec99-TDC,xct,ཆོམ,ཆོམ,ཆོམ,ཆོམ,,TDC,,tvd
v-af45fcc2ec99-PH,xct,ཆོམ,ཆོམ,ཆོམ,ཆོམ,,PH,,tvd
v-8cc2ea82af2e-TDC,xct,མཆི,མཆི,མཆིས,མཆི,,TDC,,tvd
v-8cc2ea82af2e-PH,xct,མཆི,མཆི,མཆིས,མཆི,,PH,,tvd
v-8cc2ea82af2e-KN,xct,མཆི,མཆི,མཆིས,མཆི,,KN,,tvd
v-83331ff6d961-GT,xct,མཆི,མཆི,མཆིས,མཆི,མཆིས,GT,,tvd
v-7a0ab962dc59-KN,xct,མཆིད,མཆིད,མཆིད,མཆིད,མཆིད,KN,,tvd
v-5ec7b3e99cfc-KN,xct,མཆིས,མཆིས,མཆིས,མཆིས,,KN,,tvd
v-bb3cfcb66bb0-PH,xct,མཆིས,མཆིས,མཆིས,མཆིས,མཆིས,PH,,tvd
v-bb3cfcb66bb0-GT,xct,མཆིས,མཆིས,མཆིས,མཆིས,མཆིས,GT,,tvd
v-5d9e418d6350-TDC,xct,མཆེད,མཆེད,མཆེད,མཆེད,,TDC,,tvd
v-5d9e418d6350-KN,xct,མཆེད,མཆེད,མཆེད,མཆེད,,KN,,tvd
v-0ee5d0795515-PH,xct,མཆེད,མཆེད,མཆེད,མཆེད,མཆེད,PH,,tvd
v-0ee5d0795515-GT,xct,མཆེད,མཆེད,མཆེད,མཆེད,མཆེད,GT,,tvd
v-27cd3069a3ec-TDC,xct,མཆོང,མཆོང,མཆོངས,མཆོང,མཆོངས,TDC,,tvd
v-27cd3069a3ec-GT,xct,མཆོང,མཆོང,མཆོངས,མཆོང,མཆོངས,GT,,tvd
v-27cd3069a3ec-KN,xct,མཆོང,མཆོང,མཆོངས,མཆོང,མཆོངས,KN,,tvd
v-fb0cdee07839-TDC,xct,མཆོད,མཆོད,མཆོད,མཆོད,མཆོད,TDC,,tvd
v-fb0cdee07839-PH,xct,མཆོད,མཆོད,མཆོད,མཆོད,མཆོད,PH,,tvd
v-fb0cdee07839-GT,xct,མཆོད,མཆོད,མཆོད,མཆོད,མཆོད,GT,,tvd
v-129716de982b-KN,xct,མཆོར,མཆོར,མཆོར,མཆོར,མཆོར,KN,,tvd
v-e383c795979f-TDC,xct,འཆག,འཆག,བཅགས,གཅག,ཆོགས,TDC,,tvd
v-e383c795979f-PH,xct,འཆག,འཆག,བཅགས,གཅག,ཆོགས,PH,,tvd
v-e383c795979f-KN,xct,འཆག,འཆག,བཅགས,གཅག,ཆོགས,KN,,tvd
v-5235f39035ef-GT,xct,འཆག,འཆག,བཅགས,བཅག,ཆོགས,GT,,tvd
v-a3ca29481b01-GT,xct,འཆག,འཆག,ཆག,འཆག,ཆག,GT,,tvd
v-67a0c8f1d67f-GT,xct,འཆགས,འཆགས,བཤགས,གཤགས,འཆགས,GT,,tvd
v-1816f1e7270c-TDC,xct,འཆགས,འཆགས,བཤགས,བཤག,བཤོགས,TDC,,tvd
v-1816f1e7270c-PH,xct,འཆགས,འཆགས,བཤགས,བཤག,བཤོགས,PH,,tvd
v-1816f1e7270c-KN,xct,འཆགས,འཆགས,བཤགས,བཤག,བཤོགས,KN,,tvd
v-890050fdab45-TDC,xct,འཆང,འཆང,བཅངས,བཅང,ཆོངས,TDC,,tvd
v-890050fdab45-PH,xct,འཆང,འཆང,བཅངས,བཅང,ཆོངས,PH,,tvd
v-890050fdab45-GT,xct,འཆང,འཆང,བཅངས,བཅང,ཆོངས,GT,,tvd
v-890050fdab45-KN,xct,འཆང,འཆང,བཅངས,བཅང,ཆོངས,KN,,tvd
v-95bf30b6a66a-TDC,xct,འཆད,འཆད,ཆད,འཆད,,TDC,,tvd
v-95bf30b6a66a-KN,xct,འཆད,འཆད,ཆད,འཆད,,KN,,tvd
v-3bda3fb2a7b1-PH,xct,འཆད,འཆད,ཆད,འཆད,ཆད,PH,,tvd
v-3bda3fb2a7b1-GT,xct,འཆད,འཆད,ཆད,འཆད,ཆད,GT,,tvd
v-1073180bb4e7-TDC,xct,འཆད,འཆད,བཤད,བཤད,ཤོད,TDC,,tvd
v-1073180bb4e7-PH,xct,འཆད,འཆད,བཤད,བཤད,ཤོད,PH,,tvd
v-1073180bb4e7-GT,xct,འཆད,འཆད,བཤད,བཤད,ཤོད,GT,,tvd
v-1073180bb4e7-KN,xct,འཆད,འཆད,བཤད,བཤད,ཤོད,KN,,tvd
v-1c73cca817ea-GT,xct,འཆབ,འཆབ,བཅབས,བཅབ,འཆབས,GT,,tvd
v-d89b7ad0873f-TDC,xct,འཆབ,འཆབ,བཅབས,བཅབ,འཆོབས,TDC,,tvd
v-81b0bdad39c1-GT,xct,འཆམ,འཆམ,འཆམས,འཆམ,འཆམས,GT,,tvd
v-60744ec37d0c-KN,xct,འཆམ,འཆམ,འཆམས,འཆམ,འཆོམས,KN,,tvd
v-d6e23b1915c3-PH,xct,འཆམ,འཆམ,འཆམས,འཆམས,,PH,,tvd
v-396862dc9654-TDC,xct,འཆམས,འཆམས,འཆམས,འཆམས,,TDC,,tvd
v-9083d4d4b371-TDC,xct,འཆམས,འཆམས,འཆམས,འཆམས,འཆོམས,TDC,,tvd
v-9083d4d4b371-PH,xct,འཆམས,འཆམས,འཆམས,འཆམས,འཆོམས,PH,,tvd
v-c33c53c39c4a-TDC,xct,འཆའ,འཆའ,བཅས,བཅའ,འཆོས,TDC,,tvd
v-c33c53c39c4a-PH,xct,འཆའ,འཆའ,བཅས,བཅའ,འཆོས,PH,,tvd
v-f2eba0fca8ad-TDC,xct,འཆའ,འཆའ,བཅས,བཅའ,,TDC,,tvd
v-f2eba0fca8ad-PH,xct,འཆའ,འཆའ,བཅས,བཅའ,,PH,,tvd
v-163bd22dd844-GT,xct,འཆའ,འཆའ,བཅས,བཅའ,འཆའ,GT,,tvd
v-c33c53c39c4a-KN,xct,འཆའ,འཆའ,བཅས,བཅའ,འཆོས,KN,,tvd
v-3d600a635d05-TDC,xct,འཆའ,འཆའ,འཆོས,འཆའ,འཆོས,TDC,,tvd
v-3d600a635d05-PH,xct,འཆའ,འཆའ,འཆོས,འཆའ,འཆོས,PH,,tvd
