ID,Language_ID,Lemma,Present,Past,Future,Imperative,Analysis_Source,Comment,Source
v-88b1b807f5f8-TDC,xct,སྦྱོར,སྦྱོར,སྦྱར,སྦྱར,སྦྱོར,TDC,,tvd
v-88b1b807f5f8-PH,xct,སྦྱོར,སྦྱོར,སྦྱར,སྦྱར,སྦྱོར,PH,,tvd
v-88b1b807f5f8-KN,xct,སྦྱོར,སྦྱོར,སྦྱར,སྦྱར,སྦྱོར,KN,,tvd
v-dfb071ef64cd-GT,xct,སྦྲག,སྦྲག,སྦྲགས,སྦྲག,སྦྲགས,GT,,tvd
v-f14dc22bf54f-TDC,xct,སྦྲག,སྦྲག,སྦྲགས,སྦྲག,སྦྲོགས,TDC,,tvd
v-f14dc22bf54f-PH,xct,སྦྲག,སྦྲག,སྦྲགས,སྦྲག,སྦྲོགས,PH,,tvd
v-f14dc22bf54f-KN,xct,སྦྲག,སྦྲག,སྦྲགས,སྦྲག,སྦྲོགས,KN,,tvd
v-5f3abff6dbac-TDC,xct,སྦྲིད,སྦྲིད,སྦྲིད,སྦྲིད,,TDC,,tvd
v-5f3abff6dbac-KN,xct,སྦྲིད,སྦྲིད,སྦྲིད,སྦྲིད,,KN,,tvd
v-cda25feedd68-GT,xct,སྦྲིད,སྦྲིད,སྦྲིད,སྦྲིད,སྦྲིད,GT,,tvd
v-464ca479cab7-GT,xct,སྦྲིབ,སྦྲིབ,སྦྲིབས,སྦྲིབ,སྦྲིབས,GT,,tvd
v-56a61530b015-TDC,xct,སྦྲུ,སྦྲུ,སྦྲུས,སྦྲུ,སྦྲུས,TDC,,tvd
v-95d764fe9772-GT,xct,སྦྲུད,སྦྲུད,སྦྲུས,སྦྲུ,སྦྲུས,GT,,tvd
v-8d6dbfda6600-TDC,xct,སྦྲུམ,སྦྲུམ,སྦྲུམ,སྦྲུམ,,TDC,,tvd
v-ac456234ef01-GT,xct,སྦྲུམ,སྦྲུམ,སྦྲུམས,སྦྲུམ,སྦྲུམས,GT,,tvd
v-07c3a73a09df-GT,xct,སྦྲེ,སྦྲེ,སྦྲེས,སྦྲེ,སྦྲེས,GT,,tvd
v-53acc9aee75a-GT,xct,སྦྲེག,སྦྲེག,སྦྲེགས,སྦྲེག,སྦྲེགས,GT,,tvd
v-ad3b9c440909-TDC,xct,སྦྲེང,སྦྲེང,སྦྲེངས,སྦྲེང,སྦྲེངས,TDC,,tvd
v-ad3b9c440909-GT,xct,སྦྲེང,སྦྲེང,སྦྲེངས,སྦྲེང,སྦྲེངས,GT,,tvd
v-eb9724724c5a-GT,xct,སྦྲེབ,སྦྲེབ,སྦྲེབས,སྦྲེབ,སྦྲེབས,GT,,tvd
v-ee559b4bf629-GT,xct,སྦྲེལ,སྦྲེལ,སྦྲེལ༼ད༽,སྦྲེལ,སྦྲེལ༼ད༽,GT,,tvd
v-14d3e4f99ad3-TDC,xct,སྦྲེལ,སྦྲེལ,སྦྲེལ,སྦྲེལ,སྦྲེལ,TDC,,tvd
v-14d3e4f99ad3-KN,xct,སྦྲེལ,སྦྲེལ,སྦྲེལ,སྦྲེལ,སྦྲེལ,KN,,tvd
v-929220c451f0-GT,xct,སྦྲོན,སྦྲོན,སྦྲན༼ད༽,སྦྲན,སྦྲོན༼ད༽,GT,,tvd
v-c2c4c2b67516-TDC,xct,སྦྲོན,སྦྲོན,སྦྲན,སྦྲན,སྦྲོན,TDC,,tvd
v-f20c17914db7-GT,xct,མལ,མལ,མལ༼ད༽,མལ,མལ༼ད༽,GT,,tvd
v-b4578961a08b-TDC,xct,མིད,མིད,མིད,མིད,མིད,TDC,,tvd
v-b4578961a08b-KN,xct,མིད,མིད,མིད,མིད,མིད,KN,,tvd
v-7bd3bee1330b-GT,xct,མིད,མིད,མིད,མིད,མེད,GT,,tvd
v-8d0439f155e5-GT,xct,མིན,མིན,མིན༼ད༽,མིན,མིན༼ད༽,GT,,tvd
v-e6393c0fdf43-PH,xct,མིན,མིན,མིན,མིན,,PH,,tvd
v-ad5546295934-TDC,xct,མུག,མུག,,,,TDC,,tvd
v-404f1d8684e4-TDC,xct,མུར,མུར,མུར,མུར,མུར,TDC,,tvd
v-948979885024-GT,xct,མུལ,མུལ,མུལ༼ད༽,མུལ,མུལ༼ད༽,GT,,tvd
v-f3e77b38a337-PH,xct,མེད,མེད,མེད,མེད,,PH,,tvd
v-40febc42fda8-GT,xct,མེད,མེད,མེད,མེད,མེད,GT,,tvd
v-c0ad5e1059f8-GT,xct,མེར,མེར,མེར༼ད༽,མེར,མེར༼ད༽,GT,,tvd
v-3b58d802ad2f-TDC,xct,མེར,མེར,མེར,མེར,,TDC,,tvd
v-48ca34f76602-GT,xct,མོག,མོག,མོགས,མོག,མོགས,GT,,tvd
v-a43911a43df2-GT,xct,མོལ,མོལ,མོལ༼ད༽,མོལ,མོལ༼ད༽,GT,,tvd
v-106f4f3019cb-TDC,xct,མོལ,མོལ,མོལ,མོལ,མོལ,TDC,,tvd
v-106f4f3019cb-KN,xct,མོལ,མོལ,མོལ,མོལ,མོལ,KN,,tvd
v-da76fbdfc10d-PH,xct,མོས,མོས,མོས,མོས,མོས,PH,,tvd
v-da76fbdfc10d-GT,xct,མོས,མོས,མོས,མོས,མོས,GT,,tvd
v-6addcf85dde7-TDC,xct,མོས,མོས,མོས,མོས,,TDC,,tvd
v-da76fbdfc10d-KN,xct,མོས,མོས,མོས,མོས,མོས,KN,,tvd
v-6621b1dd87f2-TDC,xct,མྱག,མྱག,མྱགས,མྱག,,TDC,,tvd
v-34a84c407da5-GT,xct,མྱག,མྱག,མྱགས,མྱག,མྱགས,GT,,tvd
v-e3dd0175c863-GT,xct,མྱིད,མྱིད,མྱིད,མྱིད,མྱིད,GT,,tvd
v-26bbdafd5dfb-TDC,xct,མྱུག,མྱུག,མྱུགས,མྱུག,མྱུགས,TDC,,tvd
v-af62957b5ca3-TDC,xct,མྱུལ,མྱུལ,མྱུལ,མྱུལ,,TDC,,tvd
v-5bd17be12522-TDC,xct,མྱུལ,མྱུལ,མྱུལ,མྱུལ,མྱུལ,TDC,,tvd
v-3a1e14f2cf0d-TDC,xct,མྱོང,མྱོང,མྱངས,མྱང,མྱོངས,TDC,,tvd
v-3a1e14f2cf0d-PH,xct,མྱོང,མྱོང,མྱངས,མྱང,མྱོངས,PH,,tvd
v-3a1e14f2cf0d-GT,xct,མྱོང,མྱོང,མྱངས,མྱང,མྱོངས,GT,,tvd
v-3a1e14f2cf0d-KN,xct,མྱོང,མྱོང,མྱངས,མྱང,མྱོངས,KN,,tvd
v-4086c99127b5-TDC,xct,མྱོང,མྱོང,མྱོང,མྱོང,,TDC,,tvd
v-da2c9071b276-TDC,xct,མྱོས,མྱོས,མྱོས,མྱོས,,TDC,,tvd
v-6eb661fa477f-GT,xct,མྱོས,མྱོས,མྱོས,མྱོས,མྱོས,GT,,tvd
v-6eb661fa477f-KN,xct,མྱོས,མྱོས,མྱོས,མྱོས,མྱོས,KN,,tvd
v-3a87e0f47b0e-TDC,xct,དམན,དམན,དམན,དམན,,TDC,,tvd
v-3a87e0f47b0e-PH,xct,དམན,དམན,དམན,དམན,,PH,,tvd
v-26df9c68a305-KN,xct,དམན,དམན,དམན,དམན,དམན,KN,,tvd
v-59030c206787-GT,xct,དམའ,དམའ,དམས,དམའ,དམས,GT,,tvd
v-772fd574faaf-TDC,xct,དམས,དམས,དམས,དམས,,TDC,,tvd
v-d4aeeaa79afe-TDC,xct,དམིགས,དམིགས,དམིགས,དམིགས,,TDC,,tvd
v-139219d44f2a-TDC,xct,དམིགས,དམིགས,དམིགས,དམིགས,དམིགས,TDC,,tvd
v-139219d44f2a-PH,xct,དམིགས,དམིགས,དམིགས,དམིགས,དམིགས,PH,,tvd
v-139219d44f2a-GT,xct,དམིགས,དམིགས,དམིགས,དམིགས,དམིགས,GT,,tvd
v-139219d44f2a-KN,xct,དམིགས,དམིགས,དམིགས,དམིགས,དམིགས,KN,,tvd
v-53666fad3ce2-GT,xct,དམུར,དམུར,མུར༼ད༽,མུར,དམུར༼ད༽,GT,,tvd
v-7c9139e71a44-GT,xct,དམུལ,དམུལ,དམུལ༼ད༽,དམུལ,དམུལ༼ད༽,GT,,tvd
v-069881163eaa-TDC,xct,དམུལ,དམུལ,དམུལ,དམུལ,དམུལ,TDC,,tvd
v-069881163eaa-PH,xct,དམུལ,དམུལ,དམུལ,དམུལ,དམུལ,PH,,tvd
v-069881163eaa-KN,xct,དམུལ,དམུལ,དམུལ,དམུལ,དམུལ,KN,,tvd
v-18333f7f6cb4-TDC,xct,དམུས,དམུས,དམུས,དམུས,,TDC,,tvd
v-78be5a78b49f-GT,xct,དམེ,དམེ,དམེས,དམེ,དམེས,GT,,tvd
v-78be5a78b49f-KN,xct,དམེ,དམེ,དམེས,དམེ,དམེས,KN,,tvd
v-b1778a34e42e-TDC,xct,དམོད,དམོད,དམོད,དམོད,དམོད,TDC,,tvd
v-b1778a34e42e-GT,xct,དམོད,དམོད,དམོད,དམོད,དམོད,GT,,tvd
v-b1778a34e42e-KN,xct,དམོད,དམོད,དམོད,དམོད,དམོད,KN,,tvd
v-1589a3929569-GT,xct,དམྱུག,དམྱུག,མྱུགས,མྱུག,དམྱུགས,GT,,tvd
v-ec82150361a3-TDC,xct,དམྱུག,དམྱུག,དམྱུགས,དམྱུག,,TDC,,tvd
v-58a9b791629a-TDC,xct,དམྱུག,དམྱུག,དམྱུགས,དམྱུག,དམྱུགས,TDC,,tvd
v-58a9b791629a-KN,xct,དམྱུག,དམྱུག,དམྱུགས,དམྱུག,དམྱུགས,KN,,tvd
v-ab25b616f9f2-TDC,xct,རྨ,རྨ,རྨས,རྨ,རྨས,TDC,,tvd
v-ab25b616f9f2-GT,xct,རྨ,རྨ,རྨས,རྨ,རྨས,GT,,tvd
v-838de0df1b35-TDC,xct,རྨས,རྨས,རྨས,རྨས,,TDC,,tvd
v-7aa1ad7d884d-TDC,xct,རྨི,རྨི,རྨིས,རྨི,,TDC,,tvd
v-710f02570830-TDC,xct,རྨི,རྨི,རྨིས,རྨི,རྨིས,TDC,,tvd
v-710f02570830-GT,xct,རྨི,རྨི,རྨིས,རྨི,རྨིས,GT,,tvd
v-9caa389f8ea7-TDC,xct,རྨུག,རྨུག,རྨུགས,རྨུག,རྨུགས,TDC,,tvd
v-9caa389f8ea7-GT,xct,རྨུག,རྨུག,རྨུགས,རྨུག,རྨུགས,GT,,tvd
v-9caa389f8ea7-KN,xct,རྨུག,རྨུག,རྨུགས,རྨུག,རྨུགས,KN,,tvd
v-a16aa40aeaf9-GT,xct,རྨུར,རྨུར,རྨུར༼ད༽,རྨུར,རྨུར༼ད༽,GT,,tvd
v-f92941403f39-TDC,xct,རྨུར,རྨུར,རྨུར,རྨུར,རྨུར,TDC,,tvd
v-6a5ed262a455-GT,xct,རྨུས,རྨུས,རྨུས,རྨུས,རྨུས,GT,,tvd
v-4ac734b8895d-GT,xct,རྨེ,རྨེ,རྨེས,རྨེ,རྨེས,GT,,tvd
v-303a6b25beaa-GT,xct,རྨེལ༼ད༽,རྨེལ༼ད༽,རྨེལ,རྨེལ,རྨེལ༼ད༽,GT,,tvd
v-1e0ab83c0ff9-TDC,xct,རྨེལ,རྨེལ,རྨེལ,རྨེལ,རྨེལ,TDC,,tvd
v-1e0ab83c0ff9-KN,xct,རྨེལ,རྨེལ,རྨེལ,རྨེལ,རྨེལ,KN,,tvd
v-3656951f05ec-GT,xct,རྨོང,རྨོང,རྨོངས,རྨོང,རྨོངས,GT,,tvd
v-84bfc4982940-TDC,xct,རྨོངས,རྨོངས,རྨོངས,རྨོངས,,TDC,,tvd
v-84bfc4982940-PH,xct,རྨོངས,རྨོངས,རྨོངས,རྨོངས,,PH,,tvd
v-c7761eac7024-GT,xct,རྨོད,རྨོད,རྨས,རྨད,རྨེད,GT,,tvd
v-65332f34111c-TDC,xct,རྨོད,རྨོད,རྨོས,རྨོ,རྨོས,TDC,,tvd
v-65332f34111c-KN,xct,རྨོད,རྨོད,རྨོས,རྨོ,རྨོས,KN,,tvd
v-49bc54339fd4-GT,xct,རྨོད༼རྨོ༽,རྨོད༼རྨོ༽,རྨོས,རྨོ,རྨོས,GT,,tvd
v-07d2aed33dbd-GT,xct,རྨྱ,རྨྱ,རྨྱ,རྨྱ,རྨྱ,GT,,tvd
v-3a1bb3c3ec59-KN,xct,རྨྱ,རྨྱ,རྨྱས,རྨྱ,,KN,,tvd
v-76d8cf3cfc60-GT,xct,རྨྱོ,རྨྱོ,རྨྱས,རྨྱ,རྨྱོས,GT,,tvd
v-e0513f0c19ba-TDC,xct,རྨྱོང,རྨྱོང,རྨྱངས,རྨྱང,རྨྱོངས,TDC,,tvd
v-e0513f0c19ba-GT,xct,རྨྱོང,རྨྱོང,རྨྱངས,རྨྱང,རྨྱོངས,GT,,tvd
v-501058b4e5f8-GT,xct,སྨན,སྨན,སྨན༼ད༽,སྨན,སྨན༼ད༽,GT,,tvd
v-63d9bb3a0cac-TDC,xct,སྨན,སྨན,སྨན,སྨན,,TDC,,tvd
v-e8e45056d52f-PH,xct,སྨན,སྨན,སྨན,སྨན,སྨན,PH,,tvd
v-c6bb8bdbfa38-GT,xct,སྨིན,སྨིན,སྨིན༼ད༽,སྨིན,སྨིན༼ད༽,GT,,tvd
v-f81ea2e5ab5c-TDC,xct,སྨིན,སྨིན,སྨིན,སྨིན,,TDC,,tvd
v-134ae660b3a7-PH,xct,སྨིན,སྨིན,སྨིན,སྨིན,སྨིན,PH,,tvd
v-d647c7857f4e-GT,xct,སྨོ,སྨོ,སྨོས,སྨོ,སྨོ,GT,,tvd
v-3598852381f0-TDC,xct,སྨོད,སྨོད,སྨད,སྨད,སྨོད,TDC,,tvd
v-3598852381f0-PH,xct,སྨོད,སྨོད,སྨད,སྨད,སྨོད,PH,,tvd
v-3598852381f0-GT,xct,སྨོད,སྨོད,སྨད,སྨད,སྨོད,GT,,tvd
v-3598852381f0-KN,xct,སྨོད,སྨོད,སྨད,སྨད,སྨོད,KN,,tvd
v-1893a420e5a0-GT,xct,སྨོན,སྨོན,སྨོན༼ད༽,སྨོན,སྨོན༼ད༽,GT,,tvd
v-6d12f5df312f-TDC,xct,སྨོན,སྨོན,སྨོན,སྨོན,སྨོན,TDC,,tvd
v-6d12f5df312f-PH,xct,སྨོན,སྨོན,སྨོན,སྨོན,སྨོན,PH,,tvd
v-6d12f5df312f-KN,xct,སྨོན,སྨོན,སྨོན,སྨོན,སྨོན,KN,,tvd
v-c61d92ebaced-TDC,xct,སྨོས,སྨོས,སྨོས,སྨོས,སྨོས,TDC,,tvd
v-c61d92ebaced-PH,xct,སྨོས,སྨོས,སྨོས,སྨོས,སྨོས,PH,,tvd
v-b54557eea4db-GT,xct,སྨྱན,སྨྱན,སྨྱན༼ད༽,སྨྱན,སྨྱན༼ད༽,GT,,tvd
v-d6f5a0ad6c2b-GT,xct,སྨྱུག,སྨྱུག,སྨྱུགས,སྨྱུག,སྨྱུགས,GT,,tvd
v-e28a117a4902-TDC,xct,སྨྱུང,སྨྱུང,སྨྱུངས,སྨྱུང,སྨྱུངས,TDC,,tvd
v-e28a117a4902-GT,xct,སྨྱུང,སྨྱུང,སྨྱུངས,སྨྱུང,སྨྱུངས,GT,,tvd
v-d436588f391d-GT,xct,སྨྱུར,སྨྱུར,སྨྱུར༼ད༽,སྨྱུར,སྨྱུར༼ད༽,GT,,tvd
v-68926ccc9838-PH,xct,སྨྱོ,སྨྱོ,སྨྱོ,སྨྱོ,,PH,,tvd
v-06fcdfbd2d45-KN,xct,སྨྱོ,སྨྱོ,སྨྱོས,སྨྱོ,TDC,KN,,tvd
v-87245b0e42b2-GT,xct,སྨྱོ,སྨྱོ,སྨྱོས,སྨྱོ,སྨྱོ,GT,,tvd
v-edf2a47ec0a4-TDC,xct,སྨྲ,སྨྲ,སྨྲས,སྨྲ,སྨྲོས,TDC,,tvd
v-edf2a47ec0a4-PH,xct,སྨྲ,སྨྲ,སྨྲས,སྨྲ,སྨྲོས,PH,,tvd
v-edf2a47ec0a4-GT,xct,སྨྲ,སྨྲ,སྨྲས,སྨྲ,སྨྲོས,GT,,tvd
v-edf2a47ec0a4-KN,xct,སྨྲ,སྨྲ,སྨྲས,སྨྲ,སྨྲོས,KN,,tvd
v-c23e77fa8419-GT,xct,སྨྲང,སྨྲང,སྨྲངས,སྨྲང,སྨྲེངས,GT,,tvd
v-7066e5ba6bf1-GT,xct,སྨྲེ,སྨྲེ,སྨྲེས,སྨྲེ,སྨྲེས,GT,,tvd
v-b6f3a2a52a1a-GT,xct,གཙག,གཙག,གཙགས,གཙག,གཙགས,GT,,tvd
v-b06dca69a1f2-TDC,xct,གཙག,གཙག,གཙགས,གཙག,གཙོགས,TDC,,tvd
v-b06dca69a1f2-KN,xct,གཙག,གཙག,གཙགས,གཙག,གཙོགས,KN,,tvd
v-4d9985d1f785-GT,xct,གཙབ,གཙབ,བཙབས,བཙབ,གཙབས,GT,,tvd
v-8f4e729d6dad-TDC,xct,གཙབ,གཙབ,བཙབས,བཙབ,གཙོབས,TDC,,tvd
v-8f4e729d6dad-KN,xct,གཙབ,གཙབ,བཙབས,བཙབ,གཙོབས,KN,,tvd
v-48c54e06936d-GT,xct,གཙིག,གཙིག,གཙིགས,གཙིག,གཙིགས,GT,,tvd
v-b543f1475136-TDC,xct,གཙིགས,གཙིགས,གཙིགས,གཙིགས,,TDC,,tvd
v-da418facce43-KN,xct,གཙིགས,གཙིགས,གཙིགས,གཙིགས,གཙིགས,KN,,tvd
v-33c0c55effb3-GT,xct,གཙིར,གཙིར,གཙིར༼ད༽,བཙིར,གཙིར༼ད༽,GT,,tvd
v-30895af0ecd5-TDC,xct,གཙུབ,གཙུབ,གཙུབས,གཙུབ,གཙུབས,TDC,,tvd
v-30895af0ecd5-GT,xct,གཙུབ,གཙུབ,གཙུབས,གཙུབ,གཙུབས,GT,,tvd
v-30895af0ecd5-KN,xct,གཙུབ,གཙུབ,གཙུབས,གཙུབ,གཙུབས,KN,,tvd
v-1feef2de2608-TDC,xct,གཙེ,གཙེ,གཙེས,གཙེ,གཙེས,TDC,,tvd
v-1feef2de2608-PH,xct,གཙེ,གཙེ,གཙེས,གཙེ,གཙེས,PH,,tvd
v-1feef2de2608-KN,xct,གཙེ,གཙེ,གཙེས,གཙེ,གཙེས,KN,,tvd
v-8bbe5c3c1bde-TDC,xct,གཙེར,གཙེར,གཙེར,གཙེར,གཙེར,TDC,,tvd
v-f0546a3cb739-GT,xct,བཙན༼གཙན༽,བཙན༼གཙན༽,བཙན༼ད༽,བཙན,གཙན༼ད༽,GT,,tvd
v-f2c836d2891a-TDC,xct,བཙའ,བཙའ,བཙའ,བཙའ,,TDC,,tvd
v-9c666cc8c3e0-TDC,xct,བཙའ,བཙའ,བཙས,བཙའ,,TDC,,tvd
v-9c666cc8c3e0-KN,xct,བཙའ,བཙའ,བཙས,བཙའ,,KN,,tvd
v-f981e1796863-TDC,xct,བཙའ,བཙའ,བཙས,བཙའ,བཙས,TDC,,tvd
v-f981e1796863-PH,xct,བཙའ,བཙའ,བཙས,བཙའ,བཙས,PH,,tvd
v-f981e1796863-GT,xct,བཙའ,བཙའ,བཙས,བཙའ,བཙས,GT,,tvd
v-e111d9ef2a5d-GT,xct,རྩབ,རྩབ,བརྩབས,བརྩབ,རྩབས,GT,,tvd
v-2a8e8102fca5-PH,xct,རྩལ,རྩལ,རྩལ,རྩལ,,PH,,tvd
v-ca36a2443943-TDC,xct,རྩི,རྩི,བརྩིས,བརྩི,རྩིས,TDC,,tvd
v-ca36a2443943-PH,xct,རྩི,རྩི,བརྩིས,བརྩི,རྩིས,PH,,tvd
v-ca36a2443943-GT,xct,རྩི,རྩི,བརྩིས,བརྩི,རྩིས,GT,,tvd
v-ca36a2443943-KN,xct,རྩི,རྩི,བརྩིས,བརྩི,རྩིས,KN,,tvd
v-efb6aad3123b-TDC,xct,རྩིག,རྩིག,བརྩིགས,བརྩིག,རྩིགས,TDC,,tvd
v-efb6aad3123b-GT,xct,རྩིག,རྩིག,བརྩིགས,བརྩིག,རྩིགས,GT,,tvd
v-efb6aad3123b-KN,xct,རྩིག,རྩིག,བརྩིགས,བརྩིག,རྩིགས,KN,,tvd
v-22a4ba2f5b6e-GT,xct,རྩུ,རྩུ,བརྩུས,བརྩུ,རྩུས,GT,,tvd
v-6b1660fefef7-GT,xct,རྩེ,རྩེ,རྩེས,རྩེ,རྩེས,GT,,tvd
v-6f0d48f5a2c4-TDC,xct,རྩེ,རྩེ,བརྩེས,བརྩེ,རྩེས,TDC,,tvd
v-6f0d48f5a2c4-PH,xct,རྩེ,རྩེ,བརྩེས,བརྩེ,རྩེས,PH,,tvd
v-6f0d48f5a2c4-KN,xct,རྩེ,རྩེ,བརྩེས,བརྩེ,རྩེས,KN,,tvd
v-78fcfa5f7e7f-TDC,xct,རྩེག,རྩེག,བརྩེགས,བརྩེག,རྩེགས,TDC,,tvd
v-78fcfa5f7e7f-KN,xct,རྩེག,རྩེག,བརྩེགས,བརྩེག,རྩེགས,KN,,tvd
v-a108e9da2356-TDC,xct,རྩེང,རྩེང,བརྩེངས,བརྩེང,རྩེངས,TDC,,tvd
v-a108e9da2356-GT,xct,རྩེང,རྩེང,བརྩེངས,བརྩེང,རྩེངས,GT,,tvd
v-cd5a17e9f85b-GT,xct,རྩེན,རྩེན,རྩེན༼ད༽,རྩེན,རྩེན༼ད༽,GT,,tvd
v-47b12c1f24c3-PH,xct,རྩེན,རྩེན,རྩེན,རྩེན,,PH,,tvd
v-0df8d2949d21-TDC,xct,རྩོད,རྩོད,བརྩད,བརྩད,རྩོད,TDC,,tvd
v-0df8d2949d21-PH,xct,རྩོད,རྩོད,བརྩད,བརྩད,རྩོད,PH,,tvd
v-0df8d2949d21-GT,xct,རྩོད,རྩོད,བརྩད,བརྩད,རྩོད,GT,,tvd
v-0df8d2949d21-KN,xct,རྩོད,རྩོད,བརྩད,བརྩད,རྩོད,KN,,tvd
v-729567e94064-TDC,xct,རྩོམ,རྩོམ,བརྩམས,བརྩམ,རྩོམས,TDC,,tvd
v-729567e94064-PH,xct,རྩོམ,རྩོམ,བརྩམས,བརྩམ,རྩོམས,PH,,tvd
v-729567e94064-GT,xct,རྩོམ,རྩོམ,བརྩམས,བརྩམ,རྩོམས,GT,,tvd
v-729567e94064-KN,xct,རྩོམ,རྩོམ,བརྩམས,བརྩམ,རྩོམས,KN,,tvd
v-ce5e0b7d4f43-GT,xct,རྩོལ,རྩོལ,བརྩལ༼ད༽,བརྩལ,རྩོལ༼ད༽,GT,,tvd
v-ea6f51b856e6-TDC,xct,རྩོལ,རྩོལ,བརྩལ,བརྩལ,རྩོལ,TDC,,tvd
v-ea6f51b856e6-PH,xct,རྩོལ,རྩོལ,བརྩལ,བརྩལ,རྩོལ,PH,,tvd
v-ea6f51b856e6-KN,xct,རྩོལ,རྩོལ,བརྩལ,བརྩལ,རྩོལ,KN,,tvd
v-81a9fc293062-PH,xct,སྩལ,སྩལ,བསྩལ,བསྩལ,སྩོལ,PH,,tvd
v-5d641523a67a-GT,xct,སྩེལ,སྩེལ,བསྩལ༼ད༽,བསྩལ,སྩེལ༼ད༽,GT,,tvd
v-be942799b20d-GT,xct,སྩོག,སྩོག,བསྩགས,བསྩག,སྩོགས,GT,,tvd
v-ab425f1004de-GT,xct,སྩོལ,སྩོལ,བསྩལ༼ད༽,བསྩལ,སྩོལ༼ད༽,GT,,tvd
v-8426df1523f3-TDC,xct,སྩོལ,སྩོལ,བསྩལ,བསྩལ,སྩོལ,TDC,,tvd
v-8426df1523f3-KN,xct,སྩོལ,སྩོལ,བསྩལ,བསྩལ,སྩོལ,KN,,tvd
v-b3d8fd1519d9-TDC,xct,བརྩེ,བརྩེ,བརྩེ,བརྩེ,,TDC,,tvd
v-b3d8fd1519d9-PH,xct,བརྩེ,བརྩེ,བརྩེ,བརྩེ,,PH,,tvd
v-67036e34c696-KN,xct,བརྩེ,བརྩེ,བརྩེ,བརྩེ,བརྩེ,KN,,tvd
v-03423d0fe590-GT,xct,བརྩེ,བརྩེ,བརྩེས,བརྩེ,བརྩེས,GT,,tvd
v-10423ed41e22-TDC,xct,བརྩེད,བརྩེད,བརྩེད,བརྩེད,,TDC,,tvd
v-060439fda7c6-GT,xct,བརྩོན,བརྩོན,བརྩོན༼ད༽,བརྩོན,བརྩོན༼ད༽,GT,,tvd
v-64495663eb49-TDC,xct,བརྩོན,བརྩོན,བརྩོན,བརྩོན,བརྩོན,TDC,,tvd
v-64495663eb49-PH,xct,བརྩོན,བརྩོན,བརྩོན,བརྩོན,བརྩོན,PH,,tvd
v-64495663eb49-KN,xct,བརྩོན,བརྩོན,བརྩོན,བརྩོན,བརྩོན,KN,,tvd
v-4015a7c22562-TDC,xct,ཚ,ཚ,ཚ,ཚ,,TDC,,tvd
v-f826e5190762-TDC,xct,ཚ,ཚ,ཚ,ཚ,ཚ,TDC,,tvd
v-f826e5190762-GT,xct,ཚ,ཚ,ཚ,ཚ,ཚ,GT,,tvd
v-66d3384985eb-KN,xct,ཚགས,ཚགས,ཚགས,འཚག,ཚགས,KN,,tvd
v-c341df4b2440-TDC,xct,ཚང,ཚང,ཚང,ཚང,,TDC,,tvd
v-c341df4b2440-PH,xct,ཚང,ཚང,ཚང,ཚང,,PH,,tvd
v-bbb297d1612d-GT,xct,ཚང,ཚང,ཚང,ཚང,ཚང,GT,,tvd
v-58fb676ebf25-GT,xct,ཚངས,ཚངས,ཚངས,ཚངས,ཚངས,GT,,tvd
v-47c72a6f4513-GT,xct,ཚད,ཚད,ཚད,ཚད,ཚད,GT,,tvd
v-5b5f076cae4d-TDC,xct,ཚད,ཚད,ཚད,ཚད,ཚོད,TDC,,tvd
v-5b5f076cae4d-KN,xct,ཚད,ཚད,ཚད,ཚད,ཚོད,KN,,tvd
v-68b3cc84b53e-GT,xct,ཚམ༼འཚམ༽,ཚམ༼འཚམ༽,བཙམས,བཙམ,ཚམས,GT,,tvd
v-88b1dcabc684-GT,xct,ཚར,ཚར,ཚར༼ད༽,ཚར,ཚར༼ད༽,GT,,tvd
v-ae6a7b8cca60-TDC,xct,ཚར,ཚར,ཚར,ཚར,,TDC,,tvd
v-ae6a7b8cca60-KN,xct,ཚར,ཚར,ཚར,ཚར,,KN,,tvd
v-15916ba7c5f6-TDC,xct,ཚིམ,ཚིམ,ཚིམས,ཚིམ,,TDC,,tvd
v-15916ba7c5f6-KN,xct,ཚིམ,ཚིམ,ཚིམས,ཚིམ,,KN,,tvd
v-40128b519db3-PH,xct,ཚིམ,ཚིམ,ཚིམས,ཚིམ,ཚིམས,PH,,tvd
v-40128b519db3-GT,xct,ཚིམ,ཚིམ,ཚིམས,ཚིམ,ཚིམས,GT,,tvd
v-298243689f55-TDC,xct,ཚུགས,ཚུགས,ཚུགས,ཚུགས,,TDC,,tvd
v-827350147a59-PH,xct,ཚུགས,ཚུགས,ཚུགས,ཚུགས,ཚུགས,PH,,tvd
v-827350147a59-GT,xct,ཚུགས,ཚུགས,ཚུགས,ཚུགས,ཚུགས,GT,,tvd
v-4744b5667c43-TDC,xct,ཚུད,ཚུད,ཚུད,ཚུད,,TDC,,tvd
v-4744b5667c43-PH,xct,ཚུད,ཚུད,ཚུད,ཚུད,,PH,,tvd
v-c203c360eeb6-GT,xct,ཚུམ,ཚུམ,བསུམས,བསུམ,ཚུམས,GT,,tvd
v-b25a71f31d31-GT,xct,ཚེང,ཚེང,ཚེངས,ཚེང,ཚེངས,GT,,tvd
v-f4644a6c4d02-TDC,xct,ཚེས,ཚེས,ཚེས,ཚེས,,TDC,,tvd
v-1d3ddb9efbee-TDC,xct,ཚོགས,ཚོགས,ཚོགས,ཚོགས,,TDC,,tvd
