ID,Old_Form,New_Form,Lane,Source
u7368-u72ec,獨,独,kanjidic,kanjidic2
u7375-u731f,獵,猟,kanjidic,kanjidic2
u8c93-u732b,貓,猫,kanjidic,kanjidic2
u737b-u732e,獻,献,kanjidic,kanjidic2
u7328-u733f,猨,猿,kanjidic,kanjidic2
u535b-u7387,卛,率,kanjidic,kanjidic2
u73ce-u73cd,珎,珍,kanjidic,kanjidic2
u73e1-u7434,珡,琴,kanjidic-merge,kanjidic2
u7439-u7434,琹,琴,kanjidic-merge,kanjidic2
u74a2-u7460,璢,瑠,kanjidic,kanjidic2
u58d0-u74bd,壐,璽,kanjidic,kanjidic2
u7501-u74f6,甁,瓶,kanjidic,kanjidic2
u4fbd-u7537,侽,男,kanjidic,kanjidic2
u753c-u753a,甼,町,kanjidic,kanjidic2
u756b-u753b,畫,画,kanjidic,kanjidic2
u7544-u7559,畄,留,kanjidic-merge,kanjidic2
u7571-u7559,畱,留,kanjidic-merge,kanjidic2
u7546-u755d,畆,畝,kanjidic-merge,kanjidic2
u7552-u755d,畒,畝,kanjidic-merge,kanjidic2
u755e-u755d,畞,畝,kanjidic-merge,kanjidic2
u7567-u7565,畧,略,kanjidic,kanjidic2
u53e0-u7573,叠,畳,kanjidic,kanjidic2
u7582-u7573,疂,畳,kanjidic,kanjidic2
u7589-u7573,疉,畳,kanjidic,kanjidic2
u8e08-u758e,踈,疎,kanjidic,kanjidic2
u7661-u75f4,癡,痴,kanjidic,kanjidic2
u7609-u7652,瘉,癒,kanjidic,kanjidic2
u767c-u767a,發,発,kanjidic,kanjidic2
u50dc-u767b,僜,登,kanjidic,kanjidic2
u8b7c-u76e3,譼,監,kanjidic,kanjidic2
u66b8-u77ad,暸,瞭,kanjidic,kanjidic2
u784f-u7814,硏,研,kanjidic,kanjidic2
u78bb-u78ba,碻,確,kanjidic,kanjidic2
u7920-u78c1,礠,磁,kanjidic,kanjidic2
u7a50-u79cb,穐,秋,kanjidic-merge,kanjidic2
u9f9d-u79cb,龝,秋,kanjidic-merge,kanjidic2
u7a31-u79f0,稱,称,kanjidic-merge,kanjidic2
u7a6a-u79f0,穪,称,kanjidic-merge,kanjidic2
u7a3a-u7a1a,稺,稚,kanjidic-merge,kanjidic2
u7a49-u7a1a,穉,稚,kanjidic-merge,kanjidic2
u7a3e-u7a3f,稾,稿,kanjidic-merge,kanjidic2
u85f3-u7a3f,藳,稿,kanjidic-merge,kanjidic2
u7a69-u7a4f,穩,穏,kanjidic,kanjidic2
u7aca-u7a83,竊,窃,kanjidic,kanjidic2
u56f1-u7a93,囱,窓,kanjidic-merge,kanjidic2
u724e-u7a93,牎,窓,kanjidic-merge,kanjidic2
u7255-u7a93,牕,窓,kanjidic-merge,kanjidic2
u7a97-u7a93,窗,窓,kanjidic-merge,kanjidic2
u7abb-u7a93,窻,窓,kanjidic-merge,kanjidic2
u7ac6-u7aae,竆,窮,kanjidic,kanjidic2
u7a91-u7aaf,窑,窯,kanjidic-merge,kanjidic2
u7ab0-u7aaf,窰,窯,kanjidic-merge,kanjidic2
u9f92-u7adc,龒,竜,kanjidic,kanjidic2
u7b14-u7b46,笔,筆,kanjidic,kanjidic2
u89d4-u7b4b,觔,筋,kanjidic,kanjidic2
u7b27-u7b56,笧,策,kanjidic,kanjidic2
u7bed-u7c60,篭,籠,kanjidic,kanjidic2
u8085-u7c9b,肅,粛,kanjidic,kanjidic2
u7cae-u7ce7,粮,糧,kanjidic,kanjidic2
u7d72-u7cf8,絲,糸,kanjidic,kanjidic2
u7cfa-u7cfe,糺,糾,kanjidic,kanjidic2
u5e0b-u7d19,帋,紙,kanjidic,kanjidic2
u7d93-u7d4c,經,経,kanjidic,kanjidic2
u7d82-u7d71,綂,統,kanjidic,kanjidic2
u7e6a-u7d75,繪,絵,kanjidic,kanjidic2
u7e7c-u7d99,繼,継,kanjidic,kanjidic2
u7e8c-u7d9a,續,続,kanjidic-merge,kanjidic2
u8ce1-u7d9a,賡,続,kanjidic-merge,kanjidic2
u6460-u7dcf,摠,総,kanjidic-merge,kanjidic2
u7deb-u7dcf,緫,総,kanjidic-merge,kanjidic2
u7e3d-u7dcf,總,総,kanjidic-merge,kanjidic2
u7dab-u7dda,綫,線,kanjidic,kanjidic2
u7e69-u7e04,繩,縄,kanjidic,kanjidic2
u7e8e-u7e4a,纎,繊,kanjidic,kanjidic2
u7d78-u7e6d,絸,繭,kanjidic-merge,kanjidic2
u8812-u7e6d,蠒,繭,kanjidic-merge,kanjidic2
u7f3b-u7f36,缻,缶,kanjidic-merge,kanjidic2
u7f50-u7f36,罐,缶,kanjidic-merge,kanjidic2
u7f78-u7f70,罸,罰,kanjidic,kanjidic2
u55ce-u7f75,嗎,罵,kanjidic,kanjidic2
u7fa3-u7fa4,羣,群,kanjidic,kanjidic2
u57a9-u8056,垩,聖,kanjidic,kanjidic2
u8040-u8077,聀,職,kanjidic-merge,kanjidic2
u8ec4-u8077,軄,職,kanjidic-merge,kanjidic2
u8135-u80a1,脵,股,kanjidic,kanjidic2
u808e-u80af,肎,肯,kanjidic,kanjidic2
u6bd3-u80b2,毓,育,kanjidic,kanjidic2
u81bb-u80c6,膻,胆,kanjidic-merge,kanjidic2
u81bd-u80c6,膽,胆,kanjidic-merge,kanjidic2
u810b-u8105,脋,脅,kanjidic,kanjidic2
u8109-u8108,脉,脈,kanjidic,kanjidic2
u8e0b-u811a,踋,脚,kanjidic,kanjidic2
u5318-u8133,匘,脳,kanjidic-merge,kanjidic2
u8166-u8133,腦,脳,kanjidic-merge,kanjidic2
u8193-u8178,膓,腸,kanjidic,kanjidic2
u994d-u81b3,饍,膳,kanjidic,kanjidic2
u820d-u820e,舍,舎,kanjidic,kanjidic2
u8216-u8217,舖,舗,kanjidic,kanjidic2
u8229-u8239,舩,船,kanjidic,kanjidic2
u8277-u8276,艷,艶,kanjidic-merge,kanjidic2
u8c53-u8276,豓,艶,kanjidic-merge,kanjidic2
u8c54-u8276,豔,艶,kanjidic-merge,kanjidic2
u82b2-u82b1,芲,花,kanjidic,kanjidic2
u79c7-u82b8,秇,芸,kanjidic,kanjidic2
u5040-u82f1,偀,英,kanjidic,kanjidic2
u8396-u830e,莖,茎,kanjidic,kanjidic2
u8550-u83ef,蕐,華,kanjidic,kanjidic2
u585f-u846c,塟,葬,kanjidic,kanjidic2
u76d6-u84cb,盖,蓋,kanjidic-merge,kanjidic2
u8462-u84cb,葢,蓋,kanjidic-merge,kanjidic2
u5328-u8535,匨,蔵,kanjidic,kanjidic2
u860d-u85ab,蘍,薫,kanjidic,kanjidic2
u4e55-u864e,乕,虎,kanjidic-merge,kanjidic2
u865d-u864e,虝,虎,kanjidic-merge,kanjidic2
u8657-u865a,虗,虚,kanjidic,kanjidic2
u87f2-u866b,蟲,虫,kanjidic,kanjidic2
u87c1-u868a,蟁,蚊,kanjidic,kanjidic2
u8745-u8695,蝅,蚕,kanjidic-merge,kanjidic2
u8836-u8695,蠶,蚕,kanjidic-merge,kanjidic2
u883a-u8695,蠺,蚕,kanjidic-merge,kanjidic2
u8675-u86c7,虵,蛇,kanjidic,kanjidic2
u87a2-u86cd,螢,蛍,kanjidic,kanjidic2
u883b-u86ee,蠻,蛮,kanjidic,kanjidic2
u882d-u8702,蠭,蜂,kanjidic,kanjidic2
u773e-u8846,眾,衆,kanjidic,kanjidic2
u5e12-u888b,帒,袋,kanjidic,kanjidic2
u88d2-u8912,裒,褒,kanjidic-merge,kanjidic2
u8943-u8912,襃,褒,kanjidic-merge,kanjidic2
u705e-u8987,灞,覇,kanjidic-merge,kanjidic2
u9738-u8987,霸,覇,kanjidic-merge,kanjidic2
u8990-u899a,覐,覚,kanjidic-merge,kanjidic2
u89ba-u899a,覺,覚,kanjidic-merge,kanjidic2
u89c0-u89b3,觀,観,kanjidic,kanjidic2
u89e7-u89e3,觧,解,kanjidic,kanjidic2
u89f8-u89e6,觸,触,kanjidic,kanjidic2
u8b6f-u8a33,譯,訳,kanjidic,kanjidic2
u8b49-u8a3c,證,証,kanjidic,kanjidic2
u548f-u8a60,咏,詠,kanjidic,kanjidic2
u8b7d-u8a89,譽,誉,kanjidic,kanjidic2
u5500-u8a98,唀,誘,kanjidic,kanjidic2
u8b80-u8aad,讀,読,kanjidic,kanjidic2
u8c50-u8c4a,豐,豊,kanjidic,kanjidic2
u8c58-u8c5a,豘,豚,kanjidic,kanjidic2
u7683-u8c8c,皃,貌,kanjidic,kanjidic2
u86fd-u8c9d,蛽,貝,kanjidic,kanjidic2
u621d-u8ca1,戝,財,kanjidic,kanjidic2
u6bcc-u8cab,毌,貫,kanjidic,kanjidic2
u8d0a-u8cdb,贊,賛,kanjidic,kanjidic2
u8d12-u8ce2,贒,賢,kanjidic,kanjidic2
u5295-u8cea,劕,質,kanjidic-merge,kanjidic2
u8cad-u8cea,貭,質,kanjidic-merge,kanjidic2
u8d71-u8d70,赱,走,kanjidic,kanjidic2
u8e10-u8df5,踐,践,kanjidic,kanjidic2
u8e34-u8e0a,踴,踊,kanjidic,kanjidic2
u8f15-u8efd,輕,軽,kanjidic,kanjidic2
u8ef0-u8f29,軰,輩,kanjidic,kanjidic2
u938b-u8f44,鎋,轄,kanjidic,kanjidic2
u8f9d-u8f9e,辝,辞,kanjidic-merge,kanjidic2
u8fa4-u8f9e,辤,辞,kanjidic-merge,kanjidic2
u8fad-u8f9e,辭,辞,kanjidic-merge,kanjidic2
u9089-u8fba,邉,辺,kanjidic-merge,kanjidic2
u908a-u8fba,邊,辺,kanjidic-merge,kanjidic2
u8fef-u9003,迯,逃,kanjidic,kanjidic2
u905e-u9013,遞,逓,kanjidic,kanjidic2
u9072-u9045,遲,遅,kanjidic,kanjidic2
u5675-u9053,噵,道,kanjidic-merge,kanjidic2
u885c-u9053,衜,道,kanjidic-merge,kanjidic2
u885f-u9053,衟,道,kanjidic-merge,kanjidic2
u9039-u9054,逹,達,kanjidic,kanjidic2
u6eaf-u9061,溯,遡,kanjidic,kanjidic2
u8fc1-u9077,迁,遷,kanjidic,kanjidic2
u90d2-u90ce,郒,郎,kanjidic,kanjidic2
u90f6-u90e8,郶,部,kanjidic,kanjidic2
u918b-u9162,醋,酢,kanjidic,kanjidic2
u9167-u916c,酧,酬,kanjidic-merge,kanjidic2
u91bb-u916c,醻,酬,kanjidic-merge,kanjidic2
u91cb-u91c8,釋,釈,kanjidic,kanjidic2
u58c4-u91ce,壄,野,kanjidic,kanjidic2
u91e1-u91dc,釡,釜,kanjidic,kanjidic2
u9295-u9244,銕,鉄,kanjidic-merge,kanjidic2
u92e8-u9244,鋨,鉄,kanjidic-merge,kanjidic2
u9421-u9244,鐡,鉄,kanjidic-merge,kanjidic2
u9435-u9244,鐵,鉄,kanjidic-merge,kanjidic2
u9206-u925b,鈆,鉛,kanjidic,kanjidic2
u7f3d-u9262,缽,鉢,kanjidic,kanjidic2
u783f-u9271,砿,鉱,kanjidic-merge,kanjidic2
u78fa-u9271,磺,鉱,kanjidic-merge,kanjidic2
u7926-u9271,礦,鉱,kanjidic-merge,kanjidic2
u945b-u9271,鑛,鉱,kanjidic-merge,kanjidic2
u9322-u92ad,錢,銭,kanjidic,kanjidic2
u7145-u935b,煅,鍛,kanjidic,kanjidic2
u942e-u938c,鐮,鎌,kanjidic,kanjidic2
u93c1-u9396,鏁,鎖,kanjidic,kanjidic2
u734d-u93e1,獍,鏡,kanjidic,kanjidic2
u9373-u9451,鍳,鑑,kanjidic-merge,kanjidic2
u9452-u9451,鑒,鑑,kanjidic-merge,kanjidic2
u514f-u9577,兏,長,kanjidic-merge,kanjidic2
u9578-u9577,镸,長,kanjidic-merge,kanjidic2
u9587-u9589,閇,閉,kanjidic,kanjidic2
u95dc-u95a2,關,関,kanjidic,kanjidic2
u9b26-u95d8,鬦,闘,kanjidic-merge,kanjidic2
u9b2a-u95d8,鬪,闘,kanjidic-merge,kanjidic2
u9b2d-u95d8,鬭,闘,kanjidic-merge,kanjidic2
u5905-u964d,夅,降,kanjidic,kanjidic2
u4f8c-u9670,侌,陰,kanjidic-merge,kanjidic2
u9625-u9670,阥,陰,kanjidic-merge,kanjidic2
u9682-u9670,隂,陰,kanjidic-merge,kanjidic2
u7906-u967a,礆,険,kanjidic,kanjidic2
u9626-u967d,阦,陽,kanjidic-merge,kanjidic2
u9633-u967d,阳,陽,kanjidic-merge,kanjidic2
u5826-u968e,堦,階,kanjidic,kanjidic2
u96a8-u968f,隨,随,kanjidic,kanjidic2
u969f-u9699,隟,隙,kanjidic,kanjidic2
u4e5a-u96a0,乚,隠,kanjidic-merge,kanjidic2
u96b1-u96a0,隱,隠,kanjidic-merge,kanjidic2
u53b8-u96a3,厸,隣,kanjidic-merge,kanjidic2
u9130-u96a3,鄰,隣,kanjidic-merge,kanjidic2
u96b8-u96b7,隸,隷,kanjidic,kanjidic2
u9741-u96f7,靁,雷,kanjidic,kanjidic2
u7075-u970a,灵,霊,kanjidic-merge,kanjidic2
u971b-u970a,霛,霊,kanjidic-merge,kanjidic2
u9748-u970a,靈,霊,kanjidic-merge,kanjidic2
u96fa-u9727,雺,霧,kanjidic-merge,kanjidic2
u971a-u9727,霚,霧,kanjidic-merge,kanjidic2
u9763-u9762,靣,面,kanjidic,kanjidic2
u97be-u9774,鞾,靴,kanjidic,kanjidic2
u982c-u9830,頬,頰,kanjidic,kanjidic2
u984f-u9854,顏,顔,kanjidic,kanjidic2
u51ee-u98a8,凮,風,kanjidic-merge,kanjidic2
u98cc-u98a8,飌,風,kanjidic-merge,kanjidic2
u98ee-u98f2,飮,飲,kanjidic,kanjidic2
u991d-u98fe,餝,飾,kanjidic,kanjidic2
u9920-u9905,餠,餅,kanjidic,kanjidic2
u7faa-u990a,羪,養,kanjidic,kanjidic2
u8218-u9928,舘,館,kanjidic,kanjidic2
u9a5b-u99c5,驛,駅,kanjidic,kanjidic2
u657a-u99c6,敺,駆,kanjidic,kanjidic2
u9a45-u99c6,驅,駆,kanjidic,kanjidic2
u9a10-u9a13,騐,験,kanjidic,kanjidic2
u81b8-u9ac4,膸,髄,kanjidic-merge,kanjidic2
u9ad3-u9ac4,髓,髄,kanjidic-merge,kanjidic2
u6b1d-u9b31,欝,鬱,kanjidic,kanjidic2
u96de-u9d8f,雞,鶏,kanjidic,kanjidic2
u974e-u9db4,靎,鶴,kanjidic-merge,kanjidic2
u974f-u9db4,靏,鶴,kanjidic-merge,kanjidic2
u9e16-u9db4,鸖,鶴,kanjidic-merge,kanjidic2
u9ea5-u9ea6,麥,麦,kanjidic,kanjidic2
u9eaa-u9eba,麪,麺,kanjidic-merge,kanjidic2
u9eb5-u9eba,麵,麺,kanjidic-merge,kanjidic2
u8534-u9ebb,蔴,麻,kanjidic,kanjidic2
u76b7-u9f13,皷,鼓,kanjidic,kanjidic2
u9f61-u9f62,齡,齢,kanjidic,kanjidic2
u53f1-u20b9f,叱,𠮟,kanjidic,kanjidic2
