ID,Char,Language_ID,Count,Source
classical-modern-cmn-U5426,否,cmn,2118,classical-modern
classical-modern-lzh-U5426,否,lzh,1973,classical-modern
classical-modern-cmn-U5427,吧,cmn,3963,classical-modern
classical-modern-lzh-U5427,吧,lzh,7,classical-modern
classical-modern-cmn-U5428,吨,cmn,2,classical-modern
classical-modern-cmn-U5429,吩,cmn,221,classical-modern
classical-modern-lzh-U5429,吩,lzh,3,classical-modern
classical-modern-lzh-U542A,吪,lzh,1,classical-modern
classical-modern-cmn-U542B,含,cmn,1617,classical-modern
classical-modern-lzh-U542B,含,lzh,1098,classical-modern
classical-modern-cmn-U542C,听,cmn,32696,classical-modern
classical-modern-lzh-U542C,听,lzh,9122,classical-modern
classical-modern-cmn-U542D,吭,cmn,39,classical-modern
classical-modern-lzh-U542D,吭,lzh,24,classical-modern
classical-modern-cmn-U542E,吮,cmn,53,classical-modern
classical-modern-lzh-U542E,吮,lzh,58,classical-modern
classical-modern-cmn-U542F,启,cmn,2771,classical-modern
classical-modern-lzh-U542F,启,lzh,3640,classical-modern
classical-modern-cmn-U5431,吱,cmn,24,classical-modern
classical-modern-lzh-U5433,吳,lzh,11173,classical-modern
classical-modern-cmn-U5434,吴,cmn,13558,classical-modern
classical-modern-cmn-U5435,吵,cmn,219,classical-modern
classical-modern-lzh-U5435,吵,lzh,4,classical-modern
classical-modern-lzh-U5436,吶,lzh,24,classical-modern
classical-modern-lzh-U5437,吷,lzh,2,classical-modern
classical-modern-cmn-U5438,吸,cmn,647,classical-modern
classical-modern-lzh-U5438,吸,lzh,168,classical-modern
classical-modern-cmn-U5439,吹,cmn,1941,classical-modern
classical-modern-lzh-U5439,吹,lzh,1153,classical-modern
classical-modern-cmn-U543B,吻,cmn,131,classical-modern
classical-modern-lzh-U543B,吻,lzh,134,classical-modern
classical-modern-cmn-U543C,吼,cmn,178,classical-modern
classical-modern-lzh-U543C,吼,lzh,100,classical-modern
classical-modern-cmn-U543D,吽,cmn,2,classical-modern
classical-modern-lzh-U543D,吽,lzh,4,classical-modern
classical-modern-cmn-U543E,吾,cmn,1874,classical-modern
classical-modern-lzh-U543E,吾,lzh,16518,classical-modern
classical-modern-cmn-U5440,呀,cmn,1910,classical-modern
classical-modern-lzh-U5440,呀,lzh,16,classical-modern
classical-modern-lzh-U5442,呂,lzh,4086,classical-modern
classical-modern-cmn-U5443,呃,cmn,26,classical-modern
classical-modern-cmn-U5446,呆,cmn,521,classical-modern
classical-modern-lzh-U5446,呆,lzh,41,classical-modern
classical-modern-cmn-U5448,呈,cmn,3352,classical-modern
classical-modern-lzh-U5448,呈,lzh,414,classical-modern
classical-modern-cmn-U544A,告,cmn,22958,classical-modern
classical-modern-lzh-U544A,告,lzh,10193,classical-modern
classical-modern-cmn-U5450,呐,cmn,244,classical-modern
classical-modern-cmn-U5453,呓,cmn,8,classical-modern
classical-modern-cmn-U5455,呕,cmn,264,classical-modern
classical-modern-cmn-U5457,呗,cmn,8,classical-modern
classical-modern-cmn-U5458,员,cmn,13651,classical-modern
classical-modern-cmn-U5459,呙,cmn,5,classical-modern
classical-modern-cmn-U545B,呛,cmn,12,classical-modern
classical-modern-cmn-U545C,呜,cmn,428,classical-modern
classical-modern-cmn-U5461,呡,cmn,1,classical-modern
classical-modern-lzh-U5461,呡,lzh,6,classical-modern
classical-modern-cmn-U5462,呢,cmn,20695,classical-modern
classical-modern-lzh-U5462,呢,lzh,19,classical-modern
classical-modern-cmn-U5463,呣,cmn,1,classical-modern
classical-modern-cmn-U5464,呤,cmn,2,classical-modern
classical-modern-lzh-U5464,呤,lzh,1,classical-modern
classical-modern-cmn-U5466,呦,cmn,8,classical-modern
classical-modern-lzh-U5466,呦,lzh,9,classical-modern
classical-modern-lzh-U5467,呧,lzh,1,classical-modern
classical-modern-cmn-U5468,周,cmn,24612,classical-modern
classical-modern-lzh-U5468,周,lzh,16636,classical-modern
classical-modern-lzh-U546A,呪,lzh,11,classical-modern
classical-modern-lzh-U546B,呫,lzh,8,classical-modern
classical-modern-lzh-U5470,呰,lzh,3,classical-modern
classical-modern-cmn-U5471,呱,cmn,6,classical-modern
classical-modern-lzh-U5471,呱,lzh,5,classical-modern
classical-modern-cmn-U5472,呲,cmn,2,classical-modern
classical-modern-cmn-U5473,味,cmn,2341,classical-modern
classical-modern-lzh-U5473,味,lzh,1320,classical-modern
classical-modern-cmn-U5474,呴,cmn,3,classical-modern
classical-modern-lzh-U5474,呴,lzh,32,classical-modern
classical-modern-cmn-U5475,呵,cmn,806,classical-modern
classical-modern-lzh-U5475,呵,lzh,280,classical-modern
classical-modern-cmn-U5476,呶,cmn,2,classical-modern
classical-modern-lzh-U5476,呶,lzh,11,classical-modern
classical-modern-cmn-U5477,呷,cmn,5,classical-modern
classical-modern-lzh-U5477,呷,lzh,8,classical-modern
classical-modern-cmn-U5478,呸,cmn,7,classical-modern
classical-modern-lzh-U5478,呸,lzh,1,classical-modern
classical-modern-lzh-U5479,呹,lzh,1,classical-modern
classical-modern-lzh-U547A,呺,lzh,2,classical-modern
classical-modern-cmn-U547B,呻,cmn,80,classical-modern
classical-modern-lzh-U547B,呻,lzh,74,classical-modern
classical-modern-cmn-U547C,呼,cmn,3877,classical-modern
classical-modern-lzh-U547C,呼,lzh,4598,classical-modern
classical-modern-cmn-U547D,命,cmn,57746,classical-modern
classical-modern-lzh-U547D,命,lzh,27708,classical-modern
classical-modern-lzh-U547E,呾,lzh,2,classical-modern
classical-modern-cmn-U547F,呿,cmn,4,classical-modern
classical-modern-lzh-U547F,呿,lzh,14,classical-modern
classical-modern-cmn-U5480,咀,cmn,40,classical-modern
classical-modern-lzh-U5480,咀,lzh,66,classical-modern
classical-modern-cmn-U5482,咂,cmn,7,classical-modern
classical-modern-lzh-U5482,咂,lzh,11,classical-modern
classical-modern-cmn-U5483,咃,cmn,3,classical-modern
classical-modern-lzh-U5483,咃,lzh,3,classical-modern
classical-modern-cmn-U5484,咄,cmn,266,classical-modern
classical-modern-lzh-U5484,咄,lzh,295,classical-modern
classical-modern-lzh-U5485,咅,lzh,1,classical-modern
classical-modern-cmn-U5486,咆,cmn,33,classical-modern
classical-modern-lzh-U5486,咆,lzh,18,classical-modern
classical-modern-lzh-U5487,咇,lzh,1,classical-modern
classical-modern-lzh-U5488,咈,lzh,27,classical-modern
classical-modern-cmn-U548B,咋,cmn,19,classical-modern
classical-modern-lzh-U548B,咋,lzh,44,classical-modern
classical-modern-cmn-U548C,和,cmn,74850,classical-modern
classical-modern-lzh-U548C,和,lzh,13318,classical-modern
classical-modern-lzh-U548D,咍,lzh,9,classical-modern
classical-modern-cmn-U548E,咎,cmn,493,classical-modern
classical-modern-lzh-U548E,咎,lzh,1478,classical-modern
classical-modern-cmn-U548F,咏,cmn,672,classical-modern
classical-modern-lzh-U548F,咏,lzh,742,classical-modern
classical-modern-cmn-U5490,咐,cmn,486,classical-modern
classical-modern-lzh-U5490,咐,lzh,6,classical-modern
classical-modern-cmn-U5492,咒,cmn,461,classical-modern
classical-modern-lzh-U5492,咒,lzh,240,classical-modern
classical-modern-cmn-U5494,咔,cmn,3,classical-modern
classical-modern-cmn-U5495,咕,cmn,8,classical-modern
classical-modern-lzh-U5495,咕,lzh,6,classical-modern
classical-modern-cmn-U5496,咖,cmn,3,classical-modern
classical-modern-cmn-U5499,咙,cmn,90,classical-modern
classical-modern-cmn-U549A,咚,cmn,17,classical-modern
classical-modern-lzh-U549A,咚,lzh,1,classical-modern
classical-modern-cmn-U549B,咛,cmn,11,classical-modern
classical-modern-cmn-U549D,咝,cmn,2,classical-modern
classical-modern-cmn-U54A1,咡,cmn,2,classical-modern
classical-modern-lzh-U54A1,咡,lzh,8,classical-modern
classical-modern-cmn-U54A2,咢,cmn,2,classical-modern
classical-modern-lzh-U54A2,咢,lzh,14,classical-modern
classical-modern-lzh-U54A3,咣,lzh,1,classical-modern
classical-modern-cmn-U54A4,咤,cmn,18,classical-modern
classical-modern-lzh-U54A4,咤,lzh,61,classical-modern
classical-modern-lzh-U54A5,咥,lzh,39,classical-modern
classical-modern-cmn-U54A6,咦,cmn,9,classical-modern
classical-modern-lzh-U54A6,咦,lzh,5,classical-modern
classical-modern-cmn-U54A7,咧,cmn,11,classical-modern
classical-modern-cmn-U54A8,咨,cmn,708,classical-modern
classical-modern-lzh-U54A8,咨,lzh,891,classical-modern
classical-modern-cmn-U54A9,咩,cmn,17,classical-modern
classical-modern-lzh-U54A9,咩,lzh,18,classical-modern
classical-modern-cmn-U54AA,咪,cmn,2,classical-modern
classical-modern-lzh-U54AA,咪,lzh,1,classical-modern
classical-modern-cmn-U54AB,咫,cmn,109,classical-modern
classical-modern-lzh-U54AB,咫,lzh,176,classical-modern
classical-modern-cmn-U54AC,咬,cmn,667,classical-modern
classical-modern-lzh-U54AC,咬,lzh,90,classical-modern
classical-modern-cmn-U54AD,咭,cmn,1,classical-modern
classical-modern-lzh-U54AE,咮,lzh,9,classical-modern
classical-modern-cmn-U54AF,咯,cmn,7,classical-modern
classical-modern-lzh-U54AF,咯,lzh,5,classical-modern
classical-modern-cmn-U54B1,咱,cmn,214,classical-modern
classical-modern-lzh-U54B1,咱,lzh,26,classical-modern
classical-modern-cmn-U54B3,咳,cmn,199,classical-modern
classical-modern-lzh-U54B3,咳,lzh,160,classical-modern
classical-modern-lzh-U54B4,咴,lzh,1,classical-modern
classical-modern-lzh-U54B6,咶,lzh,4,classical-modern
classical-modern-cmn-U54B7,咷,cmn,1,classical-modern
classical-modern-lzh-U54B7,咷,lzh,14,classical-modern
classical-modern-cmn-U54B8,咸,cmn,3000,classical-modern
classical-modern-lzh-U54B8,咸,lzh,6380,classical-modern
classical-modern-lzh-U54B9,咹,lzh,2,classical-modern
classical-modern-cmn-U54BA,咺,cmn,28,classical-modern
classical-modern-lzh-U54BA,咺,lzh,49,classical-modern
classical-modern-cmn-U54BB,咻,cmn,1,classical-modern
classical-modern-lzh-U54BB,咻,lzh,2,classical-modern
classical-modern-lzh-U54BC,咼,lzh,6,classical-modern
classical-modern-cmn-U54BD,咽,cmn,586,classical-modern
classical-modern-lzh-U54BD,咽,lzh,504,classical-modern
classical-modern-cmn-U54BF,咿,cmn,2,classical-modern
classical-modern-lzh-U54BF,咿,lzh,3,classical-modern
classical-modern-cmn-U54C0,哀,cmn,5093,classical-modern
classical-modern-lzh-U54C0,哀,lzh,4173,classical-modern
classical-modern-cmn-U54C1,品,cmn,9630,classical-modern
classical-modern-lzh-U54C1,品,lzh,3228,classical-modern
classical-modern-cmn-U54C2,哂,cmn,13,classical-modern
classical-modern-lzh-U54C2,哂,lzh,74,classical-modern
classical-modern-cmn-U54C4,哄,cmn,179,classical-modern
classical-modern-lzh-U54C4,哄,lzh,37,classical-modern
classical-modern-lzh-U54C5,哅,lzh,4,classical-modern
classical-modern-cmn-U54C6,哆,cmn,41,classical-modern
classical-modern-lzh-U54C6,哆,lzh,34,classical-modern
classical-modern-cmn-U54C7,哇,cmn,145,classical-modern
classical-modern-lzh-U54C7,哇,lzh,106,classical-modern
classical-modern-cmn-U54C8,哈,cmn,997,classical-modern
classical-modern-lzh-U54C8,哈,lzh,810,classical-modern
classical-modern-cmn-U54C9,哉,cmn,137,classical-modern
classical-modern-lzh-U54C9,哉,lzh,6058,classical-modern
classical-modern-lzh-U54CA,哊,lzh,1,classical-modern
classical-modern-cmn-U54CC,哌,cmn,1,classical-modern
classical-modern-cmn-U54CD,响,cmn,3171,classical-modern
classical-modern-lzh-U54CD,响,lzh,825,classical-modern
classical-modern-cmn-U54CE,哎,cmn,74,classical-modern
classical-modern-cmn-U54D1,哑,cmn,149,classical-modern
classical-modern-cmn-U54D2,哒,cmn,36,classical-modern
classical-modern-cmn-U54D3,哓,cmn,1,classical-modern
classical-modern-cmn-U54D4,哔,cmn,1,classical-modern
classical-modern-cmn-U54D5,哕,cmn,5,classical-modern
classical-modern-cmn-U54D7,哗,cmn,397,classical-modern
classical-modern-cmn-U54D9,哙,cmn,273,classical-modern
classical-modern-cmn-U54DD,哝,cmn,4,classical-modern
classical-modern-cmn-U54DF,哟,cmn,25,classical-modern
classical-modern-lzh-U54E1,員,lzh,3374,classical-modern
classical-modern-lzh-U54E4,哤,lzh,2,classical-modern
classical-modern-cmn-U54E5,哥,cmn,3463,classical-modern
classical-modern-lzh-U54E5,哥,lzh,1154,classical-modern
classical-modern-cmn-U54E6,哦,cmn,15,classical-modern
classical-modern-lzh-U54E6,哦,lzh,7,classical-modern
classical-modern-lzh-U54E7,哧,lzh,1,classical-modern
classical-modern-cmn-U54E8,哨,cmn,372,classical-modern
classical-modern-lzh-U54E8,哨,lzh,242,classical-modern
classical-modern-cmn-U54E9,哩,cmn,272,classical-modern
classical-modern-lzh-U54E9,哩,lzh,42,classical-modern
classical-modern-cmn-U54EA,哪,cmn,6350,classical-modern
classical-modern-lzh-U54EA,哪,lzh,36,classical-modern
classical-modern-cmn-U54ED,哭,cmn,5629,classical-modern
classical-modern-lzh-U54ED,哭,lzh,2774,classical-modern
classical-modern-cmn-U54EE,哮,cmn,37,classical-modern
classical-modern-lzh-U54EE,哮,lzh,24,classical-modern
classical-modern-lzh-U54F1,哱,lzh,13,classical-modern
classical-modern-cmn-U54F2,哲,cmn,1176,classical-modern
classical-modern-lzh-U54F2,哲,lzh,1269,classical-modern
classical-modern-cmn-U54F3,哳,cmn,1,classical-modern
classical-modern-lzh-U54F3,哳,lzh,3,classical-modern
classical-modern-cmn-U54FA,哺,cmn,93,classical-modern
classical-modern-lzh-U54FA,哺,lzh,114,classical-modern
classical-modern-cmn-U54FB,哻,cmn,1,classical-modern
classical-modern-lzh-U54FB,哻,lzh,2,classical-modern
classical-modern-cmn-U54FC,哼,cmn,21,classical-modern
classical-modern-cmn-U54FD,哽,cmn,77,classical-modern
classical-modern-lzh-U54FD,哽,lzh,63,classical-modern
classical-modern-cmn-U54FF,哿,cmn,1,classical-modern
classical-modern-lzh-U54FF,哿,lzh,3,classical-modern
classical-modern-cmn-U5501,唁,cmn,424,classical-modern
classical-modern-lzh-U5501,唁,lzh,35,classical-modern
classical-modern-lzh-U5503,唃,lzh,29,classical-modern
classical-modern-lzh-U5504,唄,lzh,22,classical-modern
classical-modern-cmn-U5505,唅,cmn,2,classical-modern
classical-modern-lzh-U5505,唅,lzh,9,classical-modern
classical-modern-cmn-U5506,唆,cmn,270,classical-modern
classical-modern-lzh-U5506,唆,lzh,95,classical-modern
classical-modern-cmn-U5507,唇,cmn,288,classical-modern
classical-modern-lzh-U5507,唇,lzh,234,classical-modern
classical-modern-lzh-U5508,唈,lzh,1,classical-modern
classical-modern-cmn-U5509,唉,cmn,368,classical-modern
classical-modern-lzh-U5509,唉,lzh,4,classical-modern
classical-modern-lzh-U550A,唊,lzh,8,classical-modern
classical-modern-lzh-U550C,唌,lzh,1,classical-modern
classical-modern-cmn-U550E,唎,cmn,1,classical-modern
classical-modern-lzh-U550E,唎,lzh,1,classical-modern
classical-modern-cmn-U550F,唏,cmn,11,classical-modern
classical-modern-lzh-U550F,唏,lzh,27,classical-modern
classical-modern-cmn-U5510,唐,cmn,17273,classical-modern
classical-modern-lzh-U5510,唐,lzh,8186,classical-modern
classical-modern-cmn-U5513,唓,cmn,1,classical-modern
classical-modern-cmn-U5514,唔,cmn,1,classical-modern
classical-modern-lzh-U5514,唔,lzh,3,classical-modern
classical-modern-cmn-U5520,唠,cmn,8,classical-modern
classical-modern-cmn-U5523,唣,cmn,2,classical-modern
classical-modern-lzh-U5523,唣,lzh,2,classical-modern
classical-modern-cmn-U5524,唤,cmn,835,classical-modern
classical-modern-cmn-U5527,唧,cmn,12,classical-modern
classical-modern-lzh-U5527,唧,lzh,21,classical-modern
classical-modern-cmn-U552B,唫,cmn,1,classical-modern
classical-modern-lzh-U552B,唫,lzh,7,classical-modern
classical-modern-cmn-U552C,唬,cmn,64,classical-modern
classical-modern-lzh-U552C,唬,lzh,5,classical-modern
classical-modern-cmn-U552E,售,cmn,272,classical-modern
classical-modern-lzh-U552E,售,lzh,168,classical-modern
classical-modern-cmn-U552F,唯,cmn,1719,classical-modern
classical-modern-lzh-U552F,唯,lzh,6057,classical-modern
classical-modern-cmn-U5530,唰,cmn,3,classical-modern
classical-modern-cmn-U5531,唱,cmn,1943,classical-modern
classical-modern-lzh-U5531,唱,lzh,624,classical-modern
classical-modern-cmn-U5532,唲,cmn,3,classical-modern
classical-modern-lzh-U5532,唲,lzh,2,classical-modern
classical-modern-cmn-U5533,唳,cmn,5,classical-modern
classical-modern-lzh-U5533,唳,lzh,22,classical-modern
classical-modern-cmn-U5535,唵,cmn,10,classical-modern
classical-modern-lzh-U5535,唵,lzh,6,classical-modern
classical-modern-lzh-U5536,唶,lzh,21,classical-modern
classical-modern-cmn-U5537,唷,cmn,1,classical-modern
classical-modern-lzh-U5537,唷,lzh,1,classical-modern
classical-modern-cmn-U5538,唸,cmn,3,classical-modern
classical-modern-cmn-U553C,唼,cmn,1,classical-modern
classical-modern-lzh-U553C,唼,lzh,7,classical-modern
classical-modern-cmn-U553E,唾,cmn,220,classical-modern
classical-modern-lzh-U553E,唾,lzh,201,classical-modern
classical-modern-lzh-U553F,唿,lzh,1,classical-modern
classical-modern-lzh-U5540,啀,lzh,3,classical-modern
classical-modern-cmn-U5541,啁,cmn,3,classical-modern
classical-modern-lzh-U5541,啁,lzh,14,classical-modern
classical-modern-cmn-U5543,啃,cmn,43,classical-modern
classical-modern-cmn-U5544,啄,cmn,85,classical-modern
classical-modern-lzh-U5544,啄,lzh,76,classical-modern
classical-modern-cmn-U5545,啅,cmn,1,classical-modern
classical-modern-lzh-U5545,啅,lzh,2,classical-modern
classical-modern-cmn-U5546,商,cmn,10631,classical-modern
classical-modern-lzh-U5546,商,lzh,3979,classical-modern
classical-modern-cmn-U554A,啊,cmn,7409,classical-modern
classical-modern-lzh-U554A,啊,lzh,4,classical-modern
classical-modern-cmn-U554C,啌,cmn,1,classical-modern
classical-modern-lzh-U554C,啌,lzh,2,classical-modern
classical-modern-lzh-U554D,啍,lzh,4,classical-modern
classical-modern-lzh-U554E,啎,lzh,1,classical-modern
classical-modern-lzh-U554F,問,lzh,17594,classical-modern
classical-modern-cmn-U5550,啐,cmn,5,classical-modern
classical-modern-lzh-U5550,啐,lzh,45,classical-modern
classical-modern-lzh-U5551,啑,lzh,1,classical-modern
classical-modern-lzh-U5552,啒,lzh,1,classical-modern
classical-modern-lzh-U5553,啓,lzh,172,classical-modern
classical-modern-cmn-U5555,啕,cmn,86,classical-modern
classical-modern-lzh-U5555,啕,lzh,10,classical-modern
classical-modern-cmn-U5556,啖,cmn,42,classical-modern
classical-modern-lzh-U5556,啖,lzh,567,classical-modern
classical-modern-lzh-U5557,啗,lzh,58,classical-modern
classical-modern-cmn-U555C,啜,cmn,279,classical-modern
classical-modern-lzh-U555C,啜,lzh,340,classical-modern
classical-modern-cmn-U555D,啝,cmn,4,classical-modern
classical-modern-lzh-U555D,啝,lzh,4,classical-modern
classical-modern-lzh-U555E,啞,lzh,49,classical-modern
classical-modern-lzh-U555F,啟,lzh,4,classical-modern
classical-modern-cmn-U5561,啡,cmn,1,classical-modern
classical-modern-lzh-U5561,啡,lzh,10,classical-modern
classical-modern-lzh-U5562,啢,lzh,1,classical-modern
classical-modern-cmn-U5563,啣,cmn,1,classical-modern
classical-modern-lzh-U5563,啣,lzh,3,classical-modern
classical-modern-cmn-U5564,啤,cmn,8,classical-modern
classical-modern-cmn-U5565,啥,cmn,92,classical-modern
classical-modern-lzh-U5565,啥,lzh,1,classical-modern
classical-modern-cmn-U5566,啦,cmn,266,classical-modern
classical-modern-cmn-U5567,啧,cmn,18,classical-modern
classical-modern-cmn-U556A,啪,cmn,4,classical-modern
classical-modern-cmn-U556C,啬,cmn,320,classical-modern
classical-modern-cmn-U556D,啭,cmn,9,classical-modern
classical-modern-cmn-U556E,啮,cmn,43,classical-modern
classical-modern-cmn-U5570,啰,cmn,9,classical-modern
classical-modern-lzh-U5570,啰,lzh,54,classical-modern
classical-modern-lzh-U5573,啳,lzh,1,classical-modern
classical-modern-cmn-U5574,啴,cmn,1,classical-modern
classical-modern-lzh-U5577,啷,lzh,1,classical-modern
classical-modern-cmn-U5578,啸,cmn,139,classical-modern
classical-modern-cmn-U557B,啻,cmn,5,classical-modern
classical-modern-lzh-U557B,啻,lzh,101,classical-modern
classical-modern-cmn-U557C,啼,cmn,253,classical-modern
classical-modern-lzh-U557C,啼,lzh,242,classical-modern
classical-modern-lzh-U557D,啽,lzh,1,classical-modern
classical-modern-cmn-U557E,啾,cmn,14,classical-modern
classical-modern-lzh-U557E,啾,lzh,15,classical-modern
classical-modern-lzh-U557F,啿,lzh,1,classical-modern
classical-modern-cmn-U5580,喀,cmn,6,classical-modern
classical-modern-lzh-U5580,喀,lzh,4,classical-modern
classical-modern-cmn-U5581,喁,cmn,2,classical-modern
classical-modern-lzh-U5581,喁,lzh,29,classical-modern
classical-modern-cmn-U5582,喂,cmn,517,classical-modern
classical-modern-lzh-U5582,喂,lzh,31,classical-modern
classical-modern-cmn-U5583,喃,cmn,21,classical-modern
classical-modern-lzh-U5583,喃,lzh,20,classical-modern
classical-modern-cmn-U5584,善,cmn,11341,classical-modern
classical-modern-lzh-U5584,善,lzh,14763,classical-modern
classical-modern-cmn-U5586,喆,cmn,9,classical-modern
classical-modern-lzh-U5586,喆,lzh,15,classical-modern
classical-modern-cmn-U5587,喇,cmn,43,classical-modern
classical-modern-lzh-U5587,喇,lzh,42,classical-modern
classical-modern-cmn-U5588,喈,cmn,41,classical-modern
classical-modern-lzh-U5588,喈,lzh,54,classical-modern
classical-modern-cmn-U5589,喉,cmn,456,classical-modern
classical-modern-lzh-U5589,喉,lzh,340,classical-modern
classical-modern-cmn-U558A,喊,cmn,1928,classical-modern
classical-modern-lzh-U558A,喊,lzh,20,classical-modern
classical-modern-cmn-U558B,喋,cmn,25,classical-modern
classical-modern-lzh-U558B,喋,lzh,32,classical-modern
classical-modern-lzh-U558E,喎,lzh,2,classical-modern
classical-modern-cmn-U558F,喏,cmn,13,classical-modern
classical-modern-lzh-U558F,喏,lzh,22,classical-modern
classical-modern-cmn-U5591,喑,cmn,13,classical-modern
classical-modern-lzh-U5591,喑,lzh,64,classical-modern
classical-modern-cmn-U5592,喒,cmn,2,classical-modern
classical-modern-lzh-U5592,喒,lzh,2,classical-modern
classical-modern-cmn-U5593,喓,cmn,1,classical-modern
classical-modern-lzh-U5593,喓,lzh,1,classical-modern
classical-modern-cmn-U5594,喔,cmn,2,classical-modern
classical-modern-lzh-U5594,喔,lzh,1,classical-modern
classical-modern-cmn-U5598,喘,cmn,309,classical-modern
classical-modern-lzh-U5598,喘,lzh,208,classical-modern
classical-modern-cmn-U5599,喙,cmn,19,classical-modern
classical-modern-lzh-U5599,喙,lzh,113,classical-modern
classical-modern-lzh-U559A,喚,lzh,314,classical-modern
classical-modern-cmn-U559C,喜,cmn,10497,classical-modern
classical-modern-lzh-U559C,喜,lzh,5746,classical-modern
classical-modern-cmn-U559D,喝,cmn,3632,classical-modern
classical-modern-lzh-U559D,喝,lzh,141,classical-modern
classical-modern-cmn-U559F,喟,cmn,43,classical-modern
classical-modern-lzh-U559F,喟,lzh,142,classical-modern
classical-modern-lzh-U55A2,喢,lzh,2,classical-modern
classical-modern-lzh-U55A3,喣,lzh,1,classical-modern
classical-modern-lzh-U55A4,喤,lzh,6,classical-modern
classical-modern-cmn-U55A7,喧,cmn,523,classical-modern
classical-modern-lzh-U55A7,喧,lzh,366,classical-modern
classical-modern-lzh-U55A8,喨,lzh,1,classical-modern
classical-modern-lzh-U55AA,喪,lzh,6437,classical-modern
classical-modern-cmn-U55AB,喫,cmn,1,classical-modern
classical-modern-lzh-U55AB,喫,lzh,3,classical-modern
classical-modern-lzh-U55AD,喭,lzh,8,classical-modern
classical-modern-cmn-U55B1,喱,cmn,1,classical-modern
classical-modern-lzh-U55B1,喱,lzh,1,classical-modern
classical-modern-lzh-U55B2,喲,lzh,1,classical-modern
classical-modern-cmn-U55B3,喳,cmn,13,classical-modern
classical-modern-lzh-U55B3,喳,lzh,2,classical-modern
classical-modern-cmn-U55B7,喷,cmn,260,classical-modern
classical-modern-cmn-U55BB,喻,cmn,539,classical-modern
classical-modern-lzh-U55BB,喻,lzh,879,classical-modern
classical-modern-cmn-U55BD,喽,cmn,13,classical-modern
classical-modern-lzh-U55BD,喽,lzh,3,classical-modern
classical-modern-cmn-U55BE,喾,cmn,68,classical-modern
classical-modern-lzh-U55BF,喿,lzh,1,classical-modern
classical-modern-lzh-U55C3,嗃,lzh,3,classical-modern
classical-modern-cmn-U55C4,嗄,cmn,2,classical-modern
classical-modern-lzh-U55C4,嗄,lzh,7,classical-modern
classical-modern-cmn-U55C5,嗅,cmn,32,classical-modern
classical-modern-lzh-U55C5,嗅,lzh,29,classical-modern
classical-modern-lzh-U55C7,嗇,lzh,259,classical-modern
classical-modern-cmn-U55C9,嗉,cmn,5,classical-modern
classical-modern-lzh-U55C9,嗉,lzh,8,classical-modern
classical-modern-lzh-U55CB,嗋,lzh,1,classical-modern
classical-modern-lzh-U55CC,嗌,lzh,64,classical-modern
classical-modern-cmn-U55CD,嗍,cmn,1,classical-modern
classical-modern-lzh-U55CE,嗎,lzh,6,classical-modern
classical-modern-cmn-U55D1,嗑,cmn,13,classical-modern
classical-modern-lzh-U55D1,嗑,lzh,12,classical-modern
classical-modern-cmn-U55D2,嗒,cmn,3,classical-modern
classical-modern-lzh-U55D2,嗒,lzh,3,classical-modern
classical-modern-cmn-U55D3,嗓,cmn,25,classical-modern
classical-modern-lzh-U55D3,嗓,lzh,2,classical-modern
classical-modern-cmn-U55D4,嗔,cmn,17,classical-modern
classical-modern-lzh-U55D4,嗔,lzh,81,classical-modern
classical-modern-cmn-U55D5,嗕,cmn,2,classical-modern
classical-modern-lzh-U55D5,嗕,lzh,3,classical-modern
classical-modern-cmn-U55D6,嗖,cmn,3,classical-modern
classical-modern-lzh-U55DA,嗚,lzh,546,classical-modern
classical-modern-lzh-U55DB,嗛,lzh,41,classical-modern
classical-modern-cmn-U55DC,嗜,cmn,410,classical-modern
classical-modern-lzh-U55DC,嗜,lzh,617,classical-modern
classical-modern-cmn-U55DD,嗝,cmn,2,classical-modern
classical-modern-lzh-U55DE,嗞,lzh,1,classical-modern
classical-modern-cmn-U55DF,嗟,cmn,169,classical-modern
classical-modern-lzh-U55DF,嗟,lzh,855,classical-modern
classical-modern-cmn-U55E1,嗡,cmn,5,classical-modern
classical-modern-lzh-U55E1,嗡,lzh,4,classical-modern
classical-modern-cmn-U55E2,嗢,cmn,2,classical-modern
classical-modern-lzh-U55E2,嗢,lzh,47,classical-modern
classical-modern-cmn-U55E3,嗣,cmn,4635,classical-modern
classical-modern-lzh-U55E3,嗣,lzh,6747,classical-modern
classical-modern-cmn-U55E4,嗤,cmn,71,classical-modern
classical-modern-lzh-U55E4,嗤,lzh,116,classical-modern
classical-modern-cmn-U55E5,嗥,cmn,30,classical-modern
classical-modern-lzh-U55E5,嗥,lzh,34,classical-modern
classical-modern-cmn-U55E6,嗦,cmn,26,classical-modern
classical-modern-cmn-U55E8,嗨,cmn,6,classical-modern
classical-modern-cmn-U55EB,嗫,cmn,1,classical-modern
classical-modern-cmn-U55EC,嗬,cmn,3,classical-modern
classical-modern-cmn-U55EF,嗯,cmn,9,classical-modern
classical-modern-cmn-U55F3,嗳,cmn,19,classical-modern
classical-modern-cmn-U55F5,嗵,cmn,1,classical-modern
classical-modern-cmn-U55F7,嗷,cmn,24,classical-modern
classical-modern-lzh-U55F7,嗷,lzh,40,classical-modern
classical-modern-lzh-U55FA,嗺,lzh,1,classical-modern
