ID,Char,Language_ID,Count,Source
goryeosa-jeoryo-lzh-U6FE1,濡,lzh,39,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U6FE4,濤,lzh,11,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U6FEB,濫,lzh,45,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U6FEC,濬,lzh,23,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U6FEE,濮,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U6FEF,濯,lzh,35,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U6FF1,濱,lzh,28,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U6FFA,濺,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7006,瀆,lzh,11,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7009,瀉,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U700B,瀋,lzh,83,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7015,瀕,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U701B,瀛,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U701D,瀝,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U701F,瀟,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7023,瀣,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7026,瀦,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7030,瀰,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7039,瀹,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U703E,瀾,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U704C,灌,lzh,26,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7058,灘,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7064,灤,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U706B,火,lzh,117,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7070,灰,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U707C,灼,lzh,8,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U707D,災,lzh,145,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U708E,炎,lzh,18,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7092,炒,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7099,炙,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U709F,炟,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70A4,炤,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70AB,炫,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70AC,炬,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70AD,炭,lzh,18,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70AE,炮,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70B3,炳,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70C8,烈,lzh,175,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70CB,烋,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70CF,烏,lzh,64,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70D6,烖,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70D9,烙,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70DD,烝,lzh,9,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70F9,烹,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U70FD,烽,lzh,11,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7107,焇,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7109,焉,lzh,198,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U711A,焚,lzh,113,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7121,無,lzh,1043,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7126,焦,lzh,14,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7130,焰,lzh,14,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7136,然,lzh,557,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U714C,煌,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U714E,煎,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7155,煕,lzh,112,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7156,煖,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7159,煙,lzh,12,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7162,煢,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7164,煤,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7165,煥,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7166,煦,lzh,40,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7167,照,lzh,29,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7168,煨,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7169,煩,lzh,43,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U717D,煽,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U718A,熊,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U718F,熏,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7192,熒,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7196,熖,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7199,熙,lzh,42,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U719F,熟,lzh,26,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71A8,熨,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71AF,熯,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71B1,熱,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71B3,熳,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71BE,熾,lzh,35,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71C3,燃,lzh,33,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71C8,燈,lzh,51,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71C9,燉,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71CE,燎,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71D2,燒,lzh,68,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71D4,燔,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71D5,燕,lzh,68,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71DF,營,lzh,198,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71E5,燥,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71E6,燦,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71E7,燧,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71ED,燭,lzh,19,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71EE,燮,lzh,9,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71F9,燹,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71FC,燼,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U71FE,燾,lzh,12,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7207,爇,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7210,爐,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U721B,爛,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U722A,爪,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U722D,爭,lzh,151,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7230,爰,lzh,26,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7232,爲,lzh,2595,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7235,爵,lzh,159,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7236,父,lzh,332,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U723A,爺,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U723B,爻,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U723D,爽,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U723E,爾,lzh,212,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7240,牀,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7247,片,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7248,版,lzh,29,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U724B,牋,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U724C,牌,lzh,39,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7252,牒,lzh,97,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7253,牓,lzh,19,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7256,牖,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7258,牘,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7259,牙,lzh,28,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U725B,牛,lzh,115,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U725D,牝,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U725F,牟,lzh,22,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7262,牢,lzh,10,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7267,牧,lzh,136,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7269,物,lzh,717,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7272,牲,lzh,8,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7278,牸,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7279,特,lzh,141,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U727D,牽,lzh,32,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7280,犀,lzh,25,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7281,犁,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7292,犒,lzh,16,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72A2,犢,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72A7,犧,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72AC,犬,lzh,35,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72AF,犯,lzh,134,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72BE,犾,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72C0,狀,lzh,127,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72C2,狂,lzh,26,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72C3,狃,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72C4,狄,lzh,28,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72CE,狎,lzh,16,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72D0,狐,lzh,8,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72D7,狗,lzh,20,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72D9,狙,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72E0,狠,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72E1,狡,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72E9,狩,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72F8,狸,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72F9,狹,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72FB,狻,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72FC,狼,lzh,19,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U72FD,狽,lzh,8,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U730A,猊,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7316,猖,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U731B,猛,lzh,26,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U731C,猜,lzh,26,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U731D,猝,lzh,12,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7320,猠,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7325,猥,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U732A,猪,lzh,8,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U732B,猫,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7331,猱,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7333,猳,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7336,猶,lzh,150,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7337,猷,lzh,18,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U733E,猾,lzh,9,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U733F,猿,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7344,獄,lzh,181,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7345,獅,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U734D,獍,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7350,獐,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7360,獠,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7368,獨,lzh,203,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U736C,獬,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U736E,獮,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7372,獲,lzh,240,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7375,獵,lzh,104,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7377,獷,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7378,獸,lzh,28,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7379,獹,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U737A,獺,lzh,17,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U737B,獻,lzh,904,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7384,玄,lzh,172,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7386,玆,lzh,54,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7387,率,lzh,355,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7389,玉,lzh,79,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U738B,王,lzh,3106,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7396,玖,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73A2,玢,lzh,34,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73A9,玩,lzh,20,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73B2,玲,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73B3,玳,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73B9,玹,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73BD,玽,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73BF,玿,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73CA,珊,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73CD,珍,lzh,163,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73CF,珏,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73D9,珙,lzh,25,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73DA,珚,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73DB,珛,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73DD,珝,lzh,9,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73E0,珠,lzh,24,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73E3,珣,lzh,20,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73E4,珤,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73E5,珥,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73E6,珦,lzh,29,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73E9,珩,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73EA,珪,lzh,33,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73EB,珫,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73ED,班,lzh,104,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73F5,珵,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73F9,珹,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73FD,珽,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U73FE,現,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7403,球,lzh,21,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7406,理,lzh,404,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7407,琇,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7408,琈,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7409,琉,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7413,琓,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7414,琔,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U741A,琚,lzh,15,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U741B,琛,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7420,琠,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7422,琢,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7426,琦,lzh,36,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7428,琨,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U742A,琪,lzh,12,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U742C,琬,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U742E,琮,lzh,11,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U742F,琯,lzh,8,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7430,琰,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7433,琳,lzh,51,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7434,琴,lzh,22,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U743F,琿,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7440,瑀,lzh,99,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7441,瑁,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7444,瑄,lzh,27,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7448,瑈,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U744A,瑊,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U744B,瑋,lzh,19,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U744E,瑎,lzh,10,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7452,瑒,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7455,瑕,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7457,瑗,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7459,瑙,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U745A,瑚,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U745B,瑛,lzh,12,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U745C,瑜,lzh,12,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U745E,瑞,lzh,109,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U745F,瑟,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7460,瑠,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7462,瑢,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7463,瑣,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7464,瑤,lzh,6,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7465,瑥,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7468,瑨,lzh,15,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7469,瑩,lzh,139,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U746A,瑪,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U746B,瑫,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7470,瑰,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7471,瑱,lzh,11,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7474,瑴,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U747A,瑺,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U747E,瑾,lzh,8,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7483,璃,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7486,璆,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7487,璇,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7488,璈,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7489,璉,lzh,18,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U748B,璋,lzh,12,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7498,璘,lzh,49,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U749C,璜,lzh,9,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U749E,璞,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U749F,璟,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74A0,璠,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74A1,璡,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74A5,璥,lzh,28,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74A7,璧,lzh,16,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74AB,璫,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74B0,環,lzh,19,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74B5,璵,lzh,13,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74B9,璹,lzh,14,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74BD,璽,lzh,10,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74BF,璿,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74CA,瓊,lzh,18,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74CC,瓌,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74CF,瓏,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74D8,瓘,lzh,55,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74DB,瓛,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74DC,瓜,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74E6,瓦,lzh,31,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74EE,瓮,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U74F7,瓷,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7501,甁,lzh,44,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7504,甄,lzh,37,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U750E,甎,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7511,甑,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7513,甓,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7514,甔,lzh,4,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7515,甕,lzh,10,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7516,甖,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7518,甘,lzh,15,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U751A,甚,lzh,498,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U751C,甜,lzh,3,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U751F,生,lzh,785,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7522,產,lzh,66,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7523,産,lzh,43,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7525,甥,lzh,26,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7528,用,lzh,517,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U752B,甫,lzh,233,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U752C,甬,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7530,田,lzh,394,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7531,由,lzh,217,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7532,甲,lzh,313,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7533,申,lzh,339,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7537,男,lzh,104,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7538,甸,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7539,甹,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7540,畀,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U754B,畋,lzh,60,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U754C,界,lzh,201,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U754E,畎,lzh,1,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U754F,畏,lzh,138,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7554,畔,lzh,5,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7559,留,lzh,357,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U755C,畜,lzh,56,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U755D,畝,lzh,9,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7562,畢,lzh,49,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7565,略,lzh,87,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7566,畦,lzh,2,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U756A,番,lzh,34,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U756B,畫,lzh,43,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7570,異,lzh,223,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7576,當,lzh,448,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U757F,畿,lzh,36,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7586,疆,lzh,64,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U7587,疇,lzh,7,goryeosa-jeoryo
goryeosa-jeoryo-lzh-U758A,疊,lzh,6,goryeosa-jeoryo
