ID,URN,Passage_SHA256,ACTib_Volume,ACTib_Page,ACTib_Line,Status,Distance
a-toh369-78-1a-1,urn:nabu:derge-kangyur:toh369:78.1a.1,7f0b8bf7d4a441cbff3dd86fbaf53f2b3c555803d83148e7cf6111848e7fed71,I1KG9204,1,1,missing,
a-toh370-1b-1,urn:nabu:derge-kangyur:toh370:1b.1,43a6f01bc7581b5ff7eb8a6419f97dbb0fe06616eeb757811199ce6b582852e4,I1KG9204,2,1,exact,
a-toh370-1b-2,urn:nabu:derge-kangyur:toh370:1b.2,f32e10a693b46cd8932152847bb1577ad41fb00e6ad488ac47db883c886a5a8c,I1KG9204,2,2,exact,
a-toh370-1b-3,urn:nabu:derge-kangyur:toh370:1b.3,aaa658a4cd3334b72fa54e9bd10d29d17b8d69084fbf63dacddd02090cd4ecee,I1KG9204,2,3,exact,
a-toh370-1b-4,urn:nabu:derge-kangyur:toh370:1b.4,37ab6b50b57ac397bc93e9c765b46648a37ca4c9981773854d19d362a19c0a59,I1KG9204,2,4,exact,
a-toh370-1b-5,urn:nabu:derge-kangyur:toh370:1b.5,d977468fe346e674a8a882500fa3798de898871f4f2ab7a00bcd383268f2832a,I1KG9204,2,5,exact,
a-toh370-2a-1,urn:nabu:derge-kangyur:toh370:2a.1,0fbb318f1358a446cb4fdf68e37541682c75149ed3a3883504efcdb9420d0ace,I1KG9204,3,1,exact,
a-toh370-2a-2,urn:nabu:derge-kangyur:toh370:2a.2,4c90ec3aff6fcb3389f4c1511934634651d65becb883e50c21e2ebf0075228a1,I1KG9204,3,2,exact,
a-toh370-2a-3,urn:nabu:derge-kangyur:toh370:2a.3,2610ee9f2b0bcb81aeb8c587d3fabb15d0b2ab6068796bef4f14809eca88d0de,I1KG9204,3,3,exact,
a-toh370-2a-4,urn:nabu:derge-kangyur:toh370:2a.4,074c78cc676884e4485c0a766e6bf282f698e499201464ead5330a3dfc11b88f,I1KG9204,3,4,exact,
a-toh370-2a-5,urn:nabu:derge-kangyur:toh370:2a.5,96de63372f2af06259f3419dff8878e520c572e36ba90854ed6a942591647905,I1KG9204,3,5,exact,
a-toh370-2a-6,urn:nabu:derge-kangyur:toh370:2a.6,30c61cb3aadda561331a696e29f087df5edc24d46a55cccb911af1ef7f0c8272,I1KG9204,3,6,exact,
a-toh370-2b-1,urn:nabu:derge-kangyur:toh370:2b.1,8397aaee549338aaf0a8eab19a60a06a14d77f3c4eab028d79ac20b4986c0451,I1KG9204,4,1,exact,
a-toh370-2b-2,urn:nabu:derge-kangyur:toh370:2b.2,ee54cf667042c82ef66b041e485ebca4bcf6d7174dbc9d040da97e3b85fc6b5b,I1KG9204,4,2,exact,
a-toh370-2b-3,urn:nabu:derge-kangyur:toh370:2b.3,7c6c20f2250849ef6fe685ce6f890cde420467fb291e438969f5e3139348ef40,I1KG9204,4,3,exact,
a-toh370-2b-4,urn:nabu:derge-kangyur:toh370:2b.4,d8acce3b27b53efed58cbd86d4ee91cfddb986cfa4a2e373c726fa44b2e7502e,I1KG9204,4,4,exact,
a-toh370-2b-5,urn:nabu:derge-kangyur:toh370:2b.5,d7849b4d2dbe7adfe27c43b665466e4d3c64305ac35793a7fb722191ee95d755,I1KG9204,4,5,exact,
a-toh370-2b-6,urn:nabu:derge-kangyur:toh370:2b.6,b2ea3aab37a622b669acb8757fbddbe4dfa1700774690ff3949b95661e1a2faa,I1KG9204,4,6,exact,
a-toh370-2b-7,urn:nabu:derge-kangyur:toh370:2b.7,47baeea4e97d82cf9505457734933dad2452e4c604cbe6b52ee72afcdb2c19e7,I1KG9204,4,7,exact,
a-toh370-3a-1,urn:nabu:derge-kangyur:toh370:3a.1,d0c04cba22287ceafe0c12ca796eaed59573051b559ce31acb4e7cf23cf038aa,I1KG9204,5,1,exact,
a-toh370-3a-2,urn:nabu:derge-kangyur:toh370:3a.2,99e7603bf84fa8e2be21bd6f93d20083ee6ad1099b3b2d83feb050537866a87c,I1KG9204,5,2,exact,
a-toh370-3a-3,urn:nabu:derge-kangyur:toh370:3a.3,cb8768bde586b3ce83ff29b820ff363bc3aaa31cbeee57ada9fc716a35470971,I1KG9204,5,3,exact,
a-toh370-3a-4,urn:nabu:derge-kangyur:toh370:3a.4,ee54ed3822feb95b473ad43e431eeb759fa70a2fca64615fd41103b0651f73d8,I1KG9204,5,4,exact,
a-toh370-3a-5,urn:nabu:derge-kangyur:toh370:3a.5,376a4b889222574b76693243314024af77346a03582161acb8a320972ed6a63d,I1KG9204,5,5,exact,
a-toh370-3a-6,urn:nabu:derge-kangyur:toh370:3a.6,52ca2bca6d677695c3107dfc31b6c7eeb1a7466d5dfafe82feb5c7656e6ad632,I1KG9204,5,6,exact,
a-toh370-3a-7,urn:nabu:derge-kangyur:toh370:3a.7,abad894abac1e3b9925b9968b9a8743269987b91f2359b23822b14549c6284c4,I1KG9204,5,7,exact,
a-toh370-3b-1,urn:nabu:derge-kangyur:toh370:3b.1,c1594de6184dae68cfe0110c41cf8f88e6cb720ce67a1497bbac7a02e89ce63c,I1KG9204,6,1,exact,
a-toh370-3b-2,urn:nabu:derge-kangyur:toh370:3b.2,aed2167fb857e22e91d61334681410f1e7763ccf676e46f1d29c9f595c9ee486,I1KG9204,6,2,exact,
a-toh370-3b-3,urn:nabu:derge-kangyur:toh370:3b.3,2d0d31e9955e8984e603ffbe88ff69bc34838502b77392119260e14ff234b987,I1KG9204,6,3,exact,
