ID,URN,Passage_SHA256,ACTib_Volume,ACTib_Page,ACTib_Line,Status,Distance
a-toh3-9-1a-1,urn:nabu:derge-kangyur:toh3:9.1a.1,e288c3dd5a552ccb8e450555c53ebd470ebd5520eed525e63ccb088fac834bbf,I1KG9135,1,1,missing,
a-toh4-1b-1,urn:nabu:derge-kangyur:toh4:1b.1,525ee050f789bc2cf13ee5df9de8c2a66063b832b08aef3efe1a2937d28ef738,I1KG9135,2,1,exact,
a-toh4-1b-2,urn:nabu:derge-kangyur:toh4:1b.2,574c75b74d10ebf35f44324f15b1b459ef92e6e60c6a6db2ede37d4434b3f793,I1KG9135,2,2,exact,
a-toh4-1b-3,urn:nabu:derge-kangyur:toh4:1b.3,6083994e801e03ec75ee745e36d4a071328ea82d1475b78a9c0d6f4b83a7a938,I1KG9135,2,3,exact,
a-toh4-1b-4,urn:nabu:derge-kangyur:toh4:1b.4,ae6202e55532b07dec621b2c554bf7894d781845d76a53974ba397343edcf3ae,I1KG9135,2,4,exact,
a-toh4-1b-5,urn:nabu:derge-kangyur:toh4:1b.5,9da9a46451faa8e15d0a07a6a03e76db72c4bbda4715630bb162fc7edbec5fd0,I1KG9135,2,5,exact,
a-toh4-2a-1,urn:nabu:derge-kangyur:toh4:2a.1,d92e60acf989134a93bffe57ff2204da48a3f35d0f7992c72ac734f79a6f3d32,I1KG9135,3,1,exact,
a-toh4-2a-2,urn:nabu:derge-kangyur:toh4:2a.2,a86d068684dc9ecd6444e09c948bd3336719f89e289acd9b5a8f11846faf485e,I1KG9135,3,2,exact,
a-toh4-2a-3,urn:nabu:derge-kangyur:toh4:2a.3,87630d5badd96913875dd99b2bb5bbcb558a501a0778454c5d1190cb6f0008c4,I1KG9135,3,3,exact,
a-toh4-2a-4,urn:nabu:derge-kangyur:toh4:2a.4,5e9b9a8506f1405653b7026fa3ad964643d1a96e119ae81ca1d65add13fd26d6,I1KG9135,3,4,exact,
a-toh4-2a-5,urn:nabu:derge-kangyur:toh4:2a.5,4779d2c425b4c9c18e005247d9addd34758a864408cd4a76f02d89db4a7b3c03,I1KG9135,3,5,exact,
a-toh4-2a-6,urn:nabu:derge-kangyur:toh4:2a.6,67df73aeb41c7e56d44308e90da808614ad2315aadf2a4d0f45387b3875126d3,I1KG9135,3,6,exact,
a-toh4-2b-1,urn:nabu:derge-kangyur:toh4:2b.1,79317e881fd47f430404d732f4f30681b4aa8732f2fe455355135e877a4534e4,I1KG9135,4,1,exact,
a-toh4-2b-2,urn:nabu:derge-kangyur:toh4:2b.2,e2e5d386495784d8df0b19778c615c85483847447c5b9c3f0e58d35440f7e94f,I1KG9135,4,2,exact,
a-toh4-2b-3,urn:nabu:derge-kangyur:toh4:2b.3,26282cdddd3d78c0f778b5029367cf89917208ec945b9aeff06f97e068ebe0bd,I1KG9135,4,3,exact,
a-toh4-2b-4,urn:nabu:derge-kangyur:toh4:2b.4,a28e164a1e09724a62829d1581b3d66230a27af9011b93c500840cb21cd874ef,I1KG9135,4,4,exact,
a-toh4-2b-5,urn:nabu:derge-kangyur:toh4:2b.5,8d9226e261317ab4348bbbb36b7940d88333fde4ef65d04548cc3879caffe4f4,I1KG9135,4,5,exact,
a-toh4-2b-6,urn:nabu:derge-kangyur:toh4:2b.6,1e3a3de7a9e1a6c47a695b25042e718bfaccc46d2e3e0416b9a3642e48066c18,I1KG9135,4,6,exact,
a-toh4-2b-7,urn:nabu:derge-kangyur:toh4:2b.7,6be069569eaa46e297636d1ed9ef5a714a7cbbf51d463bb5b4f64f0771eca7ad,I1KG9135,4,7,exact,
a-toh4-3a-1,urn:nabu:derge-kangyur:toh4:3a.1,36b3c252aeecd4ef63e3330971ede3a192fd82101c70ff73066e0283befd3e7c,I1KG9135,5,1,exact,
a-toh4-3a-2,urn:nabu:derge-kangyur:toh4:3a.2,834d9f69d72a1b18c5231aac7d48ecd59e6f36f5c745d5496613a9ea5d4219f6,I1KG9135,5,2,exact,
a-toh4-3a-3,urn:nabu:derge-kangyur:toh4:3a.3,b5c01ab852eb179854d1c391be71a6421f52edb9ce46dfe8f8a7845f11c174a8,I1KG9135,5,3,exact,
a-toh4-3a-4,urn:nabu:derge-kangyur:toh4:3a.4,a0e78676d63e12b0d4aa4727838954fb11d34b742c1b8b16330ca49ae3de2fec,I1KG9135,5,4,exact,
a-toh4-3a-5,urn:nabu:derge-kangyur:toh4:3a.5,6538a2aca30489de5946cca19d2620556aab53cdab288005605216e52e399817,I1KG9135,5,5,exact,
a-toh4-3a-6,urn:nabu:derge-kangyur:toh4:3a.6,9c6a52079f9651d31c01644028fe8a2f3198817cd8971252f8804080dd674f43,I1KG9135,5,6,exact,
a-toh4-3a-7,urn:nabu:derge-kangyur:toh4:3a.7,23e8a831c01b433ae69edc4f78b7e430394ed9bda9b90b20b2cb2111564439b4,I1KG9135,5,7,exact,
a-toh4-3b-1,urn:nabu:derge-kangyur:toh4:3b.1,fcf3baac1a0dc2b73f293db8c8e35357ff1814f953d8f5a7b5828e0cca66f21a,I1KG9135,6,1,exact,
a-toh4-3b-2,urn:nabu:derge-kangyur:toh4:3b.2,ea154c4def33d9e9972156756bcbe2316f52ca15f422c1eefdcf247f7c629919,I1KG9135,6,2,exact,
a-toh4-3b-3,urn:nabu:derge-kangyur:toh4:3b.3,5d18c2784ec13a7c44eac3a7f9fc6a77032e2dae3b11ac52ea8d206d980fcc22,I1KG9135,6,3,exact,
a-toh4-3b-4,urn:nabu:derge-kangyur:toh4:3b.4,b5ed32a19369993c051624c6dc9e4de9461d31b075e5632fcfd151acc3462e4c,I1KG9135,6,4,exact,
a-toh4-3b-5,urn:nabu:derge-kangyur:toh4:3b.5,e77b9380166d9b480a3da2fa387ee10b32842fb9396151c02decd940b55e7f6b,I1KG9135,6,5,exact,
a-toh4-3b-6,urn:nabu:derge-kangyur:toh4:3b.6,2d1b32c6d281a430f358ace6001785f3f6e395a15324f6093b4f9550a36f4a7c,I1KG9135,6,6,exact,
a-toh4-3b-7,urn:nabu:derge-kangyur:toh4:3b.7,9e60c5b2c417b063088317e35fcd0b5ddbfe88b681c12bbf336829031edb2a07,I1KG9135,6,7,exact,
a-toh4-4a-1,urn:nabu:derge-kangyur:toh4:4a.1,64e57ddc1bdc89cdc5ebdb8285e7f4e09bd692570a9e34a5e284fb80eeaf6345,I1KG9135,7,1,exact,
a-toh4-4a-2,urn:nabu:derge-kangyur:toh4:4a.2,83d797bc60a3fcf4abe1894a51d9a8bbdbf6e216fadb8e443f6e95e4d3a01141,I1KG9135,7,2,exact,
a-toh4-4a-3,urn:nabu:derge-kangyur:toh4:4a.3,6d10e17fce2c1fcaeabb260e4dcd8bffb16c2981c7b35b613caeb14366ff80c8,I1KG9135,7,3,exact,
a-toh4-4a-4,urn:nabu:derge-kangyur:toh4:4a.4,4530c94ee02460fbf73f42909911b0a6e7665eb64375b3d2f1d5bddfc382a1a8,I1KG9135,7,4,exact,
a-toh4-4a-5,urn:nabu:derge-kangyur:toh4:4a.5,c5c568ea1da4a11a1347ddd3caf6fdabd403479d91a784c6043b094aa48636e3,I1KG9135,7,5,exact,
a-toh4-4a-6,urn:nabu:derge-kangyur:toh4:4a.6,1e9498234bc49d6f58d973f42c79f5702950d59fde093b55fd6607fed4fea2c6,I1KG9135,7,6,exact,
a-toh4-4a-7,urn:nabu:derge-kangyur:toh4:4a.7,7a05ee10325e1b3f1d244d6b2e52bfbde79c932fb25547481c36dc475c2bcc62,I1KG9135,7,7,exact,
a-toh4-4b-1,urn:nabu:derge-kangyur:toh4:4b.1,a23e733207136c62cfc55ede8e2f7988e0e9f09fc820148d25cd27c7d38f71c3,I1KG9135,8,1,exact,
a-toh4-4b-2,urn:nabu:derge-kangyur:toh4:4b.2,77497895c9488960e07fa39163652adf438a8bbc5a0faf1d94217e7c904ca332,I1KG9135,8,2,exact,
a-toh4-4b-3,urn:nabu:derge-kangyur:toh4:4b.3,ffb508dbc2444dbfde705476face7829b2ec586a8e771f9d3411e9fb171fbf36,I1KG9135,8,3,exact,
a-toh4-4b-4,urn:nabu:derge-kangyur:toh4:4b.4,22b5fa9d8f95f948aae805d61d739f868ab835d00b55db54b9e8b57db2b7aed7,I1KG9135,8,4,exact,
a-toh4-4b-5,urn:nabu:derge-kangyur:toh4:4b.5,bba87740a55c0cd6d3b2c78436cd83437f6c1180f513ab9b9c8a0edd4cce11db,I1KG9135,8,5,exact,
a-toh4-4b-6,urn:nabu:derge-kangyur:toh4:4b.6,bbce8db38b889ee18314250a54df44d8d818f41bf8dea5530a2b560a58783c75,I1KG9135,8,6,exact,
a-toh4-4b-7,urn:nabu:derge-kangyur:toh4:4b.7,fd4eb08a3e6decc3df3d875ed8857ef53a6e67807fe156fbe4ce9fb87f94edb4,I1KG9135,8,7,exact,
a-toh4-5a-1,urn:nabu:derge-kangyur:toh4:5a.1,d4226a8f3523e5e20764b96adb5ecff00a6f7d496196a6b4e63c7c6fec87a711,I1KG9135,9,1,exact,
a-toh4-5a-2,urn:nabu:derge-kangyur:toh4:5a.2,3aa63137d2f0cadb313041b17d622bcf00421ecadcad25d94f11c134ae9610a4,I1KG9135,9,2,exact,
a-toh4-5a-3,urn:nabu:derge-kangyur:toh4:5a.3,a6d16661431ffbaad32a8126543f83acba0dffd4e175ee2efa3292e55a028d89,I1KG9135,9,3,exact,
a-toh4-5a-4,urn:nabu:derge-kangyur:toh4:5a.4,56f85859c36ed876f6c001d775376e3bb034b209c038af0de8c264f26b8b8007,I1KG9135,9,4,exact,
a-toh4-5a-5,urn:nabu:derge-kangyur:toh4:5a.5,2c4ad4fed7508f4e400abd0860a4fe5c5dd0acecc383947e6a9acd130c203c75,I1KG9135,9,5,exact,
a-toh4-5a-6,urn:nabu:derge-kangyur:toh4:5a.6,659a5b15e1e6395a0e1b38ec7f8eea86e347a36e9410579cef3791abc7085ed5,I1KG9135,9,6,exact,
a-toh4-5a-7,urn:nabu:derge-kangyur:toh4:5a.7,a2a0ecb760ef8be0defb0816c41ffd3030dc9768cd7fac9d1d2b23ea096f6591,I1KG9135,9,7,exact,
a-toh4-5b-1,urn:nabu:derge-kangyur:toh4:5b.1,5284fa8747f4c93a5287d8913e96f0c2388ea4849034423eb8af88d8f382359b,I1KG9135,10,1,exact,
a-toh4-5b-2,urn:nabu:derge-kangyur:toh4:5b.2,db2ddf4cd1b82c01391ed1d72245895653e009a4cafb9f526a77f0692ded70e9,I1KG9135,10,2,exact,
a-toh4-5b-3,urn:nabu:derge-kangyur:toh4:5b.3,6c394e10e22a2e8e334444b2b14b38324da9d05c8782fe3c2d8d5ff3e0b59a54,I1KG9135,10,3,exact,
a-toh4-5b-4,urn:nabu:derge-kangyur:toh4:5b.4,9040ac98736f17bab8865ff28283618501729a09bf8d1c9f8e241eb2a3cfead6,I1KG9135,10,4,exact,
a-toh4-5b-5,urn:nabu:derge-kangyur:toh4:5b.5,dc6313cecec5fa93428ac9171a79c5c932e50da12f548f5bfd3a2aa02dd51790,I1KG9135,10,5,exact,
a-toh4-5b-6,urn:nabu:derge-kangyur:toh4:5b.6,b1989a54e36949652880ce6c6f7ca484c23fd2e40b597cd21ae4bb9b19e14e2b,I1KG9135,10,6,exact,
a-toh4-5b-7,urn:nabu:derge-kangyur:toh4:5b.7,3f0f22d684ca060c5e21697ebb98f8675d9aee5ef2a05d36b0950ab09e47a110,I1KG9135,10,7,exact,
a-toh4-6a-1,urn:nabu:derge-kangyur:toh4:6a.1,347cbb2ec3023fe63717148034cf6805b62890a9052f6ab7c1e20dc5f442adfc,I1KG9135,11,1,exact,
a-toh4-6a-2,urn:nabu:derge-kangyur:toh4:6a.2,a4a21423c3b2a70101996a0d62ea7a14147ec570ddee739e50675d00b53eb622,I1KG9135,11,2,exact,
a-toh4-6a-3,urn:nabu:derge-kangyur:toh4:6a.3,24e873222df6fcd93cfe790bb2541615b814d07a49641053becf40879c0296f8,I1KG9135,11,3,exact,
a-toh4-6a-4,urn:nabu:derge-kangyur:toh4:6a.4,65c787249269314cfa06c0e90ef77ff9907bdc4fc25c26118694619942eefbbe,I1KG9135,11,4,exact,
a-toh4-6a-5,urn:nabu:derge-kangyur:toh4:6a.5,aba030f989b83f996af6e1a37046cbdc1fea19d5980b37585041e468da91c74f,I1KG9135,11,5,exact,
a-toh4-6a-6,urn:nabu:derge-kangyur:toh4:6a.6,edcc339af9e3be4fa7c9f0fcb6e6066e26e88b14e08af5ef63c327bf8e14f662,I1KG9135,11,6,exact,
a-toh4-6a-7,urn:nabu:derge-kangyur:toh4:6a.7,f5b86a3d7356cd406c7fe80120ba5b552676629b549b95a228d73dc69837c45b,I1KG9135,11,7,exact,
a-toh4-6b-1,urn:nabu:derge-kangyur:toh4:6b.1,32a639dcbd0695cbc71d3de38d388d9b21224796e7a42331ae0a454f04c60846,I1KG9135,12,1,exact,
a-toh4-6b-2,urn:nabu:derge-kangyur:toh4:6b.2,c22fd362e7dc91bf0de1fa9e13811d432db485829bc881fe335a758a14620296,I1KG9135,12,2,exact,
a-toh4-6b-3,urn:nabu:derge-kangyur:toh4:6b.3,6e050883aa5da87216ebb16b8c2d6ddfb1bcfe71a5a24106b39efbf210d341a3,I1KG9135,12,3,exact,
a-toh4-6b-4,urn:nabu:derge-kangyur:toh4:6b.4,5946fa295dcd92dada6898265ac21fe788b3f3bfb09a9644efb491161196eeb8,I1KG9135,12,4,exact,
a-toh4-6b-5,urn:nabu:derge-kangyur:toh4:6b.5,98a941eb0a7719b423c78b6492fb54ade32dc264522c07e24691ff76c0302f30,I1KG9135,12,5,exact,
a-toh4-6b-6,urn:nabu:derge-kangyur:toh4:6b.6,51d47a288ed423d649328e1c0ebf35bed3596cf9dd1187368b13f4c63a28d988,I1KG9135,12,6,exact,
a-toh4-6b-7,urn:nabu:derge-kangyur:toh4:6b.7,cc7f48f1ab8a595325bce1c98539345545f2ef9b6b37fb6787c7decd935653c5,I1KG9135,12,7,exact,
a-toh4-7a-1,urn:nabu:derge-kangyur:toh4:7a.1,e6ad7aed1e4a3b915d0f7bf18fe12e7df5a545103601bb15a07e7b0113667df4,I1KG9135,13,1,exact,
a-toh4-7a-2,urn:nabu:derge-kangyur:toh4:7a.2,14b5bed965be482efe1ff14a1736ae418dde6979870b6b2d44e2ebf0eb0989d5,I1KG9135,13,2,exact,
a-toh4-7a-3,urn:nabu:derge-kangyur:toh4:7a.3,a5a6a0273cf3db65a9c215660d4a232009918fc9a059f74d7a155a169208a858,I1KG9135,13,3,exact,
a-toh4-7a-4,urn:nabu:derge-kangyur:toh4:7a.4,4ccc07b1d4859951e7b822dd464dcc23cef72b30d23a5c699fa2846eb5adc336,I1KG9135,13,4,exact,
a-toh4-7a-5,urn:nabu:derge-kangyur:toh4:7a.5,48759668fed371ff79b304c26dc6fdb6d07418e8fb616e8bb74b864ec625b2fb,I1KG9135,13,5,exact,
a-toh4-7a-6,urn:nabu:derge-kangyur:toh4:7a.6,5080dd793354edffa163227e5ff6ff83cd2f169f733685dcf9121ec270adac9c,I1KG9135,13,6,exact,
a-toh4-7a-7,urn:nabu:derge-kangyur:toh4:7a.7,ebd0990a092eea8815de1eebdf5d7795028fe4ae3745cfd67755c9997a5f6721,I1KG9135,13,7,exact,
a-toh4-7b-1,urn:nabu:derge-kangyur:toh4:7b.1,1c7e865a111c3ea2050995a6e1e5f35663e1f0d654c16322198c2459ca8c41b5,I1KG9135,14,1,exact,
a-toh4-7b-2,urn:nabu:derge-kangyur:toh4:7b.2,d5bd14add6c06858e7a86b4102a46bdfc40aad623798ab1795c9aa9490e74c83,I1KG9135,14,2,exact,
a-toh4-7b-3,urn:nabu:derge-kangyur:toh4:7b.3,2e179c7f85d35d9a0241a89794eff085bc31332892b2bf545cb2ff4277e1eb8b,I1KG9135,14,3,exact,
a-toh4-7b-4,urn:nabu:derge-kangyur:toh4:7b.4,38950e213a5fdedfe707397be7ea28bd0eed221cd2c3d56be6490e4f78f93f9d,I1KG9135,14,4,exact,
a-toh4-7b-5,urn:nabu:derge-kangyur:toh4:7b.5,057ea5f61f187ab5b57cd755a61df56173b8a8517b683f3fd0b868924a8fb020,I1KG9135,14,5,exact,
a-toh4-7b-6,urn:nabu:derge-kangyur:toh4:7b.6,fbf14f158f41e1174f309ecd1a05fdf2623ee909168b63f13d6888c750d83c2f,I1KG9135,14,6,exact,
a-toh4-7b-7,urn:nabu:derge-kangyur:toh4:7b.7,6189da10a0f9fb068b08a97f6273c4f5fcd19814fb0e6f98c814879ea6d66d69,I1KG9135,14,7,exact,
a-toh4-8a-1,urn:nabu:derge-kangyur:toh4:8a.1,ed4fba5e0398213e05d89162896313a9efab8dd3b6d86287e60925c86a2dc88e,I1KG9135,15,1,exact,
a-toh4-8a-2,urn:nabu:derge-kangyur:toh4:8a.2,1a30e3e760cf158d2caf7690613e9832df262f253b085c6858f2c841bacb3978,I1KG9135,15,2,exact,
a-toh4-8a-3,urn:nabu:derge-kangyur:toh4:8a.3,101b3d273a1872f9e026d1c1897e6ae2b6415bfbaabb2f6a4f4f865336716c56,I1KG9135,15,3,exact,
a-toh4-8a-4,urn:nabu:derge-kangyur:toh4:8a.4,220a7a2dbaf6eab47489c2abd96bb0990e5212f4ff7ed710a1491a981ea6c96e,I1KG9135,15,4,exact,
a-toh4-8a-5,urn:nabu:derge-kangyur:toh4:8a.5,0b76ca38dea2900199d90ed358ca4594bb5efa48cc3f42a3f08ba2c261e0d226,I1KG9135,15,5,exact,
a-toh4-8a-6,urn:nabu:derge-kangyur:toh4:8a.6,d82becaf317c9f346fdc11b85d23873a4310f92fe6ed541cb780a0edb4842249,I1KG9135,15,6,exact,
a-toh4-8a-7,urn:nabu:derge-kangyur:toh4:8a.7,d5bfd602ce67e3f951df9445d3a5a3ef8173414db0706cd06d612be4e76d4ab7,I1KG9135,15,7,exact,
a-toh4-8b-1,urn:nabu:derge-kangyur:toh4:8b.1,e19f33397a987b2f1ff401caf2cab224a579f9210840316a98eb085ab701dcf3,I1KG9135,16,1,exact,
a-toh4-8b-2,urn:nabu:derge-kangyur:toh4:8b.2,3d542a8b7d59218add0fdf62e5e9115ea740b19ed5499efb31ff3e3d3552aee1,I1KG9135,16,2,exact,
a-toh4-8b-3,urn:nabu:derge-kangyur:toh4:8b.3,c02caae289dd45781ca5d98342c538f645f4a67d8cddeeced462bc633e7be1ae,I1KG9135,16,3,exact,
