ID,URN,Passage_SHA256,ACTib_Volume,ACTib_Page,ACTib_Line,Status,Distance
a-toh8-21-1a-1,urn:nabu:derge-kangyur:toh8:21.1a.1,5164c82409940c278e26c0d7374b50bd823f0124ff959a031f1c32100cb8b3e3,I1KG9147,1,1,missing,
a-toh8-21-1b-1,urn:nabu:derge-kangyur:toh8:21.1b.1,b785c9c25fd3522252f8b8967d6c85c4463d676dfef6fb75b5cfd6155b2c2f6e,I1KG9147,2,1,exact,
a-toh8-21-1b-2,urn:nabu:derge-kangyur:toh8:21.1b.2,f11888bf04c88e9ca4bbda8bce45b97531fa1a6ed376698e0958e84994d82450,I1KG9147,2,2,exact,
a-toh8-21-1b-3,urn:nabu:derge-kangyur:toh8:21.1b.3,fd11ca3c325c5407f7bdffda2614fee7a710aa92d7d2d9282e9beca4cd050aaf,I1KG9147,2,3,exact,
a-toh8-21-1b-4,urn:nabu:derge-kangyur:toh8:21.1b.4,36556c0b20ccb22885450cabafc9f9b9c6e130ede9779be27e5fd4a1b1c0db55,I1KG9147,2,4,exact,
a-toh8-21-1b-5,urn:nabu:derge-kangyur:toh8:21.1b.5,36b1bf1cc08852d52b90b4a60b38ab3eb3caafae022f0b0a6b57412a0cdc3cb2,I1KG9147,2,5,exact,
a-toh8-21-2a-1,urn:nabu:derge-kangyur:toh8:21.2a.1,72a8415ef87917c3ea4ceed202149a0912feb8ddd14623fb351e9f0b0e466080,I1KG9147,3,1,exact,
a-toh8-21-2a-2,urn:nabu:derge-kangyur:toh8:21.2a.2,3305d266c1fe2cb6c8757e619441782e4b1530e3fcb186efe06ec0a81a70723f,I1KG9147,3,2,exact,
a-toh8-21-2a-3,urn:nabu:derge-kangyur:toh8:21.2a.3,9f7f9d6b9779213e9a36e601e72d7ce79c7cdd3b8fa801661c37e4dae156fba0,I1KG9147,3,3,exact,
a-toh8-21-2a-4,urn:nabu:derge-kangyur:toh8:21.2a.4,cb7aa9c9f5481a20339f405951c2466a2941fcc0a19e3e75563f91bc3704eb30,I1KG9147,3,4,exact,
a-toh8-21-2a-5,urn:nabu:derge-kangyur:toh8:21.2a.5,284444cc4e2e57324aa17ea6f5c40ab1ad60e3ee8ab42fe7f7af4c89c8c8a9dc,I1KG9147,3,5,exact,
a-toh8-21-2a-6,urn:nabu:derge-kangyur:toh8:21.2a.6,fa5c3ca67938f94eb103e7643ac07a5820b1aa8f61012ef1636cd042a8c7a98c,I1KG9147,3,6,exact,
a-toh8-21-2b-1,urn:nabu:derge-kangyur:toh8:21.2b.1,7aba26df2a2315d4c383864d1220cbc762b43e7d65754ddaf9e977f80bc053cf,I1KG9147,4,1,exact,
a-toh8-21-2b-2,urn:nabu:derge-kangyur:toh8:21.2b.2,a89b0f0442f67f1928ba89559e07844484c39f95b2978f1ca3d64763df4785d7,I1KG9147,4,2,exact,
a-toh8-21-2b-3,urn:nabu:derge-kangyur:toh8:21.2b.3,9f440b250bc3a2433190174d986bd0b3aebacce9a891a41961b28ec5fc674c2c,I1KG9147,4,3,exact,
a-toh8-21-2b-4,urn:nabu:derge-kangyur:toh8:21.2b.4,fb157958549363801131e2dc10927030cc0d2391edecff060656bfae71fb0724,I1KG9147,4,4,exact,
a-toh8-21-2b-5,urn:nabu:derge-kangyur:toh8:21.2b.5,f85fd0b6f8382631f3d6a6f103846d35704806443e9d585ffe88c795ec34bec0,I1KG9147,4,5,exact,
a-toh8-21-2b-6,urn:nabu:derge-kangyur:toh8:21.2b.6,644de874ff2868f9386f57f518ae0eecf98c898164403a6059d70fa2099bb8b9,I1KG9147,4,6,exact,
