ID,URN,Passage_SHA256,ACTib_Volume,ACTib_Page,ACTib_Line,Status,Distance
a-toh9-27-1a-1,urn:nabu:derge-kangyur:toh9:27.1a.1,c63bf42b889a061cdb894be20b570912cc90c52120a55274129cca9bc004196b,I1KG9153,1,1,missing,
a-toh9-27-1b-1,urn:nabu:derge-kangyur:toh9:27.1b.1,eaad24faa3a2a60d5725ca4aca7c2ce96deefcc6fb51c66027e5824fc293bfa4,I1KG9153,2,1,exact,
a-toh9-27-1b-2,urn:nabu:derge-kangyur:toh9:27.1b.2,cf33c7d00cfffac7af8d0d2944d542b30629f037c7ed72d41410a41b0a12c783,I1KG9153,2,2,exact,
a-toh9-27-1b-3,urn:nabu:derge-kangyur:toh9:27.1b.3,049a1e28911511757c713af7e3820737fc5515820f934d79a13edc2d9ad91ee1,I1KG9153,2,3,exact,
a-toh9-27-1b-4,urn:nabu:derge-kangyur:toh9:27.1b.4,8c4ad287b483c7634ebb95e77a2cf45614c26d735b4dc7c3a5ea035ad0c62a5d,I1KG9153,2,4,exact,
a-toh9-27-1b-5,urn:nabu:derge-kangyur:toh9:27.1b.5,3e9d0afa2eb33fa2ab56b00d87e5ea1d9fe41dc67bb83290f87c010db9238bdd,I1KG9153,2,5,exact,
a-toh9-27-2a-1,urn:nabu:derge-kangyur:toh9:27.2a.1,4e06a32802696bfcbe84b9a7c0eecbf41dcd8602283d4a99ad71e2f878307304,I1KG9153,3,1,exact,
a-toh9-27-2a-2,urn:nabu:derge-kangyur:toh9:27.2a.2,f994c431dffc10cdacfabb411ca75681450e3688b88b50ed1265f74addf0558c,I1KG9153,3,2,exact,
a-toh9-27-2a-3,urn:nabu:derge-kangyur:toh9:27.2a.3,e2a2caa38fca0cadaebff2d8a1b1898be551f11a4edb8a9cfb108e49dda8cc4d,I1KG9153,3,3,exact,
a-toh9-27-2a-4,urn:nabu:derge-kangyur:toh9:27.2a.4,98969688b0b6cea8cea98e21ba6099b7190f55081059b10a39a7351d7468bcaf,I1KG9153,3,4,exact,
a-toh9-27-2a-5,urn:nabu:derge-kangyur:toh9:27.2a.5,8dc2e409b53c19e2d7b029d5c5dd46eb7f3924b1de7ffe9c0f0a3b7a5c435182,I1KG9153,3,5,exact,
a-toh9-27-2a-6,urn:nabu:derge-kangyur:toh9:27.2a.6,c245e2d7dd293f62c10da52cb3157998b9511bca13cd24a4940da93b572f232c,I1KG9153,3,6,exact,
a-toh9-27-2b-1,urn:nabu:derge-kangyur:toh9:27.2b.1,36d8840f9be4111bae50c59cfe6780eceae0d460f06beb92751048c43fba91ac,I1KG9153,4,1,exact,
a-toh9-27-2b-2,urn:nabu:derge-kangyur:toh9:27.2b.2,6ccba04819a40d44478ba6cdb5d32006d8937602a135a53d33f3c36de83418ac,I1KG9153,4,2,exact,
a-toh9-27-2b-3,urn:nabu:derge-kangyur:toh9:27.2b.3,35e0408088b5b5503d5c1504e710d0aa8dd4aa76ceba7cdaf0759d7efb211633,I1KG9153,4,3,exact,
a-toh9-27-2b-4,urn:nabu:derge-kangyur:toh9:27.2b.4,86a17d33ba04779620f09fce1a8a903a4689a0bb4925821145ce89ebb2af76ac,I1KG9153,4,4,exact,
a-toh9-27-2b-5,urn:nabu:derge-kangyur:toh9:27.2b.5,4f5062bbd363d4017aabd170a55b66ed35f4d4ea52f664ba2ddf9ba27d99b0d9,I1KG9153,4,5,exact,
a-toh9-27-2b-6,urn:nabu:derge-kangyur:toh9:27.2b.6,f0ac8ffad82e7d2532072ff6673dc239c820c55f7ec12d748b9c765b3cfd3946,I1KG9153,4,6,exact,
a-toh9-27-2b-7,urn:nabu:derge-kangyur:toh9:27.2b.7,8fcc9ec4d8d196dd32a84aa673b003c9dadeee0958ee048fdf5f061204176eaa,I1KG9153,4,7,exact,
a-toh9-27-3a-1,urn:nabu:derge-kangyur:toh9:27.3a.1,58035ac9a38fb6b328627abd39bf1a877cc8c7e6b88664d84bb25b6fb2739eac,I1KG9153,5,1,exact,
a-toh9-27-3a-2,urn:nabu:derge-kangyur:toh9:27.3a.2,344013ba079eaf8ae10668423ed3df6e4e1803e692491d309ad1e5a1aa499d1b,I1KG9153,5,2,exact,
a-toh9-27-3a-3,urn:nabu:derge-kangyur:toh9:27.3a.3,dfb1c30ba6de6819cd6ed898c5b607c83e3c367ab78db4442b40dd041af02a62,I1KG9153,5,3,exact,
a-toh9-27-3a-4,urn:nabu:derge-kangyur:toh9:27.3a.4,31433bc0994c1ae6d23d8451ef11ba12fc22c8a20259159f6d7bfb61e5128f9e,I1KG9153,5,4,exact,
a-toh9-27-3a-5,urn:nabu:derge-kangyur:toh9:27.3a.5,4ef6ed22b3e67f7cc7f11bfc113fa9cc1d3c330048c4c4aed6ce47d749f96048,I1KG9153,5,5,exact,
a-toh9-27-3a-6,urn:nabu:derge-kangyur:toh9:27.3a.6,1ef9e0a92ee73d106a7219db86e961452ee6aa742a9cd797d7f617bfc02c0b14,I1KG9153,5,6,exact,
a-toh9-27-3a-7,urn:nabu:derge-kangyur:toh9:27.3a.7,2e21c93d0e648a94c1770e53927fe0d970db4bb13ab64d6958f3060a4f06b749,I1KG9153,5,7,exact,
a-toh9-27-3b-1,urn:nabu:derge-kangyur:toh9:27.3b.1,4c4632028cfd4eb689d6b76e10296e826796303b21c942ac6e5830639483bccc,I1KG9153,6,1,exact,
a-toh9-27-3b-2,urn:nabu:derge-kangyur:toh9:27.3b.2,64537cf0d160e006ec49948059b815ae147f5c9eeafaeb08084ee3055732fb79,I1KG9153,6,2,exact,
a-toh9-27-3b-3,urn:nabu:derge-kangyur:toh9:27.3b.3,e503a9448c2c81fdfd06a460091269d8e4845f744f0496afb6f0ddc223c2b7e7,I1KG9153,6,3,exact,
a-toh9-27-3b-4,urn:nabu:derge-kangyur:toh9:27.3b.4,9ed47d0b5d1530ababfdeec6964b1385690c0984608697ca2bb8d24c80bf87a7,I1KG9153,6,4,exact,
a-toh9-27-3b-5,urn:nabu:derge-kangyur:toh9:27.3b.5,ff9a84e60dbe0e0761f603196a5e65f1ebff31f65d2eb83061fc02631ffed438,I1KG9153,6,5,exact,
a-toh9-27-3b-6,urn:nabu:derge-kangyur:toh9:27.3b.6,43a5732392e5f2b5e47bc639fd81a0de5a80839a7896170b96336f01fefff244,I1KG9153,6,6,exact,
a-toh9-27-3b-7,urn:nabu:derge-kangyur:toh9:27.3b.7,c5ad7690e4d014e9ce37142df165bd44f20047ca14c91ef371c2e2ea5a0c6971,I1KG9153,6,7,exact,
a-toh9-27-4a-1,urn:nabu:derge-kangyur:toh9:27.4a.1,61f02b75464c1212421c02d12136fd15aca9ad6664925b5e7473f20a805d9511,I1KG9153,7,1,exact,
