ID,URN,Passage_SHA256,ACTib_Volume,ACTib_Page,ACTib_Line,Status,Distance
a-toh827-97-1a-1,urn:nabu:derge-kangyur:toh827:97.1a.1,75be28bd43bcf47aaa006049bae011a014c836eed9aef610e972a1d1df6941ef,I1KG9223,1,1,missing,
a-toh828-1b-1,urn:nabu:derge-kangyur:toh828:1b.1,75afd33da813f4428b50482f57b907147d6b2fab0f12023ca869e26dbb0153c3,I1KG9223,2,1,exact,
a-toh828-1b-2,urn:nabu:derge-kangyur:toh828:1b.2,50f5c53b491d223be639dc06e91d66ddaa81983384395704f005c20e2857401b,I1KG9223,2,2,exact,
a-toh828-1b-3,urn:nabu:derge-kangyur:toh828:1b.3,b56b92bffe71f9d7d36cf499fd0ce0ec0e32dda03e55a03942ed42cd5de11c3e,I1KG9223,2,3,exact,
a-toh828-1b-4,urn:nabu:derge-kangyur:toh828:1b.4,fd0d4307c2f8dcde6e31ae485a1bf138efde3c17d5281d1d6262cec4828c3da6,I1KG9223,2,4,exact,
a-toh828-1b-5,urn:nabu:derge-kangyur:toh828:1b.5,6fe2a1a6814906ab7a5174cb22a9532f9ab171baff591cffd67454764f53268c,I1KG9223,2,5,exact,
a-toh828-2a-1,urn:nabu:derge-kangyur:toh828:2a.1,5ca4d34315d14664ed2cfe910ce13fcd0259914d02444cb1b3b3d8f63051ba9d,I1KG9223,3,1,exact,
a-toh828-2a-2,urn:nabu:derge-kangyur:toh828:2a.2,23b20a0ffb624a0f3c893733708cbea7f136696adcaf034555fa1ce0e14c4eee,I1KG9223,3,2,exact,
a-toh828-2a-3,urn:nabu:derge-kangyur:toh828:2a.3,770f8eb3ce9fecd88755d48352706e2546ed7c4ce12d7d2383486397c229fb04,I1KG9223,3,3,exact,
a-toh828-2a-4,urn:nabu:derge-kangyur:toh828:2a.4,89253007a325607d3f4713d044aedb86a51ca3a871bece3fbc6e189519e30330,I1KG9223,3,4,exact,
a-toh828-2a-5,urn:nabu:derge-kangyur:toh828:2a.5,50894bc63e986e4d327487d54117185338be1187f63ca6b4778c2c881b1d2a17,I1KG9223,3,5,exact,
a-toh828-2a-6,urn:nabu:derge-kangyur:toh828:2a.6,60f19c723f886133d21fbae5734ac512d49d33aace109e3ab22535658f032c65,I1KG9223,3,6,exact,
a-toh828-2b-1,urn:nabu:derge-kangyur:toh828:2b.1,6476e219071b7f86ef775b86b43cf39e173034865c749df7765709b96c3c8aeb,I1KG9223,4,1,exact,
a-toh828-2b-2,urn:nabu:derge-kangyur:toh828:2b.2,577df03fba5526486057f4790f65132420c414ea4118edf98ac0833b80aa2e3f,I1KG9223,4,2,exact,
a-toh828-2b-3,urn:nabu:derge-kangyur:toh828:2b.3,46566ddd3e0b0cc5a1daeb363d5430948b064bac3f7792afb92f03e6aa7353b2,I1KG9223,4,3,exact,
a-toh828-2b-4,urn:nabu:derge-kangyur:toh828:2b.4,1e2692163f2ff5ed086f92e5b7c098b86d099b0ecae1679eecd8f53174806be6,I1KG9223,4,4,exact,
a-toh828-2b-5,urn:nabu:derge-kangyur:toh828:2b.5,f113c11ab246de466f5252262230080352f9cfe7d1d68575cd0843ab316b6400,I1KG9223,4,5,exact,
a-toh828-2b-6,urn:nabu:derge-kangyur:toh828:2b.6,d361fa5b6db2e8443a096420189b854628dd01de6926d01baf5dfeb0af15a0e3,I1KG9223,4,6,exact,
a-toh828-2b-7,urn:nabu:derge-kangyur:toh828:2b.7,527db30dab43971414c25e490d52d0e65495b6374684f558bd1eba9ac3330bed,I1KG9223,4,7,exact,
a-toh828-3a-1,urn:nabu:derge-kangyur:toh828:3a.1,940f28eab682b4c78d3f35eda3e6ecadfca7d0b15f0813fcb96b07000fa18ec1,I1KG9223,5,1,exact,
a-toh828-3a-2,urn:nabu:derge-kangyur:toh828:3a.2,b7ad5896606bd56d636bdf6958a09f93de6ff95f0ac542a7809f4200a632ebfb,I1KG9223,5,2,exact,
